method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.9 0.5 500 36.188 16.192 14 33
max_pca 2 0.9 0.5 500 21.228 6.94 10 20
max_pca 3 0.9 0.5 500 17.602 5.588 9 17
max_pca 5 0.9 0.5 500 13.684 3.796 8 13
min_pca 1 0.9 0.5 500 452.176 818.33 3 15
min_pca 2 0.9 0.5 500 728.286 938.664 6.475 45
min_pca 3 0.9 0.5 500 1354.352 913.055 16 2000
min_pca 5 0.9 0.5 500 1985.132 165.754 2000 2000
tpca 0.8 0.9 0.5 500 452.176 818.33 3 15
tpca 0.9 0.9 0.5 500 452.176 818.33 3 15
tpca 0.95 0.9 0.5 500 452.176 818.33 3 15
tpca 0.99 0.9 0.5 500 728.286 938.664 6.475 45
mix 0.03 0.9 0.5 500 9.858 2.257 6 10
mix 0.1 0.9 0.5 500 8.04 1.956 5 8
mix 0.3 0.9 0.5 500 7.182 1.755 4 7
mix 1 0.9 0.5 500 6.478 1.667 3.475 6
max_pca 1 0.9 1.5 500 1823.81 453.968 332.725 2000
max_pca 2 0.9 1.5 500 1789.26 497.823 299.65 2000
max_pca 3 0.9 1.5 500 1766.47 529.957 169.875 2000
max_pca 5 0.9 1.5 500 1309.852 847.573 23.95 2000
min_pca 1 0.9 1.5 500 46.334 234.3 3 11
min_pca 2 0.9 1.5 500 15.476 11.617 4.475 12
min_pca 3 0.9 1.5 500 21.148 13.402 6 17
min_pca 5 0.9 1.5 500 19.71 8.994 8 17
tpca 0.8 0.9 1.5 500 46.334 234.3 3 11
tpca 0.9 0.9 1.5 500 46.334 234.3 3 11
tpca 0.95 0.9 1.5 500 46.334 234.3 3 11
tpca 0.99 0.9 1.5 500 15.476 11.617 4.475 12
mix 0.03 0.9 1.5 500 15.848 8.207 5 14
mix 0.1 0.9 1.5 500 12.332 5.733 4 11
mix 0.3 0.9 1.5 500 11.088 5.081 3 10
mix 1 0.9 1.5 500 10.294 4.639 3.475 9
max_pca 1 0.9 2 500 1729.534 586.107 61.475 2000
max_pca 2 0.9 2 500 842.996 909.769 14 152
max_pca 3 0.9 2 500 37.41 90.29 7 29
max_pca 5 0.9 2 500 13.526 6.82 4 12
min_pca 1 0.9 2 500 5.868 4.866 2 4
min_pca 2 0.9 2 500 5.536 2.825 3 5
min_pca 3 0.9 2 500 6.564 2.928 3 6
min_pca 5 0.9 2 500 6.638 2.412 3.475 6
tpca 0.8 0.9 2 500 5.868 4.866 2 4
tpca 0.9 0.9 2 500 5.868 4.866 2 4
tpca 0.95 0.9 2 500 5.868 4.866 2 4
tpca 0.99 0.9 2 500 5.536 2.825 3 5
mix 0.03 0.9 2 500 4.668 1.515 3 4
mix 0.1 0.9 2 500 4.152 1.287 2 4
mix 0.3 0.9 2 500 3.972 1.217 2 4
mix 1 0.9 2 500 3.834 1.174 2 4
max_pca 1 0.7 0.5 500 192.488 465.803 21 57
max_pca 2 0.7 0.5 500 38.74 20.407 14 33
max_pca 3 0.7 0.5 500 31.456 14.66 11 28
max_pca 5 0.7 0.5 500 24.404 9.969 9.475 22
min_pca 1 0.7 0.5 500 7.234 5.812 3 5.025
min_pca 2 0.7 0.5 500 10.592 6.28 4 9
