method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 1036.316 907.132 63 290.225
max_pca 2 0.98 0.5 500 105.61 43.965 39.475 99
max_pca 3 0.98 0.5 500 88.982 31.296 39 85
max_pca 5 0.98 0.5 500 78.232 22.053 40 76
max_pca 10 0.98 0.5 500 52.172 11.946 30 51
max_pca 20 0.98 0.5 500 24.832 5.303 16 24
min_pca 1 0.98 0.5 500 1126.016 929.416 76 2000
min_pca 2 0.98 0.5 500 265.746 505.956 64 117
min_pca 3 0.98 0.5 500 110.48 88.915 65 102
min_pca 5 0.98 0.5 500 41.212 6.964 29 40
min_pca 10 0.98 0.5 500 39.226 4.862 31 39
min_pca 20 0.98 0.5 500 31.048 2.726 26 31
tpca 0.8 0.98 0.5 500 39.226 4.862 31 39
tpca 0.9 0.98 0.5 500 33.722 3.747 27 33
tpca 0.95 0.98 0.5 500 32.434 3.161 27 32
tpca 0.99 0.98 0.5 500 31.048 2.726 26 31
tpca 0.995 0.98 0.5 500 31.048 2.726 26 31
tpca 0.999 0.98 0.5 500 31.048 2.726 26 31
mix 0.03 0.98 0.5 500 7.1 1.548 4 7
mix 0.1 0.98 0.5 500 6.086 1.338 4 6
mix 0.3 0.98 0.5 500 5.52 1.23 3 5
mix 1 0.98 0.5 500 5.206 1.159 3 5
max_pca 1 0.98 0.7 500 986.118 899.177 72 275.025
max_pca 2 0.98 0.7 500 77.556 27.082 36 72
max_pca 3 0.98 0.7 500 70.852 21.793 36 68
max_pca 5 0.98 0.7 500 62.918 16.831 35.475 61
max_pca 10 0.98 0.7 500 38.876 8.953 23.475 38
max_pca 20 0.98 0.7 500 16.4 3.534 10 16
min_pca 1 0.98 0.7 500 452.016 736.758 38.475 106.025
min_pca 2 0.98 0.7 500 100.252 173.513 39.475 79
min_pca 3 0.98 0.7 500 80.752 22.726 44 77
min_pca 5 0.98 0.7 500 27.924 4.956 19 27
min_pca 10 0.98 0.7 500 25.412 3.434 19 25
min_pca 20 0.98 0.7 500 19.678 1.792 16 20
tpca 0.8 0.98 0.7 500 25.412 3.434 19 25
tpca 0.9 0.98 0.7 500 21.482 2.453 17 21
tpca 0.95 0.98 0.7 500 20.618 2.097 17 20
tpca 0.99 0.98 0.7 500 19.678 1.792 16 20
tpca 0.995 0.98 0.7 500 19.678 1.792 16 20
tpca 0.999 0.98 0.7 500 19.678 1.792 16 20
mix 0.03 0.98 0.7 500 4.556 0.793 3 4
mix 0.1 0.98 0.7 500 3.976 0.702 3 4
mix 0.3 0.98 0.7 500 3.66 0.664 3 4
mix 1 0.98 0.7 500 3.438 0.612 2 3
max_pca 1 0.98 1 500 833.262 876.943 61 193
max_pca 2 0.98 1 500 50.16 15.912 22 47
max_pca 3 0.98 1 500 50.062 14.193 26 48
max_pca 5 0.98 1 500 44.24 11.133 26 43
max_pca 10 0.98 1 500 26.378 5.539 16.475 26
max_pca 20 0.98 1 500 10.046 1.884 7 10
min_pca 1 0.98 1 500 174.396 446.513 20 57
min_pca 2 0.98 1 500 52.748 24.705 24 45
min_pca 3 0.98 1 500 54.836 18.834 28.475 50
min_pca 5 0.98 1 500 17.802 2.998 12 17
min_pca 10 0.98 1 500 15.262 1.853 12 15
min_pca 20 0.98 1 500 11.682 0.989 10 12
tpca 0.8 0.98 1 500 15.262 1.853 12 15
tpca 0.9 0.98 1 500 12.72 1.306 10 13
tpca 0.95 0.98 1 500 12.234 1.111 10 12
tpca 0.99 0.98 1 500 11.682 0.989 10 12
tpca 0.995 0.98 1 500 11.682 0.989 10 12
tpca 0.999 0.98 1 500 11.682 0.989 10 12
mix 0.03 0.98 1 500 3.086 0.418 2 3
mix 0.1 0.98 1 500 2.83 0.392 2 3
mix 0.3 0.98 1 500 2.612 0.488 2 3
mix 1 0.98 1 500 2.386 0.487 2 2
max_pca 1 0.95 0.5 500 1007.308 904.371 76.475 273.05
max_pca 2 0.95 0.5 500 127.33 194.993 44 100
max_pca 3 0.95 0.5 500 91.584 33.913 42 85.025
max_pca 5 0.95 0.5 500 79.586 22.688 42 75
max_pca 10 0.95 0.5 500 53.342 12.056 32 52
max_pca 20 0.95 0.5 500 25.36 5.781 16 24
min_pca 1 0.95 0.5 500 1126.378 936.612 61 2000
min_pca 2 0.95 0.5 500 254.126 488.118 57.425 115
min_pca 3 0.95 0.5 500 111.226 123.148 56.425 99
min_pca 5 0.95 0.5 500 41.064 7.444 28 40
min_pca 10 0.95 0.5 500 40.024 5.915 29 39
min_pca 20 0.95 0.5 500 31.874 3.161 26 32
tpca 0.8 0.95 0.5 500 40.024 5.915 29 39
tpca 0.9 0.95 0.5 500 34.468 4.286 27 34
tpca 0.95 0.95 0.5 500 33.16 3.533 26 33
tpca 0.99 0.95 0.5 500 31.874 3.161 26 32
tpca 0.995 0.95 0.5 500 31.874 3.161 26 32
tpca 0.999 0.95 0.5 500 31.874 3.161 26 32
mix 0.03 0.95 0.5 500 7.224 1.563 4 7
mix 0.1 0.95 0.5 500 6.152 1.351 4 6
mix 0.3 0.95 0.5 500 5.648 1.253 3 6
mix 1 0.95 0.5 500 5.322 1.184 3 5
max_pca 1 0.95 0.7 500 905.5 886.648 59 224
max_pca 2 0.95 0.7 500 81.552 32.28 39 76
max_pca 3 0.95 0.7 500 72.62 23.548 34 69
max_pca 5 0.95 0.7 500 64.84 18.149 36.475 61
max_pca 10 0.95 0.7 500 39.73 9.278 23 38
max_pca 20 0.95 0.7 500 16.77 3.514 11 16
min_pca 1 0.95 0.7 500 738.704 902.885 34 115.05
min_pca 2 0.95 0.7 500 159.948 368.131 32 77
min_pca 3 0.95 0.7 500 81.164 30.262 38 74
min_pca 5 0.95 0.7 500 28.304 5.834 18 28
min_pca 10 0.95 0.7 500 25.758 4.148 19 25
min_pca 20 0.95 0.7 500 20.114 2.103 16 20
tpca 0.8 0.95 0.7 500 25.758 4.148 19 25
tpca 0.9 0.95 0.7 500 21.904 2.837 17 22
tpca 0.95 0.95 0.7 500 21.118 2.469 17 21
tpca 0.99 0.95 0.7 500 20.114 2.103 16 20
tpca 0.995 0.95 0.7 500 20.114 2.103 16 20
tpca 0.999 0.95 0.7 500 20.114 2.103 16 20
mix 0.03 0.95 0.7 500 4.622 0.877 3 5
mix 0.1 0.95 0.7 500 4.042 0.755 3 4
mix 0.3 0.95 0.7 500 3.696 0.679 3 4
mix 1 0.95 0.7 500 3.49 0.638 2 3
max_pca 1 0.95 1 500 862.952 888.272 51.475 195
max_pca 2 0.95 1 500 53.63 19.105 24 50
max_pca 3 0.95 1 500 52.428 17.067 27 49.025
max_pca 5 0.95 1 500 45.648 13.146 24.475 44
max_pca 10 0.95 1 500 26.782 6.137 16 26
max_pca 20 0.95 1 500 10.434 1.91 7 10
min_pca 1 0.95 1 500 370.738 707.529 16 59.025
min_pca 2 0.95 1 500 83.466 230.925 19 45
min_pca 3 0.95 1 500 55.032 25.792 21 49
min_pca 5 0.95 1 500 17.838 3.812 12 17
min_pca 10 0.95 1 500 15.622 2.479 12 15
min_pca 20 0.95 1 500 11.984 1.264 10 12
tpca 0.8 0.95 1 500 15.622 2.479 12 15
tpca 0.9 0.95 1 500 13.116 1.731 10 13
tpca 0.95 0.95 1 500 12.598 1.489 10 12
tpca 0.99 0.95 1 500 11.984 1.264 10 12
tpca 0.995 0.95 1 500 11.984 1.264 10 12
tpca 0.999 0.95 1 500 11.984 1.264 10 12
mix 0.03 0.95 1 500 3.168 0.456 2 3
mix 0.1 0.95 1 500 2.868 0.394 2 3
mix 0.3 0.95 1 500 2.68 0.471 2 3
mix 1 0.95 1 500 2.48 0.5 2 2
max_pca 1 0.9 0.5 500 979.66 900.566 75 262.075
max_pca 2 0.9 0.5 500 125.656 174.282 45 102
max_pca 3 0.9 0.5 500 92.96 30.86 44.475 88
max_pca 5 0.9 0.5 500 79.474 23.167 40.475 76
max_pca 10 0.9 0.5 500 51.962 13.851 28 50
max_pca 20 0.9 0.5 500 25.684 6.225 16 25
min_pca 1 0.9 0.5 500 1168.422 939.629 41 2000
min_pca 2 0.9 0.5 500 351.11 627.991 41.475 115.025
min_pca 3 0.9 0.5 500 109.894 150.535 46.475 93
min_pca 5 0.9 0.5 500 42.32 9.629 27 41
min_pca 10 0.9 0.5 500 40.728 7.058 29 40
min_pca 20 0.9 0.5 500 32.832 3.905 26 32
tpca 0.8 0.9 0.5 500 40.728 7.058 29 40
tpca 0.9 0.9 0.5 500 35.522 5.246 27 35
tpca 0.95 0.9 0.5 500 34.148 4.509 26 34
tpca 0.99 0.9 0.5 500 32.832 3.905 26 32
tpca 0.995 0.9 0.5 500 32.832 3.905 26 32
tpca 0.999 0.9 0.5 500 32.832 3.905 26 32
mix 0.03 0.9 0.5 500 7.49 1.628 5 7
mix 0.1 0.9 0.5 500 6.47 1.455 4 6
mix 0.3 0.9 0.5 500 5.888 1.329 4 6
mix 1 0.9 0.5 500 5.544 1.258 3 5
max_pca 1 0.9 0.7 500 910.428 892.176 68.95 206.025
max_pca 2 0.9 0.7 500 88.18 93.087 37 76
max_pca 3 0.9 0.7 500 75.84 29.072 35 70
max_pca 5 0.9 0.7 500 63.858 19.415 33 61
max_pca 10 0.9 0.7 500 40.24 10.178 23.475 39
