method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.9 0.5 500 28.838 11.071 13 27
max_pca 2 0.9 0.5 500 16.89 4.898 8 16
max_pca 3 0.9 0.5 500 12.498 3.365 7 12
max_pca 5 0.9 0.5 500 10.104 2.641 5.475 10
min_pca 1 0.9 0.5 500 709.158 940.24 4 25
min_pca 2 0.9 0.5 500 877.642 972.226 7 66
min_pca 3 0.9 0.5 500 1524.534 833.563 20 2000
min_pca 5 0.9 0.5 500 1969.614 238.58 2000 2000
tpca 0.8 0.9 0.5 500 709.158 940.24 4 25
tpca 0.9 0.9 0.5 500 709.158 940.24 4 25
tpca 0.95 0.9 0.5 500 877.642 972.226 7 66
tpca 0.99 0.9 0.5 500 877.642 972.226 7 66
mix 0.03 0.9 0.5 500 8.346 1.852 5 8
mix 0.1 0.9 0.5 500 6.884 1.576 4 7
mix 0.3 0.9 0.5 500 6.13 1.444 4 6
mix 1 0.9 0.5 500 5.55 1.344 3 5
max_pca 1 0.9 1.5 500 1877.334 373.281 493.35 2000
max_pca 2 0.9 1.5 500 1847.346 423.607 302.125 2000
max_pca 3 0.9 1.5 500 1789.34 475.097 332.175 2000
max_pca 5 0.9 1.5 500 1754.004 525.637 172.85 2000
min_pca 1 0.9 1.5 500 9.602 5.743 3 8
min_pca 2 0.9 1.5 500 11.052 5.162 4 10
min_pca 3 0.9 1.5 500 14.984 6.449 6 14
min_pca 5 0.9 1.5 500 17.514 6.458 7 16
tpca 0.8 0.9 1.5 500 9.602 5.743 3 8
tpca 0.9 0.9 1.5 500 9.602 5.743 3 8
tpca 0.95 0.9 1.5 500 11.052 5.162 4 10
tpca 0.99 0.9 1.5 500 11.052 5.162 4 10
mix 0.03 0.9 1.5 500 40.406 26.829 8 32
mix 0.1 0.9 1.5 500 26.522 15.716 6 22
mix 0.3 0.9 1.5 500 22.508 12.861 5.475 19
mix 1 0.9 1.5 500 19.784 11.015 5 17
max_pca 1 0.9 2 500 1853.522 417.779 349.95 2000
max_pca 2 0.9 2 500 1757.732 547.479 73.475 2000
max_pca 3 0.9 2 500 1295.888 873.662 24.475 2000
max_pca 5 0.9 2 500 33.76 21.341 8 27.025
min_pca 1 0.9 2 500 5.048 2.716 2 4
min_pca 2 0.9 2 500 5.286 2.155 3 5
min_pca 3 0.9 2 500 6.206 2.233 3 6
min_pca 5 0.9 2 500 6.756 2.091 4 6
tpca 0.8 0.9 2 500 5.048 2.716 2 4
tpca 0.9 0.9 2 500 5.048 2.716 2 4
tpca 0.95 0.9 2 500 5.286 2.155 3 5
tpca 0.99 0.9 2 500 5.286 2.155 3 5
mix 0.03 0.9 2 500 6.176 2.183 3 6
mix 0.1 0.9 2 500 5.314 1.799 3 5
mix 0.3 0.9 2 500 4.984 1.572 3 5
mix 1 0.9 2 500 4.762 1.501 2 5
max_pca 1 0.7 0.5 500 57.846 130.59 16 41
max_pca 2 0.7 0.5 500 25.744 9.646 11 24
max_pca 3 0.7 0.5 500 18.602 6.407 8 18
max_pca 5 0.7 0.5 500 15.026 4.764 7 14
min_pca 1 0.7 0.5 500 22.236 154.25 3 7
min_pca 2 0.7 0.5 500 17.114 89.559 5 10
min_pca 3 0.7 0.5 500 54.112 233.103 8 19
min_pca 5 0.7 0.5 500 466.496 787.513 19 60
tpca 0.8 0.7 0.5 500 22.236 154.25 3 7
tpca 0.9 0.7 0.5 500 22.236 154.25 3 7
tpca 0.95 0.7 0.5 500 17.114 89.559 5 10
tpca 0.99 0.7 0.5 500 17.114 89.559 5 10
mix 0.03 0.7 0.5 500 9.548 2.094 6 9
mix 0.1 0.7 0.5 500 8.16 1.872 5 8
mix 0.3 0.7 0.5 500 7.418 1.79 4 7
mix 1 0.7 0.5 500 6.814 1.745 4 7
max_pca 1 0.7 1.5 500 1895.85 336.319 681.775 2000
max_pca 2 0.7 1.5 500 1864.46 398.535 427.2 2000
max_pca 3 0.7 1.5 500 1824.974 444.998 364.975 2000
max_pca 5 0.7 1.5 500 1775.102 493.835 283.8 2000
min_pca 1 0.7 1.5 500 6.532 3.004 3 6
min_pca 2 0.7 1.5 500 7.666 3.093 3 7
min_pca 3 0.7 1.5 500 10.19 3.934 5 9
min_pca 5 0.7 1.5 500 12.974 4.361 7 12
tpca 0.8 0.7 1.5 500 6.532 3.004 3 6
tpca 0.9 0.7 1.5 500 6.532 3.004 3 6
tpca 0.95 0.7 1.5 500 7.666 3.093 3 7
tpca 0.99 0.7 1.5 500 7.666 3.093 3 7
mix 0.03 0.7 1.5 500 118.05 299.096 11.475 53
mix 0.1 0.7 1.5 500 44.728 56.54 9 31
mix 0.3 0.7 1.5 500 34.102 22.662 8 27
mix 1 0.7 1.5 500 29.28 18.566 7 24
max_pca 1 0.7 2 500 1850.406 434.695 229.925 2000
max_pca 2 0.7 2 500 1818.568 455.469 291.375 2000
max_pca 3 0.7 2 500 1708.084 568.188 164 2000
max_pca 5 0.7 2 500 588.092 813.413 17 100
min_pca 1 0.7 2 500 3.708 1.58 2 3
min_pca 2 0.7 2 500 3.97 1.328 2 4
min_pca 3 0.7 2 500 4.672 1.407 3 4
min_pca 5 0.7 2 500 5.282 1.428 3 5
tpca 0.8 0.7 2 500 3.708 1.58 2 3
tpca 0.9 0.7 2 500 3.708 1.58 2 3
tpca 0.95 0.7 2 500 3.97 1.328 2 4
tpca 0.99 0.7 2 500 3.97 1.328 2 4
mix 0.03 0.7 2 500 7.168 2.886 3 6.025
mix 0.1 0.7 2 500 6.274 2.446 3 6
mix 0.3 0.7 2 500 5.972 2.275 3 6
mix 1 0.7 2 500 5.766 2.189 3 5
max_pca 1 0.5 0.5 500 236.752 520.042 22 69
max_pca 2 0.5 0.5 500 41.174 19.395 15 36
max_pca 3 0.5 0.5 500 28.75 11.56 12 26
max_pca 5 0.5 0.5 500 24.286 8.839 11 22
min_pca 1 0.5 0.5 500 6.596 3.148 3 6
min_pca 2 0.5 0.5 500 9.04 3.961 4 8
min_pca 3 0.5 0.5 500 15.628 6.682 6 14
min_pca 5 0.5 0.5 500 38.714 89.736 12 30
tpca 0.8 0.5 0.5 500 6.596 3.148 3 6
tpca 0.9 0.5 0.5 500 6.596 3.148 3 6
tpca 0.95 0.5 0.5 500 9.04 3.961 4 8
tpca 0.99 0.5 0.5 500 9.04 3.961 4 8
mix 0.03 0.5 0.5 500 11.432 2.59 7 11
mix 0.1 0.5 0.5 500 9.96 2.405 6 10
mix 0.3 0.5 0.5 500 9.332 2.431 5 9
mix 1 0.5 0.5 500 8.876 2.426 5 9
max_pca 1 0.5 1.5 500 1845.446 439.776 305.25 2000
max_pca 2 0.5 1.5 500 1794.534 480.299 330.075 2000
max_pca 3 0.5 1.5 500 1742.594 533.776 276.4 2000
max_pca 5 0.5 1.5 500 1779.696 486.981 288.6 2000
min_pca 1 0.5 1.5 500 6.1 3.21 3 5
min_pca 2 0.5 1.5 500 7.25 2.975 3 6
min_pca 3 0.5 1.5 500 10.138 3.783 5 9
min_pca 5 0.5 1.5 500 13.318 4.523 7 12
tpca 0.8 0.5 1.5 500 6.1 3.21 3 5
tpca 0.9 0.5 1.5 500 6.1 3.21 3 5
tpca 0.95 0.5 1.5 500 7.25 2.975 3 6
tpca 0.99 0.5 1.5 500 7.25 2.975 3 6
mix 0.03 0.5 1.5 500 509.356 692.186 16 122
mix 0.1 0.5 1.5 500 178.82 351.86 13 67
mix 0.3 0.5 1.5 500 123.35 225.618 10 56
mix 1 0.5 1.5 500 102.664 188.876 9.475 49
max_pca 1 0.5 2 500 1863.494 387.015 458.825 2000
max_pca 2 0.5 2 500 1824.984 444.055 283.475 2000
max_pca 3 0.5 2 500 1707.35 557.377 181.85 2000
max_pca 5 0.5 2 500 1584.422 666.426 54.475 2000
min_pca 1 0.5 2 500 3.296 1.169 2 3
min_pca 2 0.5 2 500 3.58 1.009 2 3
min_pca 3 0.5 2 500 4.214 1.098 3 4
min_pca 5 0.5 2 500 4.98 1.288 3 5
tpca 0.8 0.5 2 500 3.296 1.169 2 3
tpca 0.9 0.5 2 500 3.296 1.169 2 3
tpca 0.95 0.5 2 500 3.58 1.009 2 3
tpca 0.99 0.5 2 500 3.58 1.009 2 3
mix 0.03 0.5 2 500 9.298 3.764 4 8.025
mix 0.1 0.5 2 500 8.308 3.266 3 8
mix 0.3 0.5 2 500 8.116 3.201 3 7
mix 1 0.5 2 500 8.002 3.158 3 7
max_pca 1 0.3 0.5 500 862.25 903.864 31.375 167.05
max_pca 2 0.3 0.5 500 233.28 512.189 20.475 76.025
max_pca 3 0.3 0.5 500 76.09 176.72 17 49
max_pca 5 0.3 0.5 500 57.148 91.397 16 47
min_pca 1 0.3 0.5 500 7.456 4.351 3 6
min_pca 2 0.3 0.5 500 10.072 5.057 4 9
min_pca 3 0.3 0.5 500 17.766 10.157 6.475 15
min_pca 5 0.3 0.5 500 52.784 176.713 12 30
tpca 0.8 0.3 0.5 500 7.456 4.351 3 6
tpca 0.9 0.3 0.5 500 7.456 4.351 3 6
tpca 0.95 0.3 0.5 500 10.072 5.057 4 9
tpca 0.99 0.3 0.5 500 10.072 5.057 4 9
mix 0.03 0.3 0.5 500 15.89 3.953 9.475 15
mix 0.1 0.3 0.5 500 14.618 3.877 8 14
mix 0.3 0.3 0.5 500 14.446 4.216 7 14
mix 1 0.3 0.5 500 14.748 4.771 6 14
max_pca 1 0.3 1.5 500 1846.518 427.074 278.15 2000
max_pca 2 0.3 1.5 500 1822.268 458.613 253.275 2000
max_pca 3 0.3 1.5 500 1777.744 492.185 252.8 2000
max_pca 5 0.3 1.5 500 1735.368 526.786 239.95 2000
