method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0 500 41.796 12.63 22 40
max_pca 2 0.98 0 500 28.146 7.267 16 27
max_pca 3 0.98 0 500 22.912 5.176 14 22
max_pca 5 0.98 0 500 18.468 3.548 12 18
max_pca 10 0.98 0 500 14.32 2.657 10 14
max_pca 20 0.98 0 500 11.406 2.07 8 11
min_pca 1 0.98 0 500 12.568 5.235 5 11
min_pca 2 0.98 0 500 10.206 3.155 5 10
min_pca 3 0.98 0 500 10.254 2.613 6 10
min_pca 5 0.98 0 500 10.06 2.105 7 10
min_pca 10 0.98 0 500 9.844 1.444 7 10
min_pca 20 0.98 0 500 10.282 1.168 8 10
tpca 0.8 0.98 0 500 10.206 3.155 5 10
tpca 0.9 0.98 0 500 10.222 2.34 6 10
tpca 0.95 0.98 0 500 10.06 2.105 7 10
tpca 0.99 0.98 0 500 9.828 1.419 7 10
tpca 0.995 0.98 0 500 9.81 1.315 8 10
tpca 0.999 0.98 0 500 10.132 1.224 8 10
max_pca 1 0.98 0.5 500 93.082 36.155 39 83
max_pca 2 0.98 0.5 500 58.656 18.192 27.475 56.025
max_pca 3 0.98 0.5 500 46.45 13.11 25 44
max_pca 5 0.98 0.5 500 37.414 9.268 21 36
max_pca 10 0.98 0.5 500 29.592 6.91 17 29
max_pca 20 0.98 0.5 500 24.238 5.71 14 24
min_pca 1 0.98 0.5 500 24.148 9.132 9 23
min_pca 2 0.98 0.5 500 19.14 5.408 10 19
min_pca 3 0.98 0.5 500 19.086 4.549 11 19
min_pca 5 0.98 0.5 500 18.484 3.494 12 18
min_pca 10 0.98 0.5 500 17.884 2.595 13 18
min_pca 20 0.98 0.5 500 18.366 2.022 15 18
tpca 0.8 0.98 0.5 500 19.14 5.408 10 19
tpca 0.9 0.98 0.5 500 18.574 3.952 11 18
tpca 0.95 0.98 0.5 500 18.484 3.494 12 18
tpca 0.99 0.98 0.5 500 17.632 2.427 13 17
tpca 0.995 0.98 0.5 500 17.664 2.259 13 17
tpca 0.999 0.98 0.5 500 18.124 2.138 14 18
max_pca 1 0.98 0.75 500 320.526 536.789 53.95 144
max_pca 2 0.98 0.75 500 87.084 30.63 34 82
max_pca 3 0.98 0.75 500 68.9 20.906 32.475 66
max_pca 5 0.98 0.75 500 57.672 16.25 29.95 56
max_pca 10 0.98 0.75 500 46.942 12.116 26 45
max_pca 20 0.98 0.75 500 38.712 9.678 23 38
min_pca 1 0.98 0.75 500 46.134 16.096 19 44
min_pca 2 0.98 0.75 500 35.15 9.593 19.475 34
min_pca 3 0.98 0.75 500 34.548 7.846 20 34
min_pca 5 0.98 0.75 500 33.616 5.985 23 33
min_pca 10 0.98 0.75 500 32.028 4.123 24 32
min_pca 20 0.98 0.75 500 31.952 3.313 26 32
tpca 0.8 0.98 0.75 500 35.15 9.593 19.475 34
tpca 0.9 0.98 0.75 500 33.55 6.713 21 33
tpca 0.95 0.98 0.75 500 33.616 5.985 23 33
tpca 0.99 0.98 0.75 500 31.628 3.901 24.475 31
tpca 0.995 0.98 0.75 500 31.306 3.615 24 31
tpca 0.999 0.98 0.75 500 31.618 3.386 25.475 31
max_pca 1 0.95 0 500 45.45 14.051 22 43
max_pca 2 0.95 0 500 30.912 7.938 17 30
max_pca 3 0.95 0 500 25.268 6.246 15 24
max_pca 5 0.95 0 500 19.872 4.363 13 19
max_pca 10 0.95 0 500 15.466 3.062 10 15
max_pca 20 0.95 0 500 12.282 2.331 8 12
min_pca 1 0.95 0 500 12.682 5.246 5 11
min_pca 2 0.95 0 500 10.518 3.263 5 10
min_pca 3 0.95 0 500 10.678 2.795 6 10
min_pca 5 0.95 0 500 10.422 2.058 7 10
min_pca 10 0.95 0 500 10.354 1.639 8 10
min_pca 20 0.95 0 500 10.828 1.321 9 11
tpca 0.8 0.95 0 500 10.518 3.263 5 10
tpca 0.9 0.95 0 500 10.59 2.433 6 10
tpca 0.95 0.95 0 500 10.422 2.058 7 10
tpca 0.99 0.95 0 500 10.246 1.593 7 10
tpca 0.995 0.95 0 500 10.314 1.464 8 10
tpca 0.999 0.95 0 500 10.66 1.399 8 10
max_pca 1 0.95 0.5 500 96.802 46.51 36 88
max_pca 2 0.95 0.5 500 60.266 19.26 28.475 56
max_pca 3 0.95 0.5 500 47.994 14.121 25.475 46
max_pca 5 0.95 0.5 500 38.762 10.343 20.475 38
max_pca 10 0.95 0.5 500 30.908 7.432 17 30
max_pca 20 0.95 0.5 500 25.14 5.799 14.475 24
min_pca 1 0.95 0.5 500 24.038 8.564 10 23
min_pca 2 0.95 0.5 500 19.134 5.437 10 18
min_pca 3 0.95 0.5 500 19.18 4.562 11 19
min_pca 5 0.95 0.5 500 18.886 3.565 13 18
min_pca 10 0.95 0.5 500 18.522 2.525 14 18
min_pca 20 0.95 0.5 500 19.094 2.067 15 19
tpca 0.8 0.95 0.5 500 19.134 5.437 10 18
tpca 0.9 0.95 0.5 500 18.93 3.931 12 18
tpca 0.95 0.95 0.5 500 18.886 3.565 13 18
tpca 0.99 0.95 0.5 500 18.534 2.534 14 18
tpca 0.995 0.95 0.5 500 18.37 2.291 14 18
tpca 0.999 0.95 0.5 500 18.862 2.154 15 18
max_pca 1 0.95 0.75 500 356.126 578.041 55.475 141.025
max_pca 2 0.95 0.75 500 91.908 31.867 44.95 86
max_pca 3 0.95 0.75 500 71.696 21.349 36.475 68
max_pca 5 0.95 0.75 500 59.628 16.783 32 56.025
max_pca 10 0.95 0.75 500 48.594 11.976 27 47
max_pca 20 0.95 0.75 500 40.144 10.407 22 39
min_pca 1 0.95 0.75 500 50.084 16.933 21 47
min_pca 2 0.95 0.75 500 38.38 10.165 20 37
min_pca 3 0.95 0.75 500 37.146 8.267 22 36
min_pca 5 0.95 0.75 500 36.082 6.434 24.475 35
min_pca 10 0.95 0.75 500 33.622 4.79 25 33
min_pca 20 0.95 0.75 500 33.668 3.69 27 33
tpca 0.8 0.95 0.75 500 38.38 10.165 20 37
tpca 0.9 0.95 0.75 500 36.086 7.137 23 35
tpca 0.95 0.95 0.75 500 36.082 6.434 24.475 35
tpca 0.99 0.95 0.75 500 33.24 4.792 25 33
tpca 0.995 0.95 0.75 500 32.834 4.327 25 32
tpca 0.999 0.95 0.75 500 33.15 3.884 26 33
max_pca 1 0.9 0 500 51.46 17.348 23.475 49
max_pca 2 0.9 0 500 34.674 9.136 19 33
max_pca 3 0.9 0 500 27.644 6.731 16 27
max_pca 5 0.9 0 500 22.496 5.146 13 22
max_pca 10 0.9 0 500 17.6 3.483 11 17
max_pca 20 0.9 0 500 14.016 2.853 9 14
min_pca 1 0.9 0 500 15.124 5.748 6 14
min_pca 2 0.9 0 500 12.19 3.57 6 12
min_pca 3 0.9 0 500 12.046 2.815 6.475 12
min_pca 5 0.9 0 500 11.782 2.333 8 12
min_pca 10 0.9 0 500 11.486 1.74 8 11
min_pca 20 0.9 0 500 11.88 1.358 9 12
tpca 0.8 0.9 0 500 12.19 3.57 6 12
tpca 0.9 0.9 0 500 11.838 2.519 7 12
tpca 0.95 0.9 0 500 11.782 2.333 8 12
tpca 0.99 0.9 0 500 11.346 1.706 8 11
tpca 0.995 0.9 0 500 11.392 1.533 9 11
tpca 0.999 0.9 0 500 11.728 1.432 9 12
max_pca 1 0.9 0.5 500 124.83 194.476 38 97
max_pca 2 0.9 0.5 500 64.12 21.79 30 60
max_pca 3 0.9 0.5 500 51.33 14.823 27 49
max_pca 5 0.9 0.5 500 42.572 11.087 24 41
max_pca 10 0.9 0.5 500 34.058 7.746 20 33
max_pca 20 0.9 0.5 500 28.13 6.681 16 28
min_pca 1 0.9 0.5 500 28.518 10.838 12 26
min_pca 2 0.9 0.5 500 21.984 6.5 12 21
min_pca 3 0.9 0.5 500 21.752 5.371 12.475 21
min_pca 5 0.9 0.5 500 21.248 4.05 14 21
min_pca 10 0.9 0.5 500 20.684 2.989 15 20
min_pca 20 0.9 0.5 500 21.24 2.321 17 21
tpca 0.8 0.9 0.5 500 21.984 6.5 12 21
tpca 0.9 0.9 0.5 500 21.344 4.639 13 21
tpca 0.95 0.9 0.5 500 21.248 4.05 14 21
