method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 1172.612 895.073 77 2000
max_pca 2 0.98 0.5 500 177.23 316.567 46 113
max_pca 3 0.98 0.5 500 123.29 175.431 44.475 103
max_pca 5 0.98 0.5 500 81.724 24.616 41 78
max_pca 10 0.98 0.5 500 50.916 12.781 29 49
max_pca 20 0.98 0.5 500 27.854 6.508 18 27
min_pca 1 0.98 0.5 500 155.366 337.992 34 87
min_pca 2 0.98 0.5 500 56.684 16.481 30 53.025
min_pca 3 0.98 0.5 500 58.716 14.535 35 57
min_pca 5 0.98 0.5 500 47.482 9.062 32.475 46
min_pca 10 0.98 0.5 500 33.442 4.534 25 33
min_pca 20 0.98 0.5 500 33.306 3.361 27 33
tpca 0.8 0.98 0.5 500 41.614 5.919 31 41
tpca 0.9 0.98 0.5 500 33.528 3.932 27 33
tpca 0.95 0.98 0.5 500 35.188 3.76 29 35
tpca 0.99 0.98 0.5 500 29.756 3.027 24 29
tpca 0.995 0.98 0.5 500 29.756 3.027 24 29
tpca 0.999 0.98 0.5 500 29.756 3.027 24 29
mix 0.03 0.98 0.5 500 7.462 1.71 4 7
mix 0.1 0.98 0.5 500 6.412 1.416 4 6
mix 0.3 0.98 0.5 500 5.832 1.307 4 6
mix 1 0.98 0.5 500 5.432 1.228 3 5
max_pca 1 0.98 0.7 500 1020.642 904.01 73.475 287.025
max_pca 2 0.98 0.7 500 89.938 36.166 37 82
max_pca 3 0.98 0.7 500 84.984 31.322 38.475 78
max_pca 5 0.98 0.7 500 64.704 19.404 34 61
max_pca 10 0.98 0.7 500 38.816 8.804 23 38
max_pca 20 0.98 0.7 500 19.016 4.101 11 19
min_pca 1 0.98 0.7 500 56.708 29.197 23 48
min_pca 2 0.98 0.7 500 38.512 12.969 20 36
min_pca 3 0.98 0.7 500 41.136 11.478 24 39
min_pca 5 0.98 0.7 500 32.842 6.776 22 31
min_pca 10 0.98 0.7 500 21.932 2.963 17 22
min_pca 20 0.98 0.7 500 21.856 2.207 18 22
tpca 0.8 0.98 0.7 500 28.036 4.194 21 28
tpca 0.9 0.98 0.7 500 21.898 2.568 18 22
tpca 0.95 0.98 0.7 500 23.17 2.565 19 23
tpca 0.99 0.98 0.7 500 19.15 1.859 16 19
tpca 0.995 0.98 0.7 500 19.15 1.859 16 19
tpca 0.999 0.98 0.7 500 19.15 1.859 16 19
mix 0.03 0.98 0.7 500 4.738 0.831 3 5
mix 0.1 0.98 0.7 500 4.096 0.729 3 4
mix 0.3 0.98 0.7 500 3.746 0.653 3 4
mix 1 0.98 0.7 500 3.538 0.621 3 3
max_pca 1 0.98 1 500 527.802 737.596 49.475 152.025
max_pca 2 0.98 1 500 56.682 20.222 23.475 53
max_pca 3 0.98 1 500 57.138 19.145 27 54
max_pca 5 0.98 1 500 43.58 12.156 22 42
max_pca 10 0.98 1 500 24.378 5.189 15 24
max_pca 20 0.98 1 500 11.57 2.299 8 11
min_pca 1 0.98 1 500 36.796 89.959 11 27
min_pca 2 0.98 1 500 23.908 8.635 11 22
min_pca 3 0.98 1 500 26.42 8.2 15 24
min_pca 5 0.98 1 500 20.92 4.615 13 20
min_pca 10 0.98 1 500 13.298 1.757 10 13
min_pca 20 0.98 1 500 13.152 1.278 11 13
tpca 0.8 0.98 1 500 17.162 2.626 12 17
tpca 0.9 0.98 1 500 13.214 1.498 10 13
tpca 0.95 0.98 1 500 14.066 1.508 11 14
tpca 0.99 0.98 1 500 11.458 1.05 9 11
tpca 0.995 0.98 1 500 11.458 1.05 9 11
tpca 0.999 0.98 1 500 11.458 1.05 9 11
mix 0.03 0.98 1 500 3.138 0.428 2 3
mix 0.1 0.98 1 500 2.9 0.372 2 3
mix 0.3 0.98 1 500 2.676 0.468 2 3
mix 1 0.98 1 500 2.476 0.5 2 2
max_pca 1 0.95 0.5 500 1261.446 881.948 80 2000
max_pca 2 0.95 0.5 500 181.702 317.945 47.475 118
max_pca 3 0.95 0.5 500 113.624 94.187 45.475 102
max_pca 5 0.95 0.5 500 82.576 24.634 40.475 81
max_pca 10 0.95 0.5 500 51.88 12.849 30 50
max_pca 20 0.95 0.5 500 28.278 6.598 17 28
min_pca 1 0.95 0.5 500 249.346 525.427 31 85.025
min_pca 2 0.95 0.5 500 58.624 21.524 28 54
min_pca 3 0.95 0.5 500 58.772 17.481 32 55
min_pca 5 0.95 0.5 500 47.618 10.845 29 45.025
min_pca 10 0.95 0.5 500 33.962 5.113 26 33
min_pca 20 0.95 0.5 500 33.652 3.666 27 33
tpca 0.8 0.95 0.5 500 42 6.909 30 41
tpca 0.9 0.95 0.5 500 33.966 4.519 26 33
tpca 0.95 0.95 0.5 500 35.514 4.342 28 35
tpca 0.99 0.95 0.5 500 30.136 3.174 24.475 30
tpca 0.995 0.95 0.5 500 30.136 3.174 24.475 30
tpca 0.999 0.95 0.5 500 30.136 3.174 24.475 30
mix 0.03 0.95 0.5 500 7.528 1.643 4 7
mix 0.1 0.95 0.5 500 6.506 1.433 4 6
mix 0.3 0.95 0.5 500 5.884 1.324 4 6
mix 1 0.95 0.5 500 5.578 1.29 3 6
max_pca 1 0.95 0.7 500 986.052 899.327 58.425 258.025
