method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0 500 41.354 12.239 20 39.025
max_pca 2 0.98 0 500 28.132 7.18 16 27
max_pca 3 0.98 0 500 23.208 5.425 14 22
max_pca 5 0.98 0 500 19.152 3.991 12 19
max_pca 10 0.98 0 500 15.858 2.964 10.475 15
max_pca 20 0.98 0 500 13.082 2.338 9 13
min_pca 1 0.98 0 500 20.74 8.326 8 19
min_pca 2 0.98 0 500 15.834 4.837 8 15
min_pca 3 0.98 0 500 14.892 3.698 9 14
min_pca 5 0.98 0 500 14.052 2.757 9 14
min_pca 10 0.98 0 500 13.736 1.977 10 14
min_pca 20 0.98 0 500 14.882 1.686 11.475 15
tpca 0.8 0.98 0 500 14.892 3.698 9 14
tpca 0.9 0.98 0 500 14.052 2.757 9 14
tpca 0.95 0.98 0 500 13.688 2.321 9 13
tpca 0.99 0.98 0 500 13.894 1.902 10 14
tpca 0.995 0.98 0 500 14.138 1.878 11 14
tpca 0.999 0.98 0 500 14.354 1.729 11 14
max_pca 1 0.98 0.5 500 101.838 46.084 40 93
max_pca 2 0.98 0.5 500 64.03 19.651 32 61
max_pca 3 0.98 0.5 500 50.18 14.182 26 49
max_pca 5 0.98 0.5 500 40.574 10.06 24 39
max_pca 10 0.98 0.5 500 32.634 7.25 20.475 32
max_pca 20 0.98 0.5 500 26.93 5.732 17 26
min_pca 1 0.98 0.5 500 39.242 13.123 15.475 37
min_pca 2 0.98 0.5 500 27.372 7.088 15 26
min_pca 3 0.98 0.5 500 26.082 5.958 15 25
min_pca 5 0.98 0.5 500 24.564 4.442 16 24
min_pca 10 0.98 0.5 500 24.202 3.189 19 24
min_pca 20 0.98 0.5 500 25.958 2.705 21 26
tpca 0.8 0.98 0.5 500 26.082 5.958 15 25
tpca 0.9 0.98 0.5 500 24.564 4.442 16 24
tpca 0.95 0.98 0.5 500 24.108 3.7 18 24
tpca 0.99 0.98 0.5 500 24.316 3.083 19 24
tpca 0.995 0.98 0.5 500 24.678 2.911 19 24
tpca 0.999 0.98 0.5 500 25.218 2.848 20 25
max_pca 1 0.98 0.75 500 395.944 630.091 54.95 145
max_pca 2 0.98 0.75 500 107.916 51.693 46.475 99
max_pca 3 0.98 0.75 500 79.218 25.071 37 75
max_pca 5 0.98 0.75 500 60.7 16.06 33 58
max_pca 10 0.98 0.75 500 48.478 11.431 29 47
max_pca 20 0.98 0.75 500 41.25 10.46 22.475 40
min_pca 1 0.98 0.75 500 94.842 90.901 38 86
min_pca 2 0.98 0.75 500 49.802 12.465 28 48
min_pca 3 0.98 0.75 500 46.236 9.738 31 45
min_pca 5 0.98 0.75 500 43.274 7.398 30 42
min_pca 10 0.98 0.75 500 42.22 5.606 32.475 41
min_pca 20 0.98 0.75 500 43.432 4.342 36 43
tpca 0.8 0.98 0.75 500 46.236 9.738 31 45
tpca 0.9 0.98 0.75 500 43.274 7.398 30 42
tpca 0.95 0.98 0.75 500 41.47 6.051 31 41
tpca 0.99 0.98 0.75 500 41.554 5.196 32 41
tpca 0.995 0.98 0.75 500 42.148 4.909 34 41
tpca 0.999 0.98 0.75 500 42.856 4.69 34.475 42
max_pca 1 0.95 0 500 47.67 15.368 22 45
max_pca 2 0.95 0 500 31.226 8.764 16.475 30
max_pca 3 0.95 0 500 25.632 6.32 15 25
max_pca 5 0.95 0 500 20.804 4.506 13 20
max_pca 10 0.95 0 500 17.294 3.237 12 17
max_pca 20 0.95 0 500 13.97 2.589 9 14
min_pca 1 0.95 0 500 20.71 7.343 9 20
min_pca 2 0.95 0 500 16.128 4.49 9 15
min_pca 3 0.95 0 500 15.246 3.511 9 15
min_pca 5 0.95 0 500 14.614 2.888 10 14
min_pca 10 0.95 0 500 14.288 2.088 11 14
min_pca 20 0.95 0 500 15.504 1.688 13 15
tpca 0.8 0.95 0 500 15.246 3.511 9 15
tpca 0.9 0.95 0 500 14.614 2.888 10 14
tpca 0.95 0.95 0 500 14.254 2.357 10 14
tpca 0.99 0.95 0 500 14.5 2.036 11 14
tpca 0.995 0.95 0 500 14.7 1.924 11.475 14
tpca 0.999 0.95 0 500 15.042 1.822 12 15
max_pca 1 0.95 0.5 500 106.594 54.318 34.475 95
max_pca 2 0.95 0.5 500 66.696 21.498 28.475 64
max_pca 3 0.95 0.5 500 53.072 14.783 27 51.025
max_pca 5 0.95 0.5 500 42.674 10.796 22 42
max_pca 10 0.95 0.5 500 34.404 7.754 20.475 33
max_pca 20 0.95 0.5 500 28.634 6.602 16 28
min_pca 1 0.95 0.5 500 43.76 15.25 17 42
min_pca 2 0.95 0.5 500 29.632 7.762 17 29
min_pca 3 0.95 0.5 500 27.718 6.133 18 27
min_pca 5 0.95 0.5 500 26.204 4.783 18 26
min_pca 10 0.95 0.5 500 25.624 3.366 20 25
min_pca 20 0.95 0.5 500 27.388 2.714 22 27
tpca 0.8 0.95 0.5 500 27.718 6.133 18 27
tpca 0.9 0.95 0.5 500 26.204 4.783 18 26
tpca 0.95 0.95 0.5 500 25.368 4 18 25
tpca 0.99 0.95 0.5 500 25.604 3.159 20 25
tpca 0.995 0.95 0.5 500 26.118 3.05 21 26
tpca 0.999 0.95 0.5 500 26.574 2.855 21 26
max_pca 1 0.95 0.75 500 473.834 693.904 47.9 155
max_pca 2 0.95 0.75 500 129.198 193.582 41.475 104
max_pca 3 0.95 0.75 500 80.916 26.583 36 75.025
max_pca 5 0.95 0.75 500 62.888 18.468 32 60
max_pca 10 0.95 0.75 500 49.918 12.369 29 48
max_pca 20 0.95 0.75 500 42.596 10.631 23.475 42
min_pca 1 0.95 0.75 500 109.138 150.329 45.475 94
min_pca 2 0.95 0.75 500 52.068 12.775 30 51
min_pca 3 0.95 0.75 500 48.794 10.56 30 48
min_pca 5 0.95 0.75 500 45.322 8.008 31 44
min_pca 10 0.95 0.75 500 43.9 5.864 33 43
min_pca 20 0.95 0.75 500 44.878 4.608 36.475 45
tpca 0.8 0.95 0.75 500 48.794 10.56 30 48
tpca 0.9 0.95 0.75 500 45.322 8.008 31 44
tpca 0.95 0.95 0.75 500 43.142 6.475 31 43
tpca 0.99 0.95 0.75 500 43.178 5.387 34 43
tpca 0.995 0.95 0.75 500 43.714 5.282 34 43
tpca 0.999 0.95 0.75 500 44.32 4.97 35.475 44
max_pca 1 0.9 0 500 54.502 18.507 26 50
max_pca 2 0.9 0 500 36.078 9.609 20.475 35
max_pca 3 0.9 0 500 29.6 6.947 16.475 29
max_pca 5 0.9 0 500 23.964 5.13 14 23
max_pca 10 0.9 0 500 19.776 3.954 13 20
max_pca 20 0.9 0 500 15.872 3.144 11 16
min_pca 1 0.9 0 500 23.402 8.665 9 22
min_pca 2 0.9 0 500 17.792 5.123 9 17
min_pca 3 0.9 0 500 16.876 4.174 10 16
min_pca 5 0.9 0 500 16.074 3.05 10.475 16
min_pca 10 0.9 0 500 15.754 2.104 11 16
min_pca 20 0.9 0 500 17.102 1.865 13 17
tpca 0.8 0.9 0 500 16.876 4.174 10 16
tpca 0.9 0.9 0 500 16.074 3.05 10.475 16
tpca 0.95 0.9 0 500 15.752 2.511 11 16
tpca 0.99 0.9 0 500 15.994 2.124 12 16
tpca 0.995 0.9 0 500 16.284 2.011 12 16
tpca 0.999 0.9 0 500 16.534 1.932 12.475 16
max_pca 1 0.9 0.5 500 147.626 243.244 41.475 108
max_pca 2 0.9 0.5 500 74.446 25.312 34 70
max_pca 3 0.9 0.5 500 58.18 17.599 28 56
max_pca 5 0.9 0.5 500 46.232 11.428 27 45
max_pca 10 0.9 0.5 500 37.126 8.339 22 37
max_pca 20 0.9 0.5 500 30.614 7.023 19 30
min_pca 1 0.9 0.5 500 48.734 16.952 21 47
min_pca 2 0.9 0.5 500 31.95 8.708 17.475 31
min_pca 3 0.9 0.5 500 30.114 6.935 18 29
min_pca 5 0.9 0.5 500 28.376 5.088 19 28
min_pca 10 0.9 0.5 500 27.75 3.703 21 27
min_pca 20 0.9 0.5 500 29.576 3.044 24 29
tpca 0.8 0.9 0.5 500 30.114 6.935 18 29
tpca 0.9 0.9 0.5 500 28.376 5.088 19 28
tpca 0.95 0.9 0.5 500 27.338 4.261 19.475 27
tpca 0.99 0.9 0.5 500 27.594 3.615 20.475 27
tpca 0.995 0.9 0.5 500 28.16 3.408 21 28
tpca 0.999 0.9 0.5 500 28.762 3.148 23 28
max_pca 1 0.9 0.75 500 601.552 778.755 58 169
max_pca 2 0.9 0.75 500 138.118 209.885 45.475 109
max_pca 3 0.9 0.75 500 86.604 30.116 40 83
max_pca 5 0.9 0.75 500 66.054 19.718 33.475 62
max_pca 10 0.9 0.75 500 52.77 13.227 30 50.025
max_pca 20 0.9 0.75 500 44.686 11.271 25 43
min_pca 1 0.9 0.75 500 171.174 334.738 51.475 108
min_pca 2 0.9 0.75 500 56.146 14.671 30 54
min_pca 3 0.9 0.75 500 52.252 11.298 32 51
min_pca 5 0.9 0.75 500 49.076 8.362 33.475 49
min_pca 10 0.9 0.75 500 47.492 5.786 35.475 47
min_pca 20 0.9 0.75 500 48.17 4.771 40 48
tpca 0.8 0.9 0.75 500 52.252 11.298 32 51
tpca 0.9 0.9 0.75 500 49.076 8.362 33.475 49
tpca 0.95 0.9 0.75 500 46.38 6.698 33 46
tpca 0.99 0.9 0.75 500 46.364 5.569 36 46
tpca 0.995 0.9 0.75 500 46.908 5.271 37 47
tpca 0.999 0.9 0.75 500 47.622 5.095 38 47
max_pca 1 0.7 0 500 115.402 176.209 36.475 92.025
max_pca 2 0.7 0 500 62.262 21.869 29 58
max_pca 3 0.7 0 500 49.224 15.212 23 47
max_pca 5 0.7 0 500 38.91 10.647 21 37
max_pca 10 0.7 0 500 31.63 7.499 19 31
max_pca 20 0.7 0 500 25.92 5.881 17 25
min_pca 1 0.7 0 500 42.16 17.905 14.475 38
min_pca 2 0.7 0 500 28.456 8.391 14 27
min_pca 3 0.7 0 500 26.672 6.753 15 25
min_pca 5 0.7 0 500 25.042 4.956 16.475 24
min_pca 10 0.7 0 500 24.422 3.714 18 24
min_pca 20 0.7 0 500 25.938 2.948 20.475 26
tpca 0.8 0.7 0 500 26.672 6.753 15 25
tpca 0.9 0.7 0 500 25.042 4.956 16.475 24
tpca 0.95 0.7 0 500 24.204 4.245 17 24
tpca 0.99 0.7 0 500 24.482 3.527 18 24
tpca 0.995 0.7 0 500 24.906 3.434 19 25
tpca 0.999 0.7 0 500 25.256 3.232 19 25
max_pca 1 0.7 0.5 500 404.664 629.591 40.425 150
max_pca 2 0.7 0.5 500 102.21 42.699 38.475 94
max_pca 3 0.7 0.5 500 77.492 24.771 38 73
max_pca 5 0.7 0.5 500 60.218 17.568 33 57
max_pca 10 0.7 0.5 500 48.314 12.212 28 46
max_pca 20 0.7 0.5 500 40.798 9.766 23 40
min_pca 1 0.7 0.5 500 168.99 366.231 38 89
min_pca 2 0.7 0.5 500 51.186 14.757 28 49
min_pca 3 0.7 0.5 500 47.562 12.003 27 46
min_pca 5 0.7 0.5 500 44.228 8.836 29 43
min_pca 10 0.7 0.5 500 42.144 6.158 30.475 42
min_pca 20 0.7 0.5 500 43.278 4.54 34 43
tpca 0.8 0.7 0.5 500 47.562 12.003 27 46
tpca 0.9 0.7 0.5 500 44.228 8.836 29 43
tpca 0.95 0.7 0.5 500 41.692 7.154 28 41
tpca 0.99 0.7 0.5 500 41.468 5.698 31 41
