method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 27.078 7.252 14 26
max_pca 2 0.98 0.5 500 16.298 3.654 10 16
max_pca 3 0.98 0.5 500 12.836 2.615 8 13
max_pca 5 0.98 0.5 500 10.07 1.781 7 10
max_pca 10 0.98 0.5 500 7.376 1.211 5 7
max_pca 20 0.98 0.5 500 5.276 0.83 4 5
min_pca 1 0.98 0.5 500 75.312 350.939 2 6
min_pca 2 0.98 0.5 500 36.498 199.013 3 9
min_pca 3 0.98 0.5 500 73.88 316.165 4 13
min_pca 5 0.98 0.5 500 106.934 377.764 7 21
min_pca 10 0.98 0.5 500 554.218 827.588 24 88
min_pca 20 0.98 0.5 500 1921.95 373.217 154.95 2000
tpca 0.8 0.98 0.5 500 75.312 350.939 2 6
tpca 0.9 0.98 0.5 500 75.312 350.939 2 6
tpca 0.95 0.98 0.5 500 75.312 350.939 2 6
tpca 0.99 0.98 0.5 500 75.312 350.939 2 6
tpca 0.995 0.98 0.5 500 36.498 199.013 3 9
tpca 0.999 0.98 0.5 500 97.458 369.034 5 17
mix 0.03 0.98 0.5 500 4.614 0.688 3 5
mix 0.1 0.98 0.5 500 3.88 0.615 3 4
mix 0.3 0.98 0.5 500 3.39 0.571 3 3
mix 1 0.98 0.5 500 3.072 0.489 2 3
max_pca 1 0.98 1.5 500 1849.71 475.819 134.375 2000
max_pca 2 0.98 1.5 500 1937.874 314.157 444.225 2000
max_pca 3 0.98 1.5 500 1955.522 266.204 1323.7 2000
max_pca 5 0.98 1.5 500 1482.622 832.081 65.475 2000
max_pca 10 0.98 1.5 500 69.224 28.428 26 65
max_pca 20 0.98 1.5 500 19.192 6.172 10 18
min_pca 1 0.98 1.5 500 7.972 8.802 2 5
min_pca 2 0.98 1.5 500 8.664 6.074 3 7
min_pca 3 0.98 1.5 500 10.428 5.801 4 9
min_pca 5 0.98 1.5 500 11.922 4.976 5 11
min_pca 10 0.98 1.5 500 14.576 3.843 8 14
min_pca 20 0.98 1.5 500 15.516 2.696 10 15
tpca 0.8 0.98 1.5 500 7.972 8.802 2 5
tpca 0.9 0.98 1.5 500 7.972 8.802 2 5
tpca 0.95 0.98 1.5 500 7.972 8.802 2 5
tpca 0.99 0.98 1.5 500 7.972 8.802 2 5
tpca 0.995 0.98 1.5 500 8.664 6.074 3 7
tpca 0.999 0.98 1.5 500 10.14 4.524 4 9
mix 0.03 0.98 1.5 500 4.55 1.123 3 4
mix 0.1 0.98 1.5 500 4.138 0.982 3 4
mix 0.3 0.98 1.5 500 3.958 0.931 3 4
mix 1 0.98 1.5 500 3.85 0.893 2 4
max_pca 1 0.98 2 500 58.242 34.109 13 49.025
max_pca 2 0.98 2 500 39.4 20.502 10 34
max_pca 3 0.98 2 500 30.77 14.307 10 28
max_pca 5 0.98 2 500 18.768 7.086 8 17
max_pca 10 0.98 2 500 10.054 3.214 5 9
max_pca 20 0.98 2 500 4.992 1.294 3 5
min_pca 1 0.98 2 500 3.786 3.339 2 3
min_pca 2 0.98 2 500 3.83 2.066 2 3
min_pca 3 0.98 2 500 4.442 2.073 2 4
min_pca 5 0.98 2 500 4.986 1.927 3 4
min_pca 10 0.98 2 500 6.294 1.763 4 6
min_pca 20 0.98 2 500 7.008 1.343 5 7
tpca 0.8 0.98 2 500 3.786 3.339 2 3
tpca 0.9 0.98 2 500 3.786 3.339 2 3
tpca 0.95 0.98 2 500 3.786 3.339 2 3
tpca 0.99 0.98 2 500 3.786 3.339 2 3
tpca 0.995 0.98 2 500 3.83 2.066 2 3
tpca 0.999 0.98 2 500 4.578 1.885 2 4
mix 0.03 0.98 2 500 2.268 0.448 2 2
mix 0.1 0.98 2 500 2.144 0.351 2 2
mix 0.3 0.98 2 500 2.092 0.289 2 2
mix 1 0.98 2 500 2.088 0.284 2 2
max_pca 1 0.95 0.5 500 29.226 7.978 15 28
max_pca 2 0.95 0.5 500 17.558 3.945 10 17
max_pca 3 0.95 0.5 500 13.726 2.895 8.475 14
