method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 126.388 175.986 46.475 99
max_pca 2 0.98 0.5 500 100.032 91.359 41.475 91
max_pca 3 0.98 0.5 500 72.832 23.18 33.475 68
max_pca 5 0.98 0.5 500 43.798 10.675 25.475 42
max_pca 10 0.98 0.5 500 30.598 6.902 19 30
max_pca 20 0.98 0.5 500 21.074 4.626 13 20
min_pca 1 0.98 0.5 500 1944.478 316.101 195.75 2000
min_pca 2 0.98 0.5 500 22.158 4.791 14 21
min_pca 3 0.98 0.5 500 19.878 3.899 14 19
min_pca 5 0.98 0.5 500 25.58 4.337 18 25
min_pca 10 0.98 0.5 500 22.838 2.702 18 23
min_pca 20 0.98 0.5 500 25.988 2.478 22 26
tpca 0.8 0.98 0.5 500 22.852 2.926 18 23
tpca 0.9 0.98 0.5 500 24.328 2.734 19 24
tpca 0.95 0.98 0.5 500 25.706 2.75 21 25
tpca 0.99 0.98 0.5 500 25.936 2.536 21 26
tpca 0.995 0.98 0.5 500 25.936 2.536 21 26
tpca 0.999 0.98 0.5 500 25.936 2.536 21 26
mix 0.03 0.98 0.5 500 7.152 1.63 4 7
mix 0.1 0.98 0.5 500 6.154 1.379 4 6
mix 0.3 0.98 0.5 500 5.586 1.275 3 6
mix 1 0.98 0.5 500 5.242 1.181 3 5
max_pca 1 0.98 0.7 500 65.846 24.835 28 60
max_pca 2 0.98 0.7 500 62.974 21.225 30.475 59
max_pca 3 0.98 0.7 500 46.976 13.131 24 45
max_pca 5 0.98 0.7 500 28.194 6.516 17 27
max_pca 10 0.98 0.7 500 19.71 4.059 13 19
max_pca 20 0.98 0.7 500 13.21 2.558 9 13
min_pca 1 0.98 0.7 500 1767.162 619.652 84.85 2000
min_pca 2 0.98 0.7 500 13.186 2.492 9 13
min_pca 3 0.98 0.7 500 11.772 2.038 8 12
min_pca 5 0.98 0.7 500 16.196 2.563 12 16
min_pca 10 0.98 0.7 500 14.134 1.715 11 14
min_pca 20 0.98 0.7 500 16.282 1.596 13.475 16
tpca 0.8 0.98 0.7 500 14.258 1.759 11 14
tpca 0.9 0.98 0.7 500 15.03 1.701 12 15
tpca 0.95 0.98 0.7 500 16.038 1.727 13 16
tpca 0.99 0.98 0.7 500 16.22 1.606 13 16
tpca 0.995 0.98 0.7 500 16.22 1.606 13 16
tpca 0.999 0.98 0.7 500 16.22 1.606 13 16
mix 0.03 0.98 0.7 500 4.63 0.789 3 5
mix 0.1 0.98 0.7 500 4.036 0.737 3 4
mix 0.3 0.98 0.7 500 3.704 0.667 3 4
mix 1 0.98 0.7 500 3.464 0.614 3 3
max_pca 1 0.98 1 500 36.322 12.872 18 34
max_pca 2 0.98 1 500 37.942 12.032 20 36
max_pca 3 0.98 1 500 27.174 6.803 15.475 26
max_pca 5 0.98 1 500 16.422 3.374 10 16
max_pca 10 0.98 1 500 11.742 2.135 8 12
max_pca 20 0.98 1 500 7.93 1.403 5 8
min_pca 1 0.98 1 500 1472.218 847.537 55.95 2000
min_pca 2 0.98 1 500 7.852 1.376 6 8
min_pca 3 0.98 1 500 6.988 1.032 5 7
min_pca 5 0.98 1 500 9.916 1.429 8 10
min_pca 10 0.98 1 500 8.566 0.905 7 8
min_pca 20 0.98 1 500 9.718 0.863 8 10
tpca 0.8 0.98 1 500 8.602 0.945 7 9
tpca 0.9 0.98 1 500 8.99 0.881 8 9
tpca 0.95 0.98 1 500 9.624 0.917 8 10
tpca 0.99 0.98 1 500 9.662 0.882 8 10
tpca 0.995 0.98 1 500 9.662 0.882 8 10
tpca 0.999 0.98 1 500 9.662 0.882 8 10
mix 0.03 0.98 1 500 3.122 0.433 2 3
mix 0.1 0.98 1 500 2.868 0.388 2 3
mix 0.3 0.98 1 500 2.63 0.496 2 3
mix 1 0.98 1 500 2.44 0.501 2 2
max_pca 1 0.95 0.5 500 155.986 295.898 37.475 97.025
max_pca 2 0.95 0.5 500 99.296 93.15 41.475 87
max_pca 3 0.95 0.5 500 72.494 23.479 33.475 68
max_pca 5 0.95 0.5 500 43.762 11.43 25 42
max_pca 10 0.95 0.5 500 30.712 6.83 18.475 30
max_pca 20 0.95 0.5 500 21.72 4.724 13 21
min_pca 1 0.95 0.5 500 1776.8 605.176 107.425 2000
min_pca 2 0.95 0.5 500 22.866 6.157 13.475 22
min_pca 3 0.95 0.5 500 20.412 4.515 13 19
min_pca 5 0.95 0.5 500 25.994 4.863 18 25
min_pca 10 0.95 0.5 500 23.642 3.252 18 23
min_pca 20 0.95 0.5 500 26.746 2.97 22 26
tpca 0.8 0.95 0.5 500 23.632 3.472 18 23
tpca 0.9 0.95 0.5 500 25.124 3.139 20 25
tpca 0.95 0.95 0.5 500 26.416 3.139 21 26
tpca 0.99 0.95 0.5 500 26.632 2.959 22 26
tpca 0.995 0.95 0.5 500 26.632 2.959 22 26
tpca 0.999 0.95 0.5 500 26.632 2.959 22 26
mix 0.03 0.95 0.5 500 7.504 1.703 5 7
mix 0.1 0.95 0.5 500 6.456 1.4 4 6
mix 0.3 0.95 0.5 500 5.84 1.264 4 6
mix 1 0.95 0.5 500 5.498 1.217 3 5
max_pca 1 0.95 0.7 500 69.748 31.414 22 63
max_pca 2 0.95 0.7 500 66.21 23.299 30.475 62.025
max_pca 3 0.95 0.7 500 48.55 13.777 23.95 47
max_pca 5 0.95 0.7 500 28.376 7.142 16 27
max_pca 10 0.95 0.7 500 19.918 4.32 12.475 19.025
max_pca 20 0.95 0.7 500 13.664 2.932 9 13
min_pca 1 0.95 0.7 500 1538.612 813.264 49.475 2000
min_pca 2 0.95 0.7 500 13.6 3.504 8 13
min_pca 3 0.95 0.7 500 12.28 2.771 8 12
min_pca 5 0.95 0.7 500 16.698 3.137 12 16
min_pca 10 0.95 0.7 500 14.686 2.1 11 14
min_pca 20 0.95 0.7 500 16.714 1.939 13 17
tpca 0.8 0.95 0.7 500 14.724 2.178 11 14
tpca 0.9 0.95 0.7 500 15.562 2.108 12 15
tpca 0.95 0.95 0.7 500 16.458 2.134 13 16
tpca 0.99 0.95 0.7 500 16.622 1.943 13 16
