method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0 500 47.646 14.29 23.475 45
max_pca 2 0.98 0 500 32.854 8.421 18 32
max_pca 3 0.98 0 500 26.306 6.091 15.475 26
max_pca 5 0.98 0 500 20.902 4.102 13 20
max_pca 10 0.98 0 500 15.892 2.736 11 16
max_pca 20 0.98 0 500 12.528 2.348 8 12
min_pca 1 0.98 0 500 13.062 5.092 5 12
min_pca 2 0.98 0 500 11.214 3.483 6 10
min_pca 3 0.98 0 500 10.392 2.559 6 10
min_pca 5 0.98 0 500 10.182 2.101 7 10
min_pca 10 0.98 0 500 10.662 1.614 8 10
min_pca 20 0.98 0 500 11.62 1.269 9 12
tpca 0.8 0.98 0 500 10.392 2.559 6 10
tpca 0.9 0.98 0 500 10.132 2.264 6 10
tpca 0.95 0.98 0 500 10.182 2.101 7 10
tpca 0.99 0.98 0 500 10.764 1.557 8 11
tpca 0.995 0.98 0 500 10.862 1.495 8 11
tpca 0.999 0.98 0 500 11.282 1.335 9 11
max_pca 1 0.98 0.5 500 131.714 144.732 47 109
max_pca 2 0.98 0.5 500 73.172 22.211 36.475 70
max_pca 3 0.98 0.5 500 55.138 15.205 28 54
max_pca 5 0.98 0.5 500 42.704 10.435 25 42
max_pca 10 0.98 0.5 500 32.464 6.911 20 32
max_pca 20 0.98 0.5 500 26.54 5.728 16 26
min_pca 1 0.98 0.5 500 23.576 8.841 9.475 22
min_pca 2 0.98 0.5 500 19.766 5.654 10 19
min_pca 3 0.98 0.5 500 18.122 4.459 11 18
min_pca 5 0.98 0.5 500 17.43 3.284 12 17
min_pca 10 0.98 0.5 500 18.432 2.588 14 18
min_pca 20 0.98 0.5 500 20.266 2.119 16 20
tpca 0.8 0.98 0.5 500 18.122 4.459 11 18
tpca 0.9 0.98 0.5 500 17.444 3.681 11 17
tpca 0.95 0.98 0.5 500 17.43 3.284 12 17
tpca 0.99 0.98 0.5 500 18.666 2.466 15 18
tpca 0.995 0.98 0.5 500 18.914 2.448 15 19
tpca 0.999 0.98 0.5 500 19.648 2.22 16 19
max_pca 1 0.98 0.75 500 810.238 868.153 65.95 194.025
max_pca 2 0.98 0.75 500 124.982 130.86 49.425 108
max_pca 3 0.98 0.75 500 82.626 26.215 41.475 78.025
max_pca 5 0.98 0.75 500 62.688 16.621 33 61
max_pca 10 0.98 0.75 500 49.27 11.149 28.475 48
max_pca 20 0.98 0.75 500 42.678 9.911 25 41
min_pca 1 0.98 0.75 500 47.532 16.97 22.475 44
min_pca 2 0.98 0.75 500 36.918 10.075 20 36
min_pca 3 0.98 0.75 500 32.572 7.436 19 31.025
min_pca 5 0.98 0.75 500 29.326 5.162 20 29
min_pca 10 0.98 0.75 500 30.504 4.091 22 30
min_pca 20 0.98 0.75 500 33.104 3.48 27 33
tpca 0.8 0.98 0.75 500 32.572 7.436 19 31.025
tpca 0.9 0.98 0.75 500 30.406 5.806 20 29
tpca 0.95 0.98 0.75 500 29.326 5.162 20 29
tpca 0.99 0.98 0.75 500 30.806 3.992 23 31
tpca 0.995 0.98 0.75 500 31.344 3.931 24 31
tpca 0.999 0.98 0.75 500 32.202 3.657 25 32
max_pca 1 0.95 0 500 52.834 16.413 24 51
max_pca 2 0.95 0 500 35.71 9.652 18.475 35
max_pca 3 0.95 0 500 28.37 6.981 16 27
max_pca 5 0.95 0 500 22.616 4.668 14 22
max_pca 10 0.95 0 500 17.356 3.073 12 17
max_pca 20 0.95 0 500 13.756 2.431 10 13
min_pca 1 0.95 0 500 13.47 5.181 5 13
min_pca 2 0.95 0 500 11.734 3.59 6 11
min_pca 3 0.95 0 500 10.868 2.867 6 10
min_pca 5 0.95 0 500 10.61 2.25 7 10
min_pca 10 0.95 0 500 11.234 1.76 8 11
min_pca 20 0.95 0 500 12.256 1.464 9.475 12
tpca 0.8 0.95 0 500 10.868 2.867 6 10
tpca 0.9 0.95 0 500 10.494 2.411 6 10
tpca 0.95 0.95 0 500 10.61 2.25 7 10
tpca 0.99 0.95 0 500 11.39 1.692 8 11
tpca 0.995 0.95 0 500 11.496 1.664 9 11
tpca 0.999 0.95 0 500 11.964 1.54 9 12
max_pca 1 0.95 0.5 500 167.188 293.876 47.9 117
max_pca 2 0.95 0.5 500 75.726 25.194 35 72
max_pca 3 0.95 0.5 500 57.254 14.892 30 55.025
max_pca 5 0.95 0.5 500 43.966 10.434 26 43
max_pca 10 0.95 0.5 500 33.938 7.529 20 33
max_pca 20 0.95 0.5 500 27.898 6.114 17 27
min_pca 1 0.95 0.5 500 25.222 8.409 11 24
