method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0 500 45.38 13.455 23 43
max_pca 2 0.98 0 500 31.26 7.585 18 31
max_pca 3 0.98 0 500 26.306 5.831 16 26
max_pca 5 0.98 0 500 20.844 4.248 13 20
max_pca 10 0.98 0 500 16.066 2.867 11 16
max_pca 20 0.98 0 500 12.906 2.336 9 13
min_pca 1 0.98 0 500 8.396 3.413 3 8
min_pca 2 0.98 0 500 8.064 2.531 4 7.025
min_pca 3 0.98 0 500 7.974 2.124 5 8
min_pca 5 0.98 0 500 8.024 1.721 5 8
min_pca 10 0.98 0 500 8.914 1.392 7 9
min_pca 20 0.98 0 500 10.71 1.262 9 11
tpca 0.8 0.98 0 500 8.064 2.531 4 7.025
tpca 0.9 0.98 0 500 8.048 2.181 4.475 8
tpca 0.95 0.98 0 500 7.952 1.881 5 8
tpca 0.99 0.98 0 500 8.756 1.462 6 9
tpca 0.995 0.98 0 500 8.914 1.392 7 9
tpca 0.999 0.98 0 500 9.586 1.35 7 9
max_pca 1 0.98 0.5 500 99.12 36.014 37 95
max_pca 2 0.98 0.5 500 71.866 23.595 33.475 67.025
max_pca 3 0.98 0.5 500 58.62 16.512 30.475 56
max_pca 5 0.98 0.5 500 44.962 10.741 26 44
max_pca 10 0.98 0.5 500 33.836 7.163 21 33
max_pca 20 0.98 0.5 500 28.556 6.384 16.475 28
min_pca 1 0.98 0.5 500 14.514 5.726 6 13
min_pca 2 0.98 0.5 500 13.708 4.122 7 13
min_pca 3 0.98 0.5 500 13.604 3.476 8 13
min_pca 5 0.98 0.5 500 13.624 2.786 9 13
min_pca 10 0.98 0.5 500 15.27 2.327 11 15
min_pca 20 0.98 0.5 500 18.842 2.027 15 19
tpca 0.8 0.98 0.5 500 13.708 4.122 7 13
tpca 0.9 0.98 0.5 500 13.51 3.366 8 13
tpca 0.95 0.98 0.5 500 13.472 3.03 8 13
tpca 0.99 0.98 0.5 500 15.12 2.402 11 15
tpca 0.995 0.98 0.5 500 15.27 2.327 11 15
tpca 0.999 0.98 0.5 500 16.608 2.23 12 16
max_pca 1 0.98 0.75 500 397.744 626.805 53 146
max_pca 2 0.98 0.75 500 153.104 255.074 51 111.025
max_pca 3 0.98 0.75 500 97.258 34.076 44 91
max_pca 5 0.98 0.75 500 69.598 20.887 35 65
max_pca 10 0.98 0.75 500 51.222 12.573 30 50
max_pca 20 0.98 0.75 500 45.832 11.108 27 44
min_pca 1 0.98 0.75 500 26.32 9.998 11 24
min_pca 2 0.98 0.75 500 24.148 6.782 12 23
min_pca 3 0.98 0.75 500 23.546 5.595 14 23
min_pca 5 0.98 0.75 500 23.492 4.473 16 23
min_pca 10 0.98 0.75 500 26.554 3.766 20 26
min_pca 20 0.98 0.75 500 32.862 3.466 26 33
tpca 0.8 0.98 0.75 500 24.148 6.782 12 23
tpca 0.9 0.98 0.75 500 23.588 5.609 14 23
tpca 0.95 0.98 0.75 500 23.24 4.981 14.475 23
tpca 0.99 0.98 0.75 500 26.21 3.871 19 26
tpca 0.995 0.98 0.75 500 26.554 3.766 20 26
tpca 0.999 0.98 0.75 500 29.056 3.656 22.475 29
max_pca 1 0.95 0 500 48.812 16.45 22 46
max_pca 2 0.95 0 500 34.428 9.399 17 33
max_pca 3 0.95 0 500 28.48 7.048 16 28
max_pca 5 0.95 0 500 22.654 4.795 14 22
max_pca 10 0.95 0 500 17.266 3.37 11 17
max_pca 20 0.95 0 500 13.93 2.728 9 14
min_pca 1 0.95 0 500 9.092 3.684 4 8
min_pca 2 0.95 0 500 8.668 2.647 4 8
min_pca 3 0.95 0 500 8.52 2.203 5 8
min_pca 5 0.95 0 500 8.536 1.768 5 8
min_pca 10 0.95 0 500 9.412 1.44 7 9
min_pca 20 0.95 0 500 11.332 1.261 9 11
tpca 0.8 0.95 0 500 8.668 2.647 4 8
tpca 0.9 0.95 0 500 8.52 2.143 5 8
tpca 0.95 0.95 0 500 8.474 1.899 5 8
tpca 0.99 0.95 0 500 9.28 1.501 6.475 9
tpca 0.995 0.95 0 500 9.412 1.44 7 9
tpca 0.999 0.95 0 500 10.174 1.332 8 10
max_pca 1 0.95 0.5 500 103.388 44.245 39 96
max_pca 2 0.95 0.5 500 76.904 22.224 40 74
max_pca 3 0.95 0.5 500 62.738 15.883 35 61
max_pca 5 0.95 0.5 500 47.088 11.64 26.475 46
max_pca 10 0.95 0.5 500 34.982 7.597 21.475 34
max_pca 20 0.95 0.5 500 29.634 6.493 18 29
min_pca 1 0.95 0.5 500 15.352 5.647 6 14
min_pca 2 0.95 0.5 500 14.592 3.881 8 14
min_pca 3 0.95 0.5 500 14.474 3.428 8 14
min_pca 5 0.95 0.5 500 14.486 2.898 9 14
min_pca 10 0.95 0.5 500 16.25 2.368 12 16
min_pca 20 0.95 0.5 500 20.058 2.171 16 20
tpca 0.8 0.95 0.5 500 14.592 3.881 8 14
tpca 0.9 0.95 0.5 500 14.306 3.273 8.475 14
tpca 0.95 0.95 0.5 500 14.234 3.062 9 14
tpca 0.99 0.95 0.5 500 15.988 2.425 12 16
tpca 0.995 0.95 0.5 500 16.25 2.368 12 16
tpca 0.999 0.95 0.5 500 17.684 2.252 13.475 18
max_pca 1 0.95 0.75 500 465.714 696.174 52.475 150
max_pca 2 0.95 0.75 500 161.594 268.552 48.95 117
max_pca 3 0.95 0.75 500 100.252 32.414 43.95 98
max_pca 5 0.95 0.75 500 73.688 21.389 39 70
max_pca 10 0.95 0.75 500 54.126 14.008 31.475 51
max_pca 20 0.95 0.75 500 47.388 12.08 27.475 45
min_pca 1 0.95 0.75 500 27.242 10.025 11 26
min_pca 2 0.95 0.75 500 24.81 6.672 14 24
min_pca 3 0.95 0.75 500 24.654 5.767 15 23.025
min_pca 5 0.95 0.75 500 24.556 4.635 16 24
min_pca 10 0.95 0.75 500 27.84 3.878 21 27
min_pca 20 0.95 0.75 500 34.788 3.48 28 35
tpca 0.8 0.95 0.75 500 24.81 6.672 14 24
tpca 0.9 0.95 0.75 500 24.538 5.377 15 24
tpca 0.95 0.95 0.75 500 24.27 4.949 15.475 24
tpca 0.99 0.95 0.75 500 27.644 3.921 21 27
tpca 0.995 0.95 0.75 500 27.84 3.878 21 27
tpca 0.999 0.95 0.75 500 30.61 3.742 24 30
max_pca 1 0.9 0 500 57.888 20.627 26 53
max_pca 2 0.9 0 500 40.86 11.095 22 39
max_pca 3 0.9 0 500 33.288 8.076 18.475 32
max_pca 5 0.9 0 500 26.2 6.016 16.475 25
max_pca 10 0.9 0 500 19.686 3.902 13 19
max_pca 20 0.9 0 500 15.956 3.175 10 15.025
min_pca 1 0.9 0 500 9.624 4.199 4 9
min_pca 2 0.9 0 500 9.082 2.732 5 9
min_pca 3 0.9 0 500 9.03 2.255 5 9
min_pca 5 0.9 0 500 8.998 1.838 6 9
min_pca 10 0.9 0 500 10.05 1.584 7 10
min_pca 20 0.9 0 500 12.238 1.469 10 12
tpca 0.8 0.9 0 500 9.082 2.732 5 9
tpca 0.9 0.9 0 500 8.996 2.32 5 9
tpca 0.95 0.9 0 500 8.906 1.969 5 9
tpca 0.99 0.9 0 500 9.93 1.623 7 10
