method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0 500 36.068 10.883 17 34.025
max_pca 2 0.98 0 500 24.964 6.433 14 24
max_pca 3 0.98 0 500 20.336 4.678 12 20
max_pca 5 0.98 0 500 16.22 3.258 10 16
max_pca 10 0.98 0 500 12.704 2.422 8 12
max_pca 20 0.98 0 500 10.27 1.951 7 10
min_pca 1 0.98 0 500 6.206 2.628 3 6
min_pca 2 0.98 0 500 5.386 1.633 3 5
min_pca 3 0.98 0 500 5.108 1.307 3 5
min_pca 5 0.98 0 500 5.154 1.101 3 5
min_pca 10 0.98 0 500 5.504 0.883 4 5
min_pca 20 0.98 0 500 6.468 0.816 5 6
tpca 0.8 0.98 0 500 5.386 1.633 3 5
tpca 0.9 0.98 0 500 5.108 1.307 3 5
tpca 0.95 0.98 0 500 5.108 1.307 3 5
tpca 0.99 0.98 0 500 5.436 0.98 4 5
tpca 0.995 0.98 0 500 5.668 0.957 4 6
tpca 0.999 0.98 0 500 5.86 0.871 4 6
max_pca 1 0.98 0.5 500 89.074 34.84 36.475 82.025
max_pca 2 0.98 0.5 500 59.532 18.569 30.475 56.025
max_pca 3 0.98 0.5 500 45.744 12.644 24 43
max_pca 5 0.98 0.5 500 36.014 9.133 20 35
max_pca 10 0.98 0.5 500 28.216 6.637 16.475 27
max_pca 20 0.98 0.5 500 24.116 5.818 13 24
min_pca 1 0.98 0.5 500 10.128 4.324 4 9
min_pca 2 0.98 0.5 500 8.53 2.776 4 8
min_pca 3 0.98 0.5 500 8.07 2.258 5 8
min_pca 5 0.98 0.5 500 8.198 1.806 5 8
min_pca 10 0.98 0.5 500 8.906 1.419 6.475 9
min_pca 20 0.98 0.5 500 10.832 1.361 8 11
tpca 0.8 0.98 0.5 500 8.53 2.776 4 8
tpca 0.9 0.98 0.5 500 8.07 2.258 5 8
tpca 0.95 0.98 0.5 500 8.07 2.258 5 8
tpca 0.99 0.98 0.5 500 8.744 1.573 6 9
tpca 0.995 0.98 0.5 500 9.154 1.52 7 9
