method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 23.85 5.783 13 23
max_pca 2 0.98 0.5 500 17.086 3.632 10 17
max_pca 3 0.98 0.5 500 13.948 2.676 9 14
max_pca 5 0.98 0.5 500 10.752 1.934 7 11
max_pca 10 0.98 0.5 500 7.754 1.233 6 8
max_pca 20 0.98 0.5 500 5.534 0.814 4 5
min_pca 1 0.98 0.5 500 1992.448 119.288 2000 2000
min_pca 2 0.98 0.5 500 1996.304 82.645 2000 2000
min_pca 3 0.98 0.5 500 2000 0 2000 2000
min_pca 5 0.98 0.5 500 2000 0 2000 2000
min_pca 10 0.98 0.5 500 2000 0 2000 2000
min_pca 20 0.98 0.5 500 2000 0 2000 2000
tpca 0.8 0.98 0.5 500 1996.304 82.645 2000 2000
tpca 0.9 0.98 0.5 500 1996.304 82.645 2000 2000
tpca 0.95 0.98 0.5 500 2000 0 2000 2000
tpca 0.99 0.98 0.5 500 2000 0 2000 2000
tpca 0.995 0.98 0.5 500 2000 0 2000 2000
tpca 0.999 0.98 0.5 500 2000 0 2000 2000
mix 0.03 0.98 0.5 500 4.594 0.717 3 5
mix 0.1 0.98 0.5 500 3.83 0.624 3 4
mix 0.3 0.98 0.5 500 3.392 0.561 2.475 3
mix 1 0.98 0.5 500 3.07 0.5 2 3
max_pca 1 0.98 1.5 500 1965.35 197.369 1391 2000
max_pca 2 0.98 1.5 500 1980.546 150.792 2000 2000
max_pca 3 0.98 1.5 500 1978.774 184.888 2000 2000
max_pca 5 0.98 1.5 500 1934.168 335.675 206.425 2000
max_pca 10 0.98 1.5 500 114.354 174.79 38.475 91
max_pca 20 0.98 1.5 500 23.91 8.076 11 23
min_pca 1 0.98 1.5 500 37.062 13.319 15 35
min_pca 2 0.98 1.5 500 38.484 10.813 20.475 37
min_pca 3 0.98 1.5 500 34.872 8.199 21 34
min_pca 5 0.98 1.5 500 31.138 5.945 21 30
min_pca 10 0.98 1.5 500 27.49 3.787 20.475 27
min_pca 20 0.98 1.5 500 22.728 2.589 17.475 22
tpca 0.8 0.98 1.5 500 38.484 10.813 20.475 37
tpca 0.9 0.98 1.5 500 38.484 10.813 20.475 37
tpca 0.95 0.98 1.5 500 34.872 8.199 21 34
tpca 0.99 0.98 1.5 500 33.896 7.003 22 33
tpca 0.995 0.98 1.5 500 27.312 4.436 19 27
tpca 0.999 0.98 1.5 500 25.608 3.89 19 25
mix 0.03 0.98 1.5 500 4.472 1.049 3 4
mix 0.1 0.98 1.5 500 4.102 0.919 3 4
mix 0.3 0.98 1.5 500 3.914 0.865 3 4
mix 1 0.98 1.5 500 3.808 0.865 2 4
max_pca 1 0.98 2 500 508.302 750.216 23 133
max_pca 2 0.98 2 500 52.1 27.606 14 45
max_pca 3 0.98 2 500 34.456 15.112 12.475 31
max_pca 5 0.98 2 500 22.764 8.753 9 21
max_pca 10 0.98 2 500 11.294 3.538 6 11
max_pca 20 0.98 2 500 5.606 1.4 3 5
min_pca 1 0.98 2 500 16.71 6.624 6 15
min_pca 2 0.98 2 500 16.452 5.155 8 16
min_pca 3 0.98 2 500 14.88 3.905 8 14
min_pca 5 0.98 2 500 13.594 2.919 9 13
min_pca 10 0.98 2 500 12.356 2.005 9 12
min_pca 20 0.98 2 500 10.588 1.336 8 10
tpca 0.8 0.98 2 500 16.452 5.155 8 16
tpca 0.9 0.98 2 500 16.452 5.155 8 16
tpca 0.95 0.98 2 500 14.88 3.905 8 14
tpca 0.99 0.98 2 500 14.3 3.395 8 14
tpca 0.995 0.98 2 500 12.26 2.27 8 12
tpca 0.999 0.98 2 500 11.734 1.946 8 12
mix 0.03 0.98 2 500 2.262 0.449 2 2
mix 0.1 0.98 2 500 2.136 0.343 2 2
mix 0.3 0.98 2 500 2.08 0.272 2 2
mix 1 0.98 2 500 2.072 0.259 2 2
max_pca 1 0.95 0.5 500 25.406 6.202 13.475 25
max_pca 2 0.95 0.5 500 17.894 3.807 11 17
max_pca 3 0.95 0.5 500 14.546 2.809 10 14
max_pca 5 0.95 0.5 500 11.236 2.022 7 11
max_pca 10 0.95 0.5 500 8.106 1.337 6 8
max_pca 20 0.95 0.5 500 5.784 0.927 4 6
min_pca 1 0.95 0.5 500 1847.012 512.533 108.475 2000
min_pca 2 0.95 0.5 500 1944.394 316.573 196.95 2000
min_pca 3 0.95 0.5 500 1981.724 182.035 2000 2000
min_pca 5 0.95 0.5 500 2000 0 2000 2000
min_pca 10 0.95 0.5 500 2000 0 2000 2000
min_pca 20 0.95 0.5 500 2000 0 2000 2000
tpca 0.8 0.95 0.5 500 1944.394 316.573 196.95 2000
tpca 0.9 0.95 0.5 500 1944.394 316.573 196.95 2000
tpca 0.95 0.95 0.5 500 1981.724 182.035 2000 2000
tpca 0.99 0.95 0.5 500 2000 0 2000 2000
tpca 0.995 0.95 0.5 500 2000 0 2000 2000
tpca 0.999 0.95 0.5 500 2000 0 2000 2000
mix 0.03 0.95 0.5 500 4.676 0.724 3 5
mix 0.1 0.95 0.5 500 3.916 0.591 3 4
mix 0.3 0.95 0.5 500 3.43 0.564 3 3
mix 1 0.95 0.5 500 3.146 0.519 2 3
max_pca 1 0.95 1.5 500 1957.116 248.288 1440.075 2000
max_pca 2 0.95 1.5 500 1982.394 164.808 2000 2000
max_pca 3 0.95 1.5 500 1983.286 159.065 2000 2000
max_pca 5 0.95 1.5 500 1970.514 231.533 2000 2000
max_pca 10 0.95 1.5 500 167.93 325.755 45 102
max_pca 20 0.95 1.5 500 25.388 8.503 11 24
min_pca 1 0.95 1.5 500 33.03 12.91 11.475 31
min_pca 2 0.95 1.5 500 33.558 9.859 16 32
min_pca 3 0.95 1.5 500 30.632 7.321 17.475 30
min_pca 5 0.95 1.5 500 27.78 5.463 19 27
min_pca 10 0.95 1.5 500 25.6 3.698 19 25
min_pca 20 0.95 1.5 500 22.042 2.536 17.475 22
tpca 0.8 0.95 1.5 500 33.558 9.859 16 32
tpca 0.9 0.95 1.5 500 33.558 9.859 16 32
tpca 0.95 0.95 1.5 500 30.632 7.321 17.475 30
tpca 0.99 0.95 1.5 500 29.702 6.504 19 29
tpca 0.995 0.95 1.5 500 25.238 4.252 18 25
tpca 0.999 0.95 1.5 500 23.952 3.641 17 23
mix 0.03 0.95 1.5 500 4.594 1.19 3 4
mix 0.1 0.95 1.5 500 4.202 1.069 3 4
mix 0.3 0.95 1.5 500 3.99 0.998 2 4
mix 1 0.95 1.5 500 3.892 0.967 2 4
max_pca 1 0.95 2 500 712.02 863.849 29 152
max_pca 2 0.95 2 500 57.604 31.571 15.475 49
max_pca 3 0.95 2 500 36.06 15.623 13 33
max_pca 5 0.95 2 500 24.848 9.906 10 23
max_pca 10 0.95 2 500 12.148 3.745 6 11
max_pca 20 0.95 2 500 5.936 1.531 3 6
min_pca 1 0.95 2 500 14.01 6.256 5 12
min_pca 2 0.95 2 500 13.096 4.28 6 12
min_pca 3 0.95 2 500 12.174 3.29 6.475 12
min_pca 5 0.95 2 500 11.506 2.521 7 11
min_pca 10 0.95 2 500 10.92 1.714 8 11
min_pca 20 0.95 2 500 9.956 1.233 8 10
tpca 0.8 0.95 2 500 13.096 4.28 6 12
tpca 0.9 0.95 2 500 13.096 4.28 6 12
tpca 0.95 0.95 2 500 12.174 3.29 6.475 12
tpca 0.99 0.95 2 500 11.864 2.86 7 12
tpca 0.995 0.95 2 500 10.718 1.971 7 11
tpca 0.999 0.95 2 500 10.422 1.77 7 10
mix 0.03 0.95 2 500 2.29 0.454 2 2
mix 0.1 0.95 2 500 2.164 0.371 2 2
mix 0.3 0.95 2 500 2.104 0.306 2 2
mix 1 0.95 2 500 2.084 0.278 2 2
max_pca 1 0.9 0.5 500 27.166 7.195 15 26
max_pca 2 0.9 0.5 500 19.074 4.595 11 19
max_pca 3 0.9 0.5 500 15.772 3.443 10 15
max_pca 5 0.9 0.5 500 12.16 2.455 7 12
max_pca 10 0.9 0.5 500 8.814 1.545 6 9
max_pca 20 0.9 0.5 500 6.404 1.05 5 6
min_pca 1 0.9 0.5 500 1059.84 945.411 44 188.075
min_pca 2 0.9 0.5 500 1213.226 925.857 63 2000
min_pca 3 0.9 0.5 500 1318.386 898.308 80.95 2000
min_pca 5 0.9 0.5 500 1790.744 584.024 146.475 2000
min_pca 10 0.9 0.5 500 2000 0 2000 2000
min_pca 20 0.9 0.5 500 2000 0 2000 2000
tpca 0.8 0.9 0.5 500 1213.226 925.857 63 2000
tpca 0.9 0.9 0.5 500 1213.226 925.857 63 2000
tpca 0.95 0.9 0.5 500 1318.386 898.308 80.95 2000
tpca 0.99 0.9 0.5 500 1538.01 801.135 111.475 2000
tpca 0.995 0.9 0.5 500 1974.426 214.851 2000 2000
tpca 0.999 0.9 0.5 500 2000 0 2000 2000
mix 0.03 0.9 0.5 500 4.758 0.719 3 5
mix 0.1 0.9 0.5 500 3.994 0.635 3 4
mix 0.3 0.9 0.5 500 3.524 0.595 3 3
mix 1 0.9 0.5 500 3.182 0.495 2 3
max_pca 1 0.9 1.5 500 1960.532 210.262 1235.85 2000
max_pca 2 0.9 1.5 500 1989.866 119.084 2000 2000
max_pca 3 0.9 1.5 500 1998.208 40.07 2000 2000
max_pca 5 0.9 1.5 500 1992.87 112.863 2000 2000
max_pca 10 0.9 1.5 500 471.572 723.301 48 139.025
max_pca 20 0.9 1.5 500 28.706 9.428 13 27
min_pca 1 0.9 1.5 500 28.052 12.139 11.475 25
min_pca 2 0.9 1.5 500 27.844 8.795 14 26
min_pca 3 0.9 1.5 500 25.98 6.535 15 25
min_pca 5 0.9 1.5 500 24.418 5.085 16 23
min_pca 10 0.9 1.5 500 23.1 3.508 17 23
min_pca 20 0.9 1.5 500 20.974 2.41 16 21
tpca 0.8 0.9 1.5 500 27.844 8.795 14 26
tpca 0.9 0.9 1.5 500 27.844 8.795 14 26
tpca 0.95 0.9 1.5 500 25.98 6.535 15 25
tpca 0.99 0.9 1.5 500 25.508 5.875 15 25
tpca 0.995 0.9 1.5 500 22.596 4.054 15.475 22
tpca 0.999 0.9 1.5 500 21.76 3.497 15.475 21
mix 0.03 0.9 1.5 500 4.75 1.237 3 5
mix 0.1 0.9 1.5 500 4.352 1.1 3 4
mix 0.3 0.9 1.5 500 4.162 1.048 3 4
mix 1 0.9 1.5 500 4.096 1.028 2 4
max_pca 1 0.9 2 500 1063.608 918.704 36.95 350.1
max_pca 2 0.9 2 500 69.62 36.218 20 59
max_pca 3 0.9 2 500 41.312 17.698 13.475 37
max_pca 5 0.9 2 500 27.848 10.429 11 26
max_pca 10 0.9 2 500 13.276 4.277 6 13
max_pca 20 0.9 2 500 6.356 1.665 4 6
min_pca 1 0.9 2 500 11.032 4.929 4 10
min_pca 2 0.9 2 500 10.53 3.599 5 10
min_pca 3 0.9 2 500 9.842 2.865 5 9
min_pca 5 0.9 2 500 9.644 2.235 6 9
min_pca 10 0.9 2 500 9.606 1.672 7 9
min_pca 20 0.9 2 500 9.196 1.223 7 9
tpca 0.8 0.9 2 500 10.53 3.599 5 10
tpca 0.9 0.9 2 500 10.53 3.599 5 10
tpca 0.95 0.9 2 500 9.842 2.865 5 9
tpca 0.99 0.9 2 500 9.732 2.471 6 9
tpca 0.995 0.9 2 500 9.324 1.819 6 9
tpca 0.999 0.9 2 500 9.222 1.691 6 9
mix 0.03 0.9 2 500 2.324 0.468 2 2
mix 0.1 0.9 2 500 2.208 0.406 2 2
mix 0.3 0.9 2 500 2.146 0.353 2 2
mix 1 0.9 2 500 2.124 0.33 2 2
max_pca 1 0.7 0.5 500 37.896 11.635 18.475 35
max_pca 2 0.7 0.5 500 26.86 7.474 14 26
max_pca 3 0.7 0.5 500 22.09 5.4 12 21
max_pca 5 0.7 0.5 500 17.23 3.891 10 17
max_pca 10 0.7 0.5 500 12.524 2.668 8 12
max_pca 20 0.7 0.5 500 9.268 1.858 6 9
min_pca 1 0.7 0.5 500 39.586 18.743 15 35
min_pca 2 0.7 0.5 500 39.99 14.488 20 37
min_pca 3 0.7 0.5 500 38.728 10.948 21 36.025
min_pca 5 0.7 0.5 500 46.49 10.824 28 45
min_pca 10 0.7 0.5 500 67.534 12.881 46 66
min_pca 20 0.7 0.5 500 121.116 20.261 86 118
tpca 0.8 0.7 0.5 500 39.99 14.488 20 37
tpca 0.9 0.7 0.5 500 39.99 14.488 20 37
tpca 0.95 0.7 0.5 500 38.728 10.948 21 36.025
tpca 0.99 0.7 0.5 500 41.92 10.377 25 40
tpca 0.995 0.7 0.5 500 55.77 11.907 35.475 54
tpca 0.999 0.7 0.5 500 62.814 12.243 42 60
mix 0.03 0.7 0.5 500 5.344 0.855 4 5
mix 0.1 0.7 0.5 500 4.56 0.767 3 5
mix 0.3 0.7 0.5 500 4.03 0.691 3 4
mix 1 0.7 0.5 500 3.7 0.671 3 4
max_pca 1 0.7 1.5 500 1950.2 255.317 1077.8 2000
max_pca 2 0.7 1.5 500 1981.928 147.921 2000 2000
max_pca 3 0.7 1.5 500 1998.972 22.675 2000 2000
max_pca 5 0.7 1.5 500 1996.23 84.3 2000 2000
max_pca 10 0.7 1.5 500 1966.98 244.212 2000 2000
