method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 26.666 7.224 15 26
max_pca 2 0.98 0.5 500 16.436 3.53 10 16
max_pca 3 0.98 0.5 500 13.872 2.868 8.475 14
max_pca 5 0.98 0.5 500 10.712 2.031 7 10
max_pca 10 0.98 0.5 500 7.704 1.316 5 8
max_pca 20 0.98 0.5 500 5.45 0.893 4 5
min_pca 1 0.98 0.5 500 34.164 234.838 2 3
min_pca 2 0.98 0.5 500 5.212 6.467 2 4
min_pca 3 0.98 0.5 500 5.848 5.073 2 4
min_pca 5 0.98 0.5 500 13.276 89.512 3 7
min_pca 10 0.98 0.5 500 55.644 249.136 6 17
min_pca 20 0.98 0.5 500 434.12 755.228 21.475 67
tpca 0.8 0.98 0.5 500 34.164 234.838 2 3
tpca 0.9 0.98 0.5 500 34.164 234.838 2 3
tpca 0.95 0.98 0.5 500 34.164 234.838 2 3
tpca 0.99 0.98 0.5 500 5.212 6.467 2 4
tpca 0.995 0.98 0.5 500 5.212 6.467 2 4
tpca 0.999 0.98 0.5 500 5.212 6.467 2 4
mix 0.03 0.98 0.5 500 4.566 0.662 3 5
mix 0.1 0.98 0.5 500 3.834 0.616 3 4
mix 0.3 0.98 0.5 500 3.412 0.572 3 3
mix 1 0.98 0.5 500 3.092 0.514 2 3
max_pca 1 0.98 1.5 500 1926.756 320.796 524.55 2000
max_pca 2 0.98 1.5 500 1938.822 302.58 591.25 2000
max_pca 3 0.98 1.5 500 1734.744 643.189 92.9 2000
max_pca 5 0.98 1.5 500 1419.772 855.491 82.95 2000
max_pca 10 0.98 1.5 500 73.842 26.438 28.425 71
max_pca 20 0.98 1.5 500 19.938 6.031 9 19
min_pca 1 0.98 1.5 500 5.194 8.208 2 3
min_pca 2 0.98 1.5 500 4.27 2.541 2 3
min_pca 3 0.98 1.5 500 4.696 2.481 2 4
min_pca 5 0.98 1.5 500 5.99 2.737 3 5
min_pca 10 0.98 1.5 500 9.202 3.283 4 8
