method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 25.074 6.312 13 25
max_pca 2 0.98 0.5 500 16.04 3.611 9 16
max_pca 3 0.98 0.5 500 12.714 2.59 8 12
max_pca 5 0.98 0.5 500 9.926 1.797 7 10
max_pca 10 0.98 0.5 500 7.262 1.23 5 7
max_pca 20 0.98 0.5 500 5.228 0.806 4 5
min_pca 1 0.98 0.5 500 179.098 552.215 2 7
min_pca 2 0.98 0.5 500 130.894 464.691 3 10
min_pca 3 0.98 0.5 500 139.786 471.005 4 13
min_pca 5 0.98 0.5 500 185.78 528.99 6 23
min_pca 10 0.98 0.5 500 594.61 856.487 20 85
min_pca 20 0.98 0.5 500 1888.174 443.154 123 2000
tpca 0.8 0.98 0.5 500 179.098 552.215 2 7
tpca 0.9 0.98 0.5 500 179.098 552.215 2 7
tpca 0.95 0.98 0.5 500 179.098 552.215 2 7
tpca 0.99 0.98 0.5 500 130.894 464.691 3 10
tpca 0.995 0.98 0.5 500 139.786 471.005 4 13
tpca 0.999 0.98 0.5 500 139.786 471.005 4 13
mix 0.03 0.98 0.5 500 4.58 0.69 3 5
mix 0.1 0.98 0.5 500 3.81 0.628 3 4
mix 0.3 0.98 0.5 500 3.354 0.581 2 3
mix 1 0.98 0.5 500 3.056 0.503 2 3
max_pca 1 0.98 1.5 500 1927.468 307.386 631.375 2000
max_pca 2 0.98 1.5 500 1959.066 234.999 1219.65 2000
max_pca 3 0.98 1.5 500 1962.828 251.281 1950.65 2000
max_pca 5 0.98 1.5 500 1823.31 541.038 118.375 2000
max_pca 10 0.98 1.5 500 66.418 28.314 22 61.025
max_pca 20 0.98 1.5 500 20.032 6.704 10 19
min_pca 1 0.98 1.5 500 10.854 11.321 2 6
min_pca 2 0.98 1.5 500 9.576 6.678 3 7
min_pca 3 0.98 1.5 500 10.664 6.006 3 9
min_pca 5 0.98 1.5 500 11.9 4.963 5 11
min_pca 10 0.98 1.5 500 15.574 4.579 8 15
min_pca 20 0.98 1.5 500 17.702 3.341 12 17
tpca 0.8 0.98 1.5 500 10.854 11.321 2 6
tpca 0.9 0.98 1.5 500 10.854 11.321 2 6
tpca 0.95 0.98 1.5 500 10.854 11.321 2 6
tpca 0.99 0.98 1.5 500 9.576 6.678 3 7
tpca 0.995 0.98 1.5 500 10.664 6.006 3 9
tpca 0.999 0.98 1.5 500 10.664 6.006 3 9
mix 0.03 0.98 1.5 500 4.632 1.178 3 4
mix 0.1 0.98 1.5 500 4.204 1.041 3 4
mix 0.3 0.98 1.5 500 4.02 1.028 2 4
mix 1 0.98 1.5 500 3.926 0.993 2 4
max_pca 1 0.98 2 500 153.686 312.594 17 85
max_pca 2 0.98 2 500 48.434 24.597 13 43
max_pca 3 0.98 2 500 31.79 14.316 10 29
max_pca 5 0.98 2 500 19.768 7.947 8 18
max_pca 10 0.98 2 500 9.656 3.2 5 9
max_pca 20 0.98 2 500 5.07 1.346 3 5
