method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.9 0.5 500 53.72 90.879 15.475 44
max_pca 2 0.9 0.5 500 23.358 8.636 10 22
max_pca 3 0.9 0.5 500 17.076 5.438 8 16
max_pca 5 0.9 0.5 500 13.958 4.349 7 13
min_pca 1 0.9 0.5 500 694.232 934.307 4 30
min_pca 2 0.9 0.5 500 1096.342 976.568 7 2000
min_pca 3 0.9 0.5 500 1373.58 910.286 11.475 2000
min_pca 5 0.9 0.5 500 1811.31 573.169 46.425 2000
tpca 0.8 0.9 0.5 500 694.232 934.307 4 30
tpca 0.9 0.9 0.5 500 694.232 934.307 4 30
tpca 0.95 0.9 0.5 500 1096.342 976.568 7 2000
tpca 0.99 0.9 0.5 500 1096.342 976.568 7 2000
mix 0.03 0.9 0.5 500 9.66 2.352 5 9
mix 0.1 0.9 0.5 500 7.972 2.016 5 8
mix 0.3 0.9 0.5 500 7.082 1.79 4 7
mix 1 0.9 0.5 500 6.466 1.694 3.475 6
max_pca 1 0.9 1.5 500 1843.722 441.694 295.3 2000
max_pca 2 0.9 1.5 500 1839.894 449.42 256.8 2000
max_pca 3 0.9 1.5 500 1756.852 535.871 133.95 2000
max_pca 5 0.9 1.5 500 1168.774 894.222 22 1554.475
min_pca 1 0.9 1.5 500 208.794 578.054 4 15
min_pca 2 0.9 1.5 500 20.744 17.816 5 15
min_pca 3 0.9 1.5 500 16.706 9.943 6 14
min_pca 5 0.9 1.5 500 18.896 9.331 8 16
tpca 0.8 0.9 1.5 500 208.794 578.054 4 15
tpca 0.9 0.9 1.5 500 208.794 578.054 4 15
tpca 0.95 0.9 1.5 500 20.744 17.816 5 15
tpca 0.99 0.9 1.5 500 20.744 17.816 5 15
mix 0.03 0.9 1.5 500 13.318 6.004 5 12
mix 0.1 0.9 1.5 500 11.036 4.899 4 10
mix 0.3 0.9 1.5 500 10.154 4.317 4 9
mix 1 0.9 1.5 500 9.554 3.958 4 9
max_pca 1 0.9 2 500 1573.986 742.562 20.475 2000
max_pca 2 0.9 2 500 611.228 848.504 12 94
max_pca 3 0.9 2 500 49.092 96.039 8 34
max_pca 5 0.9 2 500 12.59 5.846 4 11
min_pca 1 0.9 2 500 7.784 6.989 2 5
min_pca 2 0.9 2 500 6.644 3.609 3 6
min_pca 3 0.9 2 500 5.996 2.361 3 5
min_pca 5 0.9 2 500 6.666 2.25 4 6
tpca 0.8 0.9 2 500 7.784 6.989 2 5
tpca 0.9 0.9 2 500 7.784 6.989 2 5
tpca 0.95 0.9 2 500 6.644 3.609 3 6
tpca 0.99 0.9 2 500 6.644 3.609 3 6
mix 0.03 0.9 2 500 4.406 1.331 2 4
mix 0.1 0.9 2 500 3.968 1.186 2 4
mix 0.3 0.9 2 500 3.822 1.118 2 4
mix 1 0.9 2 500 3.748 1.086 2 4
max_pca 1 0.7 0.5 500 559.17 801.486 24 107
max_pca 2 0.7 0.5 500 65.782 188.928 15.475 36.025
max_pca 3 0.7 0.5 500 34.35 89.31 11 26
max_pca 5 0.7 0.5 500 25.088 10.257 9.475 23
min_pca 1 0.7 0.5 500 18.926 126.53 3 7
min_pca 2 0.7 0.5 500 13.32 10.971 4 10
min_pca 3 0.7 0.5 500 21.036 89.643 5.475 13
min_pca 5 0.7 0.5 500 181.134 500.607 10 33
tpca 0.8 0.7 0.5 500 18.926 126.53 3 7
tpca 0.9 0.7 0.5 500 18.926 126.53 3 7
tpca 0.95 0.7 0.5 500 13.32 10.971 4 10
tpca 0.99 0.7 0.5 500 13.32 10.971 4 10
mix 0.03 0.7 0.5 500 11.168 2.645 7 11
mix 0.1 0.7 0.5 500 9.354 2.275 5.475 9
mix 0.3 0.7 0.5 500 8.492 2.202 5 8
mix 1 0.7 0.5 500 7.752 2.147 4 7
max_pca 1 0.7 1.5 500 1820.6 457.655 293.125 2000
max_pca 2 0.7 1.5 500 1780.206 487.509 311.275 2000
max_pca 3 0.7 1.5 500 1738.844 522.547 240.975 2000
max_pca 5 0.7 1.5 500 1611.06 652.264 68.95 2000
min_pca 1 0.7 1.5 500 8.426 6.38 3 6
min_pca 2 0.7 1.5 500 8.916 4.432 4 8
min_pca 3 0.7 1.5 500 9.362 4.196 4 8
min_pca 5 0.7 1.5 500 12.334 4.949 5 11
tpca 0.8 0.7 1.5 500 8.426 6.38 3 6
tpca 0.9 0.7 1.5 500 8.426 6.38 3 6
tpca 0.95 0.7 1.5 500 8.916 4.432 4 8
tpca 0.99 0.7 1.5 500 8.916 4.432 4 8
mix 0.03 0.7 1.5 500 17.024 9.311 5 15
mix 0.1 0.7 1.5 500 14.236 7.606 4 12
mix 0.3 0.7 1.5 500 13.052 6.769 4 11
