method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 25.288 6.248 13 25
max_pca 2 0.98 0.5 500 16.782 3.578 10 16
max_pca 3 0.98 0.5 500 13.58 2.719 8 13
max_pca 5 0.98 0.5 500 10.738 1.859 7 11
max_pca 10 0.98 0.5 500 7.954 1.297 6 8
max_pca 20 0.98 0.5 500 5.37 0.911 4 5
min_pca 1 0.98 0.5 500 6.636 89.338 2 2
min_pca 2 0.98 0.5 500 3.24 2.523 2 2
min_pca 3 0.98 0.5 500 4.032 3.75 2 3
min_pca 5 0.98 0.5 500 6.322 6.824 2 4
min_pca 10 0.98 0.5 500 24.414 126.414 5 11
min_pca 20 0.98 0.5 500 313.464 653.775 16.475 50.025
tpca 0.8 0.98 0.5 500 6.636 89.338 2 2
tpca 0.9 0.98 0.5 500 6.636 89.338 2 2
tpca 0.95 0.98 0.5 500 6.636 89.338 2 2
tpca 0.99 0.98 0.5 500 6.636 89.338 2 2
tpca 0.995 0.98 0.5 500 6.636 89.338 2 2
tpca 0.999 0.98 0.5 500 6.636 89.338 2 2
mix 0.03 0.98 0.5 500 4.618 0.682 3 5
mix 0.1 0.98 0.5 500 3.804 0.582 3 4
mix 0.3 0.98 0.5 500 3.366 0.566 2 3
mix 1 0.98 0.5 500 3.034 0.519 2 3
max_pca 1 0.98 1.5 500 1927.52 318.359 563.75 2000
max_pca 2 0.98 1.5 500 1840.212 505.24 106.8 2000
max_pca 3 0.98 1.5 500 1883.18 441.189 125.95 2000
max_pca 5 0.98 1.5 500 1536.578 800.617 83.375 2000
max_pca 10 0.98 1.5 500 69.398 26.547 28.475 65
max_pca 20 0.98 1.5 500 22.478 7.277 11 21
min_pca 1 0.98 1.5 500 2.912 4.347 2 2
min_pca 2 0.98 1.5 500 3.07 2.065 2 2
min_pca 3 0.98 1.5 500 3.642 2.287 2 3
min_pca 5 0.98 1.5 500 4.71 2.514 2 4
min_pca 10 0.98 1.5 500 7.06 2.824 4 6
min_pca 20 0.98 1.5 500 9.84 2.588 6 9
tpca 0.8 0.98 1.5 500 2.912 4.347 2 2
tpca 0.9 0.98 1.5 500 2.912 4.347 2 2
tpca 0.95 0.98 1.5 500 2.912 4.347 2 2
tpca 0.99 0.98 1.5 500 2.912 4.347 2 2
tpca 0.995 0.98 1.5 500 2.912 4.347 2 2
tpca 0.999 0.98 1.5 500 2.912 4.347 2 2
mix 0.03 0.98 1.5 500 4.572 1.097 3 4
mix 0.1 0.98 1.5 500 4.148 0.944 3 4
mix 0.3 0.98 1.5 500 3.958 0.884 3 4
mix 1 0.98 1.5 500 3.85 0.875 2 4
max_pca 1 0.98 2 500 200.624 424.404 19 88
max_pca 2 0.98 2 500 37.13 18.8 11 33
max_pca 3 0.98 2 500 28.488 12.194 10 26
max_pca 5 0.98 2 500 19.048 7.14 8 18
max_pca 10 0.98 2 500 10.126 2.979 5 10
max_pca 20 0.98 2 500 5.282 1.362 3 5
min_pca 1 0.98 2 500 2.218 0.678 2 2
min_pca 2 0.98 2 500 2.288 0.703 2 2
min_pca 3 0.98 2 500 2.454 0.847 2 2
min_pca 5 0.98 2 500 2.844 0.968 2 3
min_pca 10 0.98 2 500 3.774 1.085 2 3
min_pca 20 0.98 2 500 4.86 1.075 3 5
tpca 0.8 0.98 2 500 2.218 0.678 2 2
tpca 0.9 0.98 2 500 2.218 0.678 2 2
tpca 0.95 0.98 2 500 2.218 0.678 2 2
tpca 0.99 0.98 2 500 2.218 0.678 2 2
tpca 0.995 0.98 2 500 2.218 0.678 2 2
tpca 0.999 0.98 2 500 2.218 0.678 2 2
mix 0.03 0.98 2 500 2.3 0.463 2 2
mix 0.1 0.98 2 500 2.18 0.385 2 2
mix 0.3 0.98 2 500 2.102 0.303 2 2
mix 1 0.98 2 500 2.086 0.281 2 2
max_pca 1 0.95 0.5 500 26.536 6.937 14 26
max_pca 2 0.95 0.5 500 17.714 3.669 11 17
max_pca 3 0.95 0.5 500 14.392 2.975 9 14
max_pca 5 0.95 0.5 500 11.08 1.979 7 11
max_pca 10 0.95 0.5 500 8.258 1.32 6 8
max_pca 20 0.95 0.5 500 5.594 0.925 4 6
min_pca 1 0.95 0.5 500 2.124 0.396 2 2
min_pca 2 0.95 0.5 500 2.278 0.549 2 2
min_pca 3 0.95 0.5 500 2.5 0.712 2 2
min_pca 5 0.95 0.5 500 3.22 0.943 2 3
min_pca 10 0.95 0.5 500 5.834 2.086 3 5
min_pca 20 0.95 0.5 500 16.072 6.235 8 15
tpca 0.8 0.95 0.5 500 2.124 0.396 2 2
tpca 0.9 0.95 0.5 500 2.124 0.396 2 2
tpca 0.95 0.95 0.5 500 2.124 0.396 2 2
tpca 0.99 0.95 0.5 500 2.124 0.396 2 2
tpca 0.995 0.95 0.5 500 2.124 0.396 2 2
tpca 0.999 0.95 0.5 500 2.124 0.396 2 2
mix 0.03 0.95 0.5 500 4.68 0.689 3 5
mix 0.1 0.95 0.5 500 3.884 0.603 3 4
mix 0.3 0.95 0.5 500 3.41 0.585 2 3
mix 1 0.95 0.5 500 3.106 0.521 2 3
max_pca 1 0.95 1.5 500 1951.786 261.691 1188.05 2000
max_pca 2 0.95 1.5 500 1922.684 357.135 206.275 2000
max_pca 3 0.95 1.5 500 1912.248 383.194 200.8 2000
max_pca 5 0.95 1.5 500 1734.31 648.92 97.8 2000
max_pca 10 0.95 1.5 500 82.548 90.957 33 73
max_pca 20 0.95 1.5 500 23.262 7.513 11 22
min_pca 1 0.95 1.5 500 2.126 0.388 2 2
min_pca 2 0.95 1.5 500 2.27 0.574 2 2
min_pca 3 0.95 1.5 500 2.47 0.7 2 2
min_pca 5 0.95 1.5 500 3.026 0.845 2 3
min_pca 10 0.95 1.5 500 4.526 1.158 3 4
min_pca 20 0.95 1.5 500 6.934 1.457 5 7
tpca 0.8 0.95 1.5 500 2.126 0.388 2 2
tpca 0.9 0.95 1.5 500 2.126 0.388 2 2
tpca 0.95 0.95 1.5 500 2.126 0.388 2 2
tpca 0.99 0.95 1.5 500 2.126 0.388 2 2
tpca 0.995 0.95 1.5 500 2.126 0.388 2 2
tpca 0.999 0.95 1.5 500 2.126 0.388 2 2
mix 0.03 0.95 1.5 500 4.586 1.066 3 4
mix 0.1 0.95 1.5 500 4.236 0.993 3 4
mix 0.3 0.95 1.5 500 4.054 0.934 3 4
mix 1 0.95 1.5 500 3.96 0.927 3 4
max_pca 1 0.95 2 500 263.418 518.245 19.475 96
max_pca 2 0.95 2 500 40.72 21.027 11 35
max_pca 3 0.95 2 500 31.58 14.564 9.475 28
max_pca 5 0.95 2 500 20.816 7.942 8 19
max_pca 10 0.95 2 500 10.692 3.299 6 10
max_pca 20 0.95 2 500 5.578 1.445 3 5
min_pca 1 0.95 2 500 2.036 0.186 2 2
min_pca 2 0.95 2 500 2.06 0.238 2 2
min_pca 3 0.95 2 500 2.104 0.312 2 2
min_pca 5 0.95 2 500 2.258 0.456 2 2
min_pca 10 0.95 2 500 2.884 0.635 2 3
min_pca 20 0.95 2 500 3.778 0.685 3 4
tpca 0.8 0.95 2 500 2.036 0.186 2 2
tpca 0.9 0.95 2 500 2.036 0.186 2 2
tpca 0.95 0.95 2 500 2.036 0.186 2 2
tpca 0.99 0.95 2 500 2.036 0.186 2 2
tpca 0.995 0.95 2 500 2.036 0.186 2 2
tpca 0.999 0.95 2 500 2.036 0.186 2 2
mix 0.03 0.95 2 500 2.326 0.469 2 2
mix 0.1 0.95 2 500 2.184 0.388 2 2
mix 0.3 0.95 2 500 2.13 0.337 2 2
mix 1 0.95 2 500 2.104 0.306 2 2
max_pca 1 0.9 0.5 500 29.396 8.053 15 29
max_pca 2 0.9 0.5 500 19.476 4.46 12 19
max_pca 3 0.9 0.5 500 15.772 3.351 10 15
max_pca 5 0.9 0.5 500 12.348 2.462 8 12
max_pca 10 0.9 0.5 500 9.076 1.559 6 9
max_pca 20 0.9 0.5 500 6.056 1.043 4 6
min_pca 1 0.9 0.5 500 2.058 0.266 2 2
min_pca 2 0.9 0.5 500 2.104 0.365 2 2
min_pca 3 0.9 0.5 500 2.212 0.485 2 2
min_pca 5 0.9 0.5 500 2.624 0.69 2 3
min_pca 10 0.9 0.5 500 4.044 1.006 3 4
min_pca 20 0.9 0.5 500 8.536 2.267 5 8
tpca 0.8 0.9 0.5 500 2.058 0.266 2 2
tpca 0.9 0.9 0.5 500 2.058 0.266 2 2
tpca 0.95 0.9 0.5 500 2.058 0.266 2 2
tpca 0.99 0.9 0.5 500 2.058 0.266 2 2
tpca 0.995 0.9 0.5 500 2.058 0.266 2 2
tpca 0.999 0.9 0.5 500 2.058 0.266 2 2
mix 0.03 0.9 0.5 500 4.706 0.775 3 5
mix 0.1 0.9 0.5 500 3.956 0.663 3 4
mix 0.3 0.9 0.5 500 3.52 0.609 3 3
mix 1 0.9 0.5 500 3.19 0.557 2 3
max_pca 1 0.9 1.5 500 1967.22 186.82 1462.35 2000
max_pca 2 0.9 1.5 500 1953.22 276.227 1088.775 2000
max_pca 3 0.9 1.5 500 1959.708 262.2 1925.45 2000
max_pca 5 0.9 1.5 500 1864.624 479.946 137.95 2000
max_pca 10 0.9 1.5 500 113 193.358 37 85
max_pca 20 0.9 1.5 500 27.244 9.247 13 26
min_pca 1 0.9 1.5 500 2.042 0.229 2 2
min_pca 2 0.9 1.5 500 2.078 0.283 2 2
min_pca 3 0.9 1.5 500 2.152 0.386 2 2
min_pca 5 0.9 1.5 500 2.51 0.568 2 2
min_pca 10 0.9 1.5 500 3.55 0.654 3 3
min_pca 20 0.9 1.5 500 5.448 0.917 4 5
tpca 0.8 0.9 1.5 500 2.042 0.229 2 2
tpca 0.9 0.9 1.5 500 2.042 0.229 2 2
tpca 0.95 0.9 1.5 500 2.042 0.229 2 2
tpca 0.99 0.9 1.5 500 2.042 0.229 2 2
tpca 0.995 0.9 1.5 500 2.042 0.229 2 2
tpca 0.999 0.9 1.5 500 2.042 0.229 2 2
mix 0.03 0.9 1.5 500 4.7 1.133 3 5
mix 0.1 0.9 1.5 500 4.302 1.044 3 4
