method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 1329.88 859.053 74 2000
max_pca 2 0.98 0.5 500 216.632 399.385 45.475 118
max_pca 3 0.98 0.5 500 132.8 197.815 38.95 105
max_pca 5 0.98 0.5 500 78.59 25.628 38 76
max_pca 10 0.98 0.5 500 59.426 17.021 30 57
max_pca 20 0.98 0.5 500 40.894 12.027 19.475 39
min_pca 1 0.98 0.5 500 9.964 89.668 3 4
min_pca 2 0.98 0.5 500 3.928 0.978 3 4
min_pca 3 0.98 0.5 500 4.966 1.259 3 5
min_pca 5 0.98 0.5 500 6.724 1.683 5 6
min_pca 10 0.98 0.5 500 7.426 1.221 6 7
min_pca 20 0.98 0.5 500 9.594 1.225 8 9
tpca 0.8 0.98 0.5 500 5.82 1.494 4 5
tpca 0.9 0.98 0.5 500 6.762 1.454 5 6
tpca 0.95 0.98 0.5 500 6.316 1.184 5 6
tpca 0.99 0.98 0.5 500 7.426 1.221 6 7
tpca 0.995 0.98 0.5 500 7.37 1.113 6 7
tpca 0.999 0.98 0.5 500 7.54 1.108 6 7
mix 0.03 0.98 0.5 500 7.45 1.676 5 7
mix 0.1 0.98 0.5 500 6.372 1.416 4 6
mix 0.3 0.98 0.5 500 5.79 1.276 4 6
mix 1 0.98 0.5 500 5.37 1.176 3 5
max_pca 1 0.98 0.7 500 1380.878 843.457 89.85 2000
max_pca 2 0.98 0.7 500 141.892 269.505 38.475 94.025
max_pca 3 0.98 0.7 500 100.46 95.308 36 90
max_pca 5 0.98 0.7 500 65.862 21.009 30.475 63
max_pca 10 0.98 0.7 500 49.518 14.393 25 48
max_pca 20 0.98 0.7 500 28.358 7.557 15 28
min_pca 1 0.98 0.7 500 8.086 89.628 2 3
min_pca 2 0.98 0.7 500 2.954 0.53 2 3
min_pca 3 0.98 0.7 500 3.462 0.67 3 3
min_pca 5 0.98 0.7 500 4.512 0.969 3 4
min_pca 10 0.98 0.7 500 4.84 0.666 4 5
min_pca 20 0.98 0.7 500 6.042 0.682 5 6
tpca 0.8 0.98 0.7 500 3.974 0.86 3 4
tpca 0.9 0.98 0.7 500 4.536 0.811 3 4
tpca 0.95 0.98 0.7 500 4.224 0.609 3 4
tpca 0.99 0.98 0.7 500 4.84 0.666 4 5
tpca 0.995 0.98 0.7 500 4.802 0.632 4 5
tpca 0.999 0.98 0.7 500 4.936 0.584 4 5
mix 0.03 0.98 0.7 500 4.812 0.88 3 5
mix 0.1 0.98 0.7 500 4.19 0.737 3 4
mix 0.3 0.98 0.7 500 3.788 0.651 3 4
mix 1 0.98 0.7 500 3.564 0.653 2 4
max_pca 1 0.98 1 500 1215.662 879.305 70 2000
max_pca 2 0.98 1 500 77.714 33.861 30 72
max_pca 3 0.98 1 500 75.708 29.032 33 70.025
max_pca 5 0.98 1 500 49.754 15.034 24.475 48
max_pca 10 0.98 1 500 36.786 10.184 19 36
max_pca 20 0.98 1 500 17.15 4.646 9 17
min_pca 1 0.98 1 500 2.708 2.769 2 2
min_pca 2 0.98 1 500 2.17 0.381 2 2
min_pca 3 0.98 1 500 2.646 0.519 2 3
min_pca 5 0.98 1 500 3.182 0.44 3 3
min_pca 10 0.98 1 500 3.256 0.441 3 3
min_pca 20 0.98 1 500 4.004 0.323 3 4
tpca 0.8 0.98 1 500 2.992 0.405 2 3
tpca 0.9 0.98 1 500 3.138 0.362 3 3
tpca 0.95 0.98 1 500 3.05 0.227 3 3
tpca 0.99 0.98 1 500 3.256 0.441 3 3
tpca 0.995 0.98 1 500 3.2 0.4 3 3
tpca 0.999 0.98 1 500 3.272 0.45 3 3
mix 0.03 0.98 1 500 3.19 0.45 3 3
mix 0.1 0.98 1 500 2.866 0.4 2 3
mix 0.3 0.98 1 500 2.68 0.48 2 3
mix 1 0.98 1 500 2.482 0.5 2 2
max_pca 1 0.95 0.5 500 1371.732 848.018 74 2000
max_pca 2 0.95 0.5 500 261.02 474.227 44 122
max_pca 3 0.95 0.5 500 148.226 242.579 47.475 107
max_pca 5 0.95 0.5 500 79.996 27.352 35.95 76
max_pca 10 0.95 0.5 500 58.8 18.686 31 55
max_pca 20 0.95 0.5 500 39.55 13.165 18 37
min_pca 1 0.95 0.5 500 50.01 279.694 2 4
min_pca 2 0.95 0.5 500 4.374 1.615 3 4
min_pca 3 0.95 0.5 500 5.488 2.125 3 5
min_pca 5 0.95 0.5 500 7.22 2.512 4 6.025
min_pca 10 0.95 0.5 500 7.77 1.732 5 7
min_pca 20 0.95 0.5 500 9.938 1.691 7 10
tpca 0.8 0.95 0.5 500 6.264 2.343 4 6
tpca 0.9 0.95 0.5 500 7.21 2.179 4 7
tpca 0.95 0.95 0.5 500 6.754 1.732 4 6
tpca 0.99 0.95 0.5 500 7.77 1.732 5 7
tpca 0.995 0.95 0.5 500 7.688 1.559 5 7
tpca 0.999 0.95 0.5 500 7.878 1.524 6 8
mix 0.03 0.95 0.5 500 7.63 1.875 4 7
mix 0.1 0.95 0.5 500 6.478 1.567 4 6
mix 0.3 0.95 0.5 500 5.852 1.389 3 6
mix 1 0.95 0.5 500 5.492 1.298 3 5
max_pca 1 0.95 0.7 500 1260.194 873.791 78.95 2000
max_pca 2 0.95 0.7 500 162.564 311.09 40 98
max_pca 3 0.95 0.7 500 110.46 153.913 40.475 91
max_pca 5 0.95 0.7 500 64.5 19.804 32 60
max_pca 10 0.95 0.7 500 47.826 13.894 24 46
max_pca 20 0.95 0.7 500 27.73 7.569 15 27
min_pca 1 0.95 0.7 500 43.066 265.673 2 3
min_pca 2 0.95 0.7 500 3.12 1.049 2 3
min_pca 3 0.95 0.7 500 3.72 1.259 3 3
min_pca 5 0.95 0.7 500 4.672 1.52 3 4
min_pca 10 0.95 0.7 500 4.95 0.932 4 5
min_pca 20 0.95 0.7 500 6.194 0.937 5 6
tpca 0.8 0.95 0.7 500 4.126 1.435 3 4
tpca 0.9 0.95 0.7 500 4.656 1.24 3 4
tpca 0.95 0.95 0.7 500 4.342 0.942 3 4
tpca 0.99 0.95 0.7 500 4.95 0.932 4 5
tpca 0.995 0.95 0.7 500 4.892 0.852 4 5
tpca 0.999 0.95 0.7 500 5.022 0.848 4 5
mix 0.03 0.95 0.7 500 4.896 0.927 3 5
mix 0.1 0.95 0.7 500 4.214 0.77 3 4
mix 0.3 0.95 0.7 500 3.88 0.72 3 4
mix 1 0.95 0.7 500 3.634 0.682 3 4
max_pca 1 0.95 1 500 1190.11 890.045 68.475 1961.975
max_pca 2 0.95 1 500 83.258 39.749 30 74
max_pca 3 0.95 1 500 77.954 32.665 31.475 70.025
max_pca 5 0.95 1 500 50.354 17.478 23.475 47
max_pca 10 0.95 1 500 36.25 10.948 18 34
max_pca 20 0.95 1 500 17.342 4.82 9.475 17
min_pca 1 0.95 1 500 24.814 199.11 2 2
min_pca 2 0.95 1 500 2.338 0.61 2 2
min_pca 3 0.95 1 500 2.734 0.798 2 3
min_pca 5 0.95 1 500 3.332 0.834 2 3
min_pca 10 0.95 1 500 3.382 0.545 3 3
min_pca 20 0.95 1 500 4.05 0.525 3 4
tpca 0.8 0.95 1 500 3.054 0.803 2 3
tpca 0.9 0.95 1 500 3.31 0.628 3 3
tpca 0.95 0.95 1 500 3.158 0.431 3 3
tpca 0.99 0.95 1 500 3.382 0.545 3 3
tpca 0.995 0.95 1 500 3.334 0.509 3 3
tpca 0.999 0.95 1 500 3.366 0.518 3 3
mix 0.03 0.95 1 500 3.214 0.457 3 3
mix 0.1 0.95 1 500 2.914 0.404 2 3
mix 0.3 0.95 1 500 2.704 0.461 2 3
mix 1 0.95 1 500 2.498 0.5 2 2
max_pca 1 0.9 0.5 500 1333.624 854.235 73.425 2000
max_pca 2 0.9 0.5 500 274.68 502.902 43.95 121
max_pca 3 0.9 0.5 500 133.034 194.976 40 106.025
max_pca 5 0.9 0.5 500 79.956 26.646 37 77
max_pca 10 0.9 0.5 500 58.358 17.982 28 56
max_pca 20 0.9 0.5 500 41.142 12.395 20 39
min_pca 1 0.9 0.5 500 100.506 408.627 2 4
min_pca 2 0.9 0.5 500 5.002 3.405 3 4
min_pca 3 0.9 0.5 500 5.992 3.878 3 5
min_pca 5 0.9 0.5 500 7.55 4.363 4 6
min_pca 10 0.9 0.5 500 7.868 2.321 5 7
