method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 114.686 130.056 37.475 97
max_pca 2 0.98 0.5 500 97.4 38.745 39.475 89
max_pca 3 0.98 0.5 500 98.624 40.773 40.95 89.025
max_pca 5 0.98 0.5 500 68.576 21.448 35 65
max_pca 10 0.98 0.5 500 43.222 11.936 24 42
max_pca 20 0.98 0.5 500 27.87 7.109 15 27
min_pca 1 0.98 0.5 500 3.13 0.365 3 3
min_pca 2 0.98 0.5 500 4.924 0.698 4 5
min_pca 3 0.98 0.5 500 5.198 0.69 4 5
min_pca 5 0.98 0.5 500 6.428 0.806 5 6
min_pca 10 0.98 0.5 500 9.698 1.081 8 10
min_pca 20 0.98 0.5 500 14.052 1.351 12 14
tpca 0.8 0.98 0.5 500 7.636 0.951 6 7
tpca 0.9 0.98 0.5 500 8.056 0.935 7 8
tpca 0.95 0.98 0.5 500 9.698 1.081 8 10
tpca 0.99 0.98 0.5 500 12.256 1.248 10 12
tpca 0.995 0.98 0.5 500 13.04 1.273 11 13
tpca 0.999 0.98 0.5 500 13.712 1.318 11 14
mix 0.03 0.98 0.5 500 7.058 1.597 4 7
mix 0.1 0.98 0.5 500 6.128 1.335 4 6
mix 0.3 0.98 0.5 500 5.572 1.183 4 5
mix 1 0.98 0.5 500 5.272 1.14 3 5
max_pca 1 0.98 0.7 500 78.832 31.645 32.475 71
max_pca 2 0.98 0.7 500 67.86 24.094 28.475 63
max_pca 3 0.98 0.7 500 71.346 24.011 31 67
max_pca 5 0.98 0.7 500 48.242 14.818 23.475 46
max_pca 10 0.98 0.7 500 28.37 7.483 16 28
max_pca 20 0.98 0.7 500 17.048 4.074 10 17
min_pca 1 0.98 0.7 500 2.416 0.493 2 2
min_pca 2 0.98 0.7 500 3.476 0.508 3 3
min_pca 3 0.98 0.7 500 3.602 0.502 3 4
min_pca 5 0.98 0.7 500 4.262 0.458 4 4
min_pca 10 0.98 0.7 500 6.098 0.611 5 6
min_pca 20 0.98 0.7 500 8.714 0.786 7 9
tpca 0.8 0.98 0.7 500 4.942 0.536 4 5
tpca 0.9 0.98 0.7 500 5.18 0.518 4 5
tpca 0.95 0.98 0.7 500 6.098 0.611 5 6
tpca 0.99 0.98 0.7 500 7.604 0.713 6 8
tpca 0.995 0.98 0.7 500 8.122 0.738 7 8
tpca 0.999 0.98 0.7 500 8.5 0.742 7 8
mix 0.03 0.98 0.7 500 4.59 0.797 3 5
mix 0.1 0.98 0.7 500 3.936 0.725 3 4
mix 0.3 0.98 0.7 500 3.66 0.646 3 4
mix 1 0.98 0.7 500 3.44 0.635 2 3
max_pca 1 0.98 1 500 52.334 19.28 22.475 50
max_pca 2 0.98 1 500 41.74 13.404 19 39
max_pca 3 0.98 1 500 45.33 14.589 22 43
max_pca 5 0.98 1 500 29.982 8.478 17 29
max_pca 10 0.98 1 500 17.064 4.194 10 17
max_pca 20 0.98 1 500 9.998 2.191 6 10
min_pca 1 0.98 1 500 2 0 2 2
min_pca 2 0.98 1 500 2.942 0.234 2 3
min_pca 3 0.98 1 500 2.958 0.201 2 3
min_pca 5 0.98 1 500 3.024 0.153 3 3
min_pca 10 0.98 1 500 4.058 0.251 4 4
min_pca 20 0.98 1 500 5.432 0.508 5 5
tpca 0.8 0.98 1 500 3.382 0.486 3 3
tpca 0.9 0.98 1 500 3.552 0.498 3 4
tpca 0.95 0.98 1 500 4.058 0.251 4 4
tpca 0.99 0.98 1 500 4.926 0.396 4 5
tpca 0.995 0.98 1 500 5.176 0.402 5 5
tpca 0.999 0.98 1 500 5.342 0.487 5 5
mix 0.03 0.98 1 500 3.13 0.421 2 3
mix 0.1 0.98 1 500 2.85 0.379 2 3
mix 0.3 0.98 1 500 2.63 0.487 2 3
mix 1 0.98 1 500 2.416 0.493 2 2
max_pca 1 0.95 0.5 500 144.32 251.331 38 100
max_pca 2 0.95 0.5 500 106.074 128.994 36.475 92
max_pca 3 0.95 0.5 500 105.622 126.599 41.475 91
max_pca 5 0.95 0.5 500 68.23 21.855 31.475 64
max_pca 10 0.95 0.5 500 43.088 12.123 21.475 41
max_pca 20 0.95 0.5 500 28.064 7.5 14.475 27
min_pca 1 0.95 0.5 500 3.272 0.496 3 3
min_pca 2 0.95 0.5 500 5.164 0.987 4 5
min_pca 3 0.95 0.5 500 5.416 0.945 4 5
min_pca 5 0.95 0.5 500 6.716 1.078 5 7
min_pca 10 0.95 0.5 500 9.948 1.402 8 10
min_pca 20 0.95 0.5 500 14.25 1.634 11 14
tpca 0.8 0.95 0.5 500 7.928 1.363 6 8
tpca 0.9 0.95 0.5 500 8.284 1.191 6 8
tpca 0.95 0.95 0.5 500 9.948 1.402 8 10
tpca 0.99 0.95 0.5 500 12.472 1.543 10 12
tpca 0.995 0.95 0.5 500 13.282 1.553 10.475 13
tpca 0.999 0.95 0.5 500 13.91 1.595 11 14
mix 0.03 0.95 0.5 500 7.31 1.623 4 7
mix 0.1 0.95 0.5 500 6.27 1.386 4 6
mix 0.3 0.95 0.5 500 5.722 1.247 3 6
mix 1 0.95 0.5 500 5.394 1.179 3 5
max_pca 1 0.95 0.7 500 81.29 44.152 31 71
max_pca 2 0.95 0.7 500 68.08 26.262 29 62
max_pca 3 0.95 0.7 500 71.534 25.365 34 66
max_pca 5 0.95 0.7 500 48.996 15.582 26 46
max_pca 10 0.95 0.7 500 29.088 7.624 15.475 28
max_pca 20 0.95 0.7 500 17.646 4.604 9 17
min_pca 1 0.95 0.7 500 2.494 0.508 2 2
min_pca 2 0.95 0.7 500 3.604 0.636 3 4
min_pca 3 0.95 0.7 500 3.714 0.594 3 4
min_pca 5 0.95 0.7 500 4.416 0.616 4 4
min_pca 10 0.95 0.7 500 6.242 0.82 5 6
min_pca 20 0.95 0.7 500 8.812 1.009 7 9
tpca 0.8 0.95 0.7 500 5.076 0.718 4 5
tpca 0.9 0.95 0.7 500 5.312 0.698 4 5
tpca 0.95 0.95 0.7 500 6.242 0.82 5 6
tpca 0.99 0.95 0.7 500 7.738 0.969 6 8
tpca 0.995 0.95 0.7 500 8.218 0.988 7 8
tpca 0.999 0.95 0.7 500 8.602 1.001 7 8
