method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0 500 42.522 13.232 21.475 40
max_pca 2 0.98 0 500 28.018 7.017 16 27
max_pca 3 0.98 0 500 22.498 5.255 13 22
max_pca 5 0.98 0 500 18.45 3.81 11.475 18
max_pca 10 0.98 0 500 14.134 2.351 10 14
max_pca 20 0.98 0 500 10.994 2.092 7 11
min_pca 1 0.98 0 500 7.78 3.446 3 7
min_pca 2 0.98 0 500 6.966 2.184 3.475 7
min_pca 3 0.98 0 500 6.548 1.7 4 6
min_pca 5 0.98 0 500 6.432 1.406 4 6
min_pca 10 0.98 0 500 6.79 1.081 5 7
min_pca 20 0.98 0 500 8.08 1.018 6 8
tpca 0.8 0.98 0 500 6.966 2.184 3.475 7
tpca 0.9 0.98 0 500 6.548 1.7 4 6
tpca 0.95 0.98 0 500 6.346 1.537 4 6
tpca 0.99 0.98 0 500 6.46 1.211 4.475 6
tpca 0.995 0.98 0 500 6.782 1.187 5 7
tpca 0.999 0.98 0 500 7.088 1.131 5 7
max_pca 1 0.98 0.5 500 134.786 212.33 41.475 103
max_pca 2 0.98 0.5 500 64.326 20.573 28 61
max_pca 3 0.98 0.5 500 51.44 15.038 26 49
max_pca 5 0.98 0.5 500 40.284 10.056 22.475 38
max_pca 10 0.98 0.5 500 30.486 6.609 19.475 29
max_pca 20 0.98 0.5 500 24.196 5.38 14 24
min_pca 1 0.98 0.5 500 12.898 5.175 5 12
min_pca 2 0.98 0.5 500 11.744 3.479 6 11
min_pca 3 0.98 0.5 500 10.988 2.751 7 11
min_pca 5 0.98 0.5 500 10.762 2.123 7 10
min_pca 10 0.98 0.5 500 11.444 1.649 8.475 11
min_pca 20 0.98 0.5 500 13.922 1.623 11 14
tpca 0.8 0.98 0.5 500 11.744 3.479 6 11
tpca 0.9 0.98 0.5 500 10.988 2.751 7 11
tpca 0.95 0.98 0.5 500 10.64 2.349 7 10
tpca 0.99 0.98 0.5 500 10.786 1.834 8 11
tpca 0.995 0.98 0.5 500 11.472 1.746 8 11
tpca 0.999 0.98 0.5 500 12.096 1.75 9 12
max_pca 1 0.98 0.75 500 813.858 856.601 65.9 207.025
max_pca 2 0.98 0.75 500 116.124 95.918 50.475 103
max_pca 3 0.98 0.75 500 85.03 27.148 42 81
max_pca 5 0.98 0.75 500 64.26 17.112 35 62
max_pca 10 0.98 0.75 500 48.964 11.947 28 47
max_pca 20 0.98 0.75 500 40.276 9.39 23.475 39
min_pca 1 0.98 0.75 500 24.622 9.405 10 23
min_pca 2 0.98 0.75 500 22.31 6.023 12 22
min_pca 3 0.98 0.75 500 20.806 4.693 13 20
min_pca 5 0.98 0.75 500 20.092 3.831 13 20
min_pca 10 0.98 0.75 500 21.072 2.946 16 21
min_pca 20 0.98 0.75 500 25.022 2.705 20 25
tpca 0.8 0.98 0.75 500 22.31 6.023 12 22
tpca 0.9 0.98 0.75 500 20.806 4.693 13 20
tpca 0.95 0.98 0.75 500 20.01 4.105 13 19
tpca 0.99 0.98 0.75 500 20.278 3.295 14 20
tpca 0.995 0.98 0.75 500 21.254 3.117 15.475 21
tpca 0.999 0.98 0.75 500 22.446 3.024 16 22
max_pca 1 0.95 0 500 44.976 14.967 20 42
max_pca 2 0.95 0 500 30.15 7.4 17.475 29
max_pca 3 0.95 0 500 24.762 5.672 15 24
max_pca 5 0.95 0 500 19.982 4.019 13 20
max_pca 10 0.95 0 500 15.164 3.015 10 15
max_pca 20 0.95 0 500 11.818 2.434 7.475 12
min_pca 1 0.95 0 500 7.982 3.352 3 7
min_pca 2 0.95 0 500 7.266 2.287 4 7
min_pca 3 0.95 0 500 6.936 1.826 4 7
min_pca 5 0.95 0 500 6.816 1.457 4 7
min_pca 10 0.95 0 500 7.118 1.166 5 7
min_pca 20 0.95 0 500 8.5 1.045 7 8
tpca 0.8 0.95 0 500 7.266 2.287 4 7
tpca 0.9 0.95 0 500 6.936 1.826 4 7
tpca 0.95 0.95 0 500 6.764 1.565 4 7
tpca 0.99 0.95 0 500 6.826 1.307 5 7
tpca 0.995 0.95 0 500 7.218 1.266 5 7
tpca 0.999 0.95 0 500 7.47 1.171 5 7
max_pca 1 0.95 0.5 500 165.15 281.287 41.95 112
max_pca 2 0.95 0.5 500 68.418 22.159 29.475 65
max_pca 3 0.95 0.5 500 53.366 14.976 27 52
max_pca 5 0.95 0.5 500 42.496 10.713 24 41
max_pca 10 0.95 0.5 500 32.664 7.281 19 32
max_pca 20 0.95 0.5 500 25.886 5.961 14 25
min_pca 1 0.95 0.5 500 13.42 5.401 5 12
min_pca 2 0.95 0.5 500 12.104 3.57 6 12
min_pca 3 0.95 0.5 500 11.446 2.85 6.475 11
min_pca 5 0.95 0.5 500 11.29 2.3 7 11
