method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0 500 32.776 10.003 15 31
max_pca 2 0.98 0 500 21.718 5.395 12 21
max_pca 3 0.98 0 500 18.394 4.072 11 18
max_pca 5 0.98 0 500 14.608 2.942 9 14
max_pca 10 0.98 0 500 10.812 2.002 7 11
max_pca 20 0.98 0 500 8.734 1.731 6 9
min_pca 1 0.98 0 500 2.202 0.453 2 2
min_pca 2 0.98 0 500 2.226 0.446 2 2
min_pca 3 0.98 0 500 2.208 0.426 2 2
min_pca 5 0.98 0 500 2.236 0.43 2 2
min_pca 10 0.98 0 500 2.55 0.51 2 3
min_pca 20 0.98 0 500 3.076 0.301 3 3
tpca 0.8 0.98 0 500 2.202 0.453 2 2
tpca 0.9 0.98 0 500 2.202 0.453 2 2
tpca 0.95 0.98 0 500 2.202 0.453 2 2
tpca 0.99 0.98 0 500 2.162 0.38 2 2
tpca 0.995 0.98 0 500 2.182 0.391 2 2
tpca 0.999 0.98 0 500 2.256 0.441 2 2
max_pca 1 0.98 0.5 500 87.272 37.057 32.475 79
max_pca 2 0.98 0.5 500 53.862 18.022 26.475 50
max_pca 3 0.98 0.5 500 44.614 13.815 21 42
max_pca 5 0.98 0.5 500 33.198 8.844 19 32.025
max_pca 10 0.98 0.5 500 24.452 6.089 14 23
max_pca 20 0.98 0.5 500 21.004 5.706 12 20
min_pca 1 0.98 0.5 500 2.44 0.718 2 2
min_pca 2 0.98 0.5 500 2.574 0.697 2 2
min_pca 3 0.98 0.5 500 2.602 0.62 2 3
min_pca 5 0.98 0.5 500 2.736 0.568 2 3
min_pca 10 0.98 0.5 500 3.172 0.464 2 3
min_pca 20 0.98 0.5 500 4.136 0.575 3 4
tpca 0.8 0.98 0.5 500 2.44 0.718 2 2
tpca 0.9 0.98 0.5 500 2.44 0.718 2 2
tpca 0.95 0.98 0.5 500 2.44 0.718 2 2
tpca 0.99 0.98 0.5 500 2.456 0.636 2 2
tpca 0.995 0.98 0.5 500 2.582 0.626 2 2
tpca 0.999 0.98 0.5 500 2.752 0.575 2 3
max_pca 1 0.98 0.75 500 356.312 570.442 46.475 155
max_pca 2 0.98 0.75 500 97.728 38.459 42 90
max_pca 3 0.98 0.75 500 76.628 25.478 34 72
max_pca 5 0.98 0.75 500 55.458 16.552 28 53
max_pca 10 0.98 0.75 500 40.408 10.858 21 38
max_pca 20 0.98 0.75 500 36.55 10.319 18 35
min_pca 1 0.98 0.75 500 2.87 1.039 2 3
min_pca 2 0.98 0.75 500 3.208 0.924 2 3
min_pca 3 0.98 0.75 500 3.328 0.809 2 3
min_pca 5 0.98 0.75 500 3.564 0.726 3 3
min_pca 10 0.98 0.75 500 4.442 0.743 3 4
min_pca 20 0.98 0.75 500 6.252 0.823 5 6
tpca 0.8 0.98 0.75 500 2.87 1.039 2 3
tpca 0.9 0.98 0.75 500 2.87 1.039 2 3
tpca 0.95 0.98 0.75 500 2.87 1.039 2 3
tpca 0.99 0.98 0.75 500 2.994 0.905 2 3
tpca 0.995 0.98 0.75 500 3.264 0.822 2 3
tpca 0.999 0.98 0.75 500 3.588 0.761 2 3
max_pca 1 0.95 0 500 37.1 11.898 17 35
max_pca 2 0.95 0 500 24.082 6.532 12 23
max_pca 3 0.95 0 500 20.354 4.98 12 20
max_pca 5 0.95 0 500 16.024 3.557 9 16
max_pca 10 0.95 0 500 11.864 2.159 8 12
max_pca 20 0.95 0 500 9.582 1.841 6 9
min_pca 1 0.95 0 500 2.236 0.559 2 2
min_pca 2 0.95 0 500 2.274 0.513 2 2
min_pca 3 0.95 0 500 2.256 0.468 2 2
min_pca 5 0.95 0 500 2.272 0.454 2 2
min_pca 10 0.95 0 500 2.618 0.51 2 3
min_pca 20 0.95 0 500 3.138 0.351 3 3
tpca 0.8 0.95 0 500 2.236 0.559 2 2
tpca 0.9 0.95 0 500 2.236 0.559 2 2
tpca 0.95 0.95 0 500 2.236 0.559 2 2
tpca 0.99 0.95 0 500 2.188 0.435 2 2
tpca 0.995 0.95 0 500 2.194 0.406 2 2
tpca 0.999 0.95 0 500 2.262 0.449 2 2
max_pca 1 0.95 0.5 500 96.764 92.175 34 85.025
max_pca 2 0.95 0.5 500 58.8 19.36 25.475 56
max_pca 3 0.95 0.5 500 47.196 14.108 23 45
max_pca 5 0.95 0.5 500 35.268 9.386 20 34
max_pca 10 0.95 0.5 500 26.002 6.241 15 25
max_pca 20 0.95 0.5 500 22.516 5.667 12 22
min_pca 1 0.95 0.5 500 2.498 0.795 2 2
min_pca 2 0.95 0.5 500 2.654 0.732 2 3
min_pca 3 0.95 0.5 500 2.688 0.651 2 3
min_pca 5 0.95 0.5 500 2.838 0.566 2 3
min_pca 10 0.95 0.5 500 3.298 0.519 3 3
min_pca 20 0.95 0.5 500 4.312 0.589 3 4
tpca 0.8 0.95 0.5 500 2.498 0.795 2 2
tpca 0.9 0.95 0.5 500 2.498 0.795 2 2
tpca 0.95 0.95 0.5 500 2.498 0.795 2 2
tpca 0.99 0.95 0.5 500 2.536 0.685 2 2
tpca 0.995 0.95 0.5 500 2.648 0.639 2 3
tpca 0.999 0.95 0.5 500 2.85 0.576 2 3
max_pca 1 0.95 0.75 500 462.708 685.84 45.95 152
max_pca 2 0.95 0.75 500 102.556 48.172 37.95 95
max_pca 3 0.95 0.75 500 79.14 26.406 35 75
max_pca 5 0.95 0.75 500 57.206 16.014 30 55
max_pca 10 0.95 0.75 500 42.59 11.3 24 42
max_pca 20 0.95 0.75 500 39.228 11.37 19.475 38
min_pca 1 0.95 0.75 500 2.904 1.144 2 3
min_pca 2 0.95 0.75 500 3.32 0.925 2 3
min_pca 3 0.95 0.75 500 3.412 0.807 2 3
min_pca 5 0.95 0.75 500 3.716 0.762 3 4
min_pca 10 0.95 0.75 500 4.602 0.798 3 4
min_pca 20 0.95 0.75 500 6.542 0.937 5 6
tpca 0.8 0.95 0.75 500 2.904 1.144 2 3
tpca 0.9 0.95 0.75 500 2.904 1.144 2 3
tpca 0.95 0.95 0.75 500 2.904 1.144 2 3
tpca 0.99 0.95 0.75 500 3.126 0.976 2 3
tpca 0.995 0.95 0.75 500 3.382 0.835 2 3
tpca 0.999 0.95 0.75 500 3.714 0.798 3 4
max_pca 1 0.9 0 500 44.984 16.258 19.475 41
max_pca 2 0.9 0 500 28.614 8.048 15.475 27
max_pca 3 0.9 0 500 23.868 6.124 13 23
max_pca 5 0.9 0 500 18.614 4.273 11 18
max_pca 10 0.9 0 500 13.658 2.862 9 13
max_pca 20 0.9 0 500 11.134 2.481 7 11
min_pca 1 0.9 0 500 2.272 0.596 2 2
min_pca 2 0.9 0 500 2.294 0.518 2 2
min_pca 3 0.9 0 500 2.266 0.46 2 2
min_pca 5 0.9 0 500 2.294 0.465 2 2
min_pca 10 0.9 0 500 2.694 0.499 2 3
min_pca 20 0.9 0 500 3.224 0.432 3 3
tpca 0.8 0.9 0 500 2.272 0.596 2 2
tpca 0.9 0.9 0 500 2.272 0.596 2 2
tpca 0.95 0.9 0 500 2.272 0.596 2 2
tpca 0.99 0.9 0 500 2.214 0.491 2 2
tpca 0.995 0.9 0 500 2.232 0.45 2 2
tpca 0.999 0.9 0 500 2.32 0.484 2 2
max_pca 1 0.9 0.5 500 123.42 196.593 33.95 94
max_pca 2 0.9 0.5 500 63.386 23.266 25 59
max_pca 3 0.9 0.5 500 52.096 16.767 24.475 50
max_pca 5 0.9 0.5 500 38.366 10.909 20 37
max_pca 10 0.9 0.5 500 28.53 7.326 16 27
max_pca 20 0.9 0.5 500 24.97 6.085 15 24
min_pca 1 0.9 0.5 500 2.596 0.937 2 2
min_pca 2 0.9 0.5 500 2.764 0.806 2 3
min_pca 3 0.9 0.5 500 2.854 0.708 2 3
min_pca 5 0.9 0.5 500 2.978 0.575 2 3
min_pca 10 0.9 0.5 500 3.46 0.552 3 3
min_pca 20 0.9 0.5 500 4.614 0.646 4 5
tpca 0.8 0.9 0.5 500 2.596 0.937 2 2
tpca 0.9 0.9 0.5 500 2.596 0.937 2 2
tpca 0.95 0.9 0.5 500 2.596 0.937 2 2
tpca 0.99 0.9 0.5 500 2.574 0.744 2 2
tpca 0.995 0.9 0.5 500 2.772 0.702 2 3
tpca 0.999 0.9 0.5 500 2.994 0.578 2 3
max_pca 1 0.9 0.75 500 500.978 707.413 53.475 160
max_pca 2 0.9 0.75 500 113.148 97.313 41 102
max_pca 3 0.9 0.75 500 85.23 31.39 37.95 80
max_pca 5 0.9 0.75 500 59.492 18.382 29 57
max_pca 10 0.9 0.75 500 44.084 13.093 22 42
max_pca 20 0.9 0.75 500 40.7 12.222 20 39
min_pca 1 0.9 0.75 500 3.094 1.215 2 3
min_pca 2 0.9 0.75 500 3.532 0.967 2 3
min_pca 3 0.9 0.75 500 3.696 0.888 2 4
min_pca 5 0.9 0.75 500 3.928 0.793 3 4
min_pca 10 0.9 0.75 500 4.968 0.839 4 5
min_pca 20 0.9 0.75 500 7.08 0.986 5 7
tpca 0.8 0.9 0.75 500 3.094 1.215 2 3
tpca 0.9 0.9 0.75 500 3.094 1.215 2 3
tpca 0.95 0.9 0.75 500 3.094 1.215 2 3
tpca 0.99 0.9 0.75 500 3.308 1.037 2 3
tpca 0.995 0.9 0.75 500 3.614 0.876 2 3
tpca 0.999 0.9 0.75 500 3.962 0.826 3 4
max_pca 1 0.7 0 500 99.284 152.473 34 80
max_pca 2 0.7 0 500 54.478 19.611 24 51
max_pca 3 0.7 0 500 42.782 12.81 22 40
max_pca 5 0.7 0 500 32 8.485 17 31
max_pca 10 0.7 0 500 23.306 5.616 13 23
max_pca 20 0.7 0 500 20.052 5.019 11 19.025
min_pca 1 0.7 0 500 2.4 0.673 2 2
min_pca 2 0.7 0 500 2.572 0.662 2 2
min_pca 3 0.7 0 500 2.616 0.655 2 3
min_pca 5 0.7 0 500 2.738 0.592 2 3
min_pca 10 0.7 0 500 3.148 0.454 2 3
min_pca 20 0.7 0 500 4.106 0.558 3 4
tpca 0.8 0.7 0 500 2.4 0.673 2 2
tpca 0.9 0.7 0 500 2.4 0.673 2 2
tpca 0.95 0.7 0 500 2.4 0.673 2 2
tpca 0.99 0.7 0 500 2.412 0.619 2 2
tpca 0.995 0.7 0 500 2.546 0.62 2 2
tpca 0.999 0.7 0 500 2.758 0.58 2 3
max_pca 1 0.7 0.5 500 427.318 644.762 55 150
max_pca 2 0.7 0.5 500 104.454 127.016 37.475 89
max_pca 3 0.7 0.5 500 75.856 26.848 33.475 70
max_pca 5 0.7 0.5 500 54.04 17.031 25 51
max_pca 10 0.7 0.5 500 39.814 11.781 19 39
max_pca 20 0.7 0.5 500 36.354 11.138 16.475 35
min_pca 1 0.7 0.5 500 2.938 1.151 2 3
min_pca 2 0.7 0.5 500 3.262 1.077 2 3
min_pca 3 0.7 0.5 500 3.382 0.928 2 3
min_pca 5 0.7 0.5 500 3.6 0.808 2 3
min_pca 10 0.7 0.5 500 4.412 0.766 3 4
min_pca 20 0.7 0.5 500 6.212 0.861 5 6
tpca 0.8 0.7 0.5 500 2.938 1.151 2 3
tpca 0.9 0.7 0.5 500 2.938 1.151 2 3
tpca 0.95 0.7 0.5 500 2.938 1.151 2 3
tpca 0.99 0.7 0.5 500 3.042 0.956 2 3
tpca 0.995 0.7 0.5 500 3.328 0.902 2 3
tpca 0.999 0.7 0.5 500 3.636 0.818 2 3
max_pca 1 0.7 0.75 500 824.172 858.538 55.9 214.025
max_pca 2 0.7 0.75 500 229.764 415.255 44.375 124
max_pca 3 0.7 0.75 500 107.408 95.15 43.475 97
max_pca 5 0.7 0.75 500 70.662 24.421 30.475 66
max_pca 10 0.7 0.75 500 53.314 15.812 27 50
max_pca 20 0.7 0.75 500 51.656 15.681 25 49
min_pca 1 0.7 0.75 500 3.768 1.605 2 3
min_pca 2 0.7 0.75 500 4.476 1.559 2 4
min_pca 3 0.7 0.75 500 4.666 1.317 3 4
min_pca 5 0.7 0.75 500 5.13 1.228 3 5
min_pca 10 0.7 0.75 500 6.794 1.255 5 7
min_pca 20 0.7 0.75 500 10.196 1.478 8 10
tpca 0.8 0.7 0.75 500 3.768 1.605 2 3
tpca 0.9 0.7 0.75 500 3.768 1.605 2 3
tpca 0.95 0.7 0.75 500 3.768 1.605 2 3
tpca 0.99 0.7 0.75 500 4.116 1.477 2 4
tpca 0.995 0.7 0.75 500 4.598 1.396 3 4
tpca 0.999 0.7 0.75 500 5.138 1.239 3 5
max_pca 1 0.5 0 500 408.998 650.718 41 133
max_pca 2 0.5 0 500 94.068 43.778 38 86
max_pca 3 0.5 0 500 72.456 24.918 32 68
max_pca 5 0.5 0 500 53.026 16.768 25 50
max_pca 10 0.5 0 500 38.604 10.903 19 38
max_pca 20 0.5 0 500 34.82 10.413 17 34
min_pca 1 0.5 0 500 2.804 1.035 2 2
min_pca 2 0.5 0 500 3.058 0.932 2 3
min_pca 3 0.5 0 500 3.164 0.799 2 3
min_pca 5 0.5 0 500 3.358 0.703 2 3
min_pca 10 0.5 0 500 4.142 0.784 3 4
min_pca 20 0.5 0 500 5.788 0.901 4 6
tpca 0.8 0.5 0 500 2.804 1.035 2 2
tpca 0.9 0.5 0 500 2.804 1.035 2 2
tpca 0.95 0.5 0 500 2.804 1.035 2 2
tpca 0.99 0.5 0 500 2.92 0.878 2 3
tpca 0.995 0.5 0 500 3.132 0.812 2 3
tpca 0.999 0.5 0 500 3.428 0.742 2 3
max_pca 1 0.5 0.5 500 897.576 888.111 62.475 210.1
max_pca 2 0.5 0.5 500 230.278 422.921 42 123.025
max_pca 3 0.5 0.5 500 114.876 153.449 42 95
max_pca 5 0.5 0.5 500 71.16 24.689 32 67
max_pca 10 0.5 0.5 500 53.744 16.99 26 51
max_pca 20 0.5 0.5 500 53.038 16.969 27 50
min_pca 1 0.5 0.5 500 3.698 1.627 2 3
min_pca 2 0.5 0.5 500 4.386 1.574 2 4
min_pca 3 0.5 0.5 500 4.574 1.42 3 4
min_pca 5 0.5 0.5 500 5.076 1.3 3 5
min_pca 10 0.5 0.5 500 6.664 1.309 4 7
min_pca 20 0.5 0.5 500 9.974 1.555 7 10
tpca 0.8 0.5 0.5 500 3.698 1.627 2 3
tpca 0.9 0.5 0.5 500 3.698 1.627 2 3
tpca 0.95 0.5 0.5 500 3.698 1.627 2 3
tpca 0.99 0.5 0.5 500 3.988 1.444 2 4
tpca 0.995 0.5 0.5 500 4.488 1.421 3 4
tpca 0.999 0.5 0.5 500 5.1 1.32 3 5
max_pca 1 0.5 0.75 500 1135.866 896.152 67.95 956.05
max_pca 2 0.5 0.75 500 394.866 633.027 53 143
max_pca 3 0.5 0.75 500 186.712 341.317 50.475 115
max_pca 5 0.5 0.75 500 86.512 30.038 41.475 81
max_pca 10 0.5 0.75 500 65.242 20.351 32 61
max_pca 20 0.5 0.75 500 65.426 21.569 32 63
min_pca 1 0.5 0.75 500 5.268 2.562 2 5
min_pca 2 0.5 0.75 500 6.822 2.773 3 6
min_pca 3 0.5 0.75 500 7.234 2.515 4 7
min_pca 5 0.5 0.75 500 8.142 2.265 5 8
min_pca 10 0.5 0.75 500 11.236 2.229 7 11
min_pca 20 0.5 0.75 500 17.39 2.517 13 17
tpca 0.8 0.5 0.75 500 5.268 2.562 2 5
tpca 0.9 0.5 0.75 500 5.268 2.562 2 5
tpca 0.95 0.5 0.75 500 5.268 2.562 2 5
tpca 0.99 0.5 0.75 500 5.978 2.314 3 6
tpca 0.995 0.5 0.75 500 7.036 2.366 4 7
tpca 0.999 0.5 0.75 500 8.27 2.345 5 8
max_pca 1 0.3 0 500 1043.234 898.49 61.375 364.025
max_pca 2 0.3 0 500 334.532 558.842 49.475 138
