method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 24.098 5.895 13 24
max_pca 2 0.98 0.5 500 16.254 3.534 10 16
max_pca 3 0.98 0.5 500 13.176 2.637 9 13
max_pca 5 0.98 0.5 500 10.364 1.793 7 10
max_pca 10 0.98 0.5 500 7.318 1.147 5 7
max_pca 20 0.98 0.5 500 5.238 0.804 4 5
min_pca 1 0.98 0.5 500 40.618 265.685 2 3
min_pca 2 0.98 0.5 500 12.976 126.593 2 3
min_pca 3 0.98 0.5 500 6.202 12.398 2 4
min_pca 5 0.98 0.5 500 14.092 90.545 3 6
min_pca 10 0.98 0.5 500 73.01 315.904 5 13
min_pca 20 0.98 0.5 500 517.156 825.722 18 56
tpca 0.8 0.98 0.5 500 40.618 265.685 2 3
tpca 0.9 0.98 0.5 500 40.618 265.685 2 3
tpca 0.95 0.98 0.5 500 40.618 265.685 2 3
tpca 0.99 0.98 0.5 500 40.618 265.685 2 3
tpca 0.995 0.98 0.5 500 12.976 126.593 2 3
tpca 0.999 0.98 0.5 500 12.976 126.593 2 3
mix 0.03 0.98 0.5 500 4.576 0.711 3 5
mix 0.1 0.98 0.5 500 3.842 0.615 3 4
mix 0.3 0.98 0.5 500 3.422 0.555 3 3
mix 1 0.98 0.5 500 3.094 0.492 2 3
max_pca 1 0.98 1.5 500 1971.606 190.66 1853.3 2000
max_pca 2 0.98 1.5 500 1995.226 82.714 2000 2000
max_pca 3 0.98 1.5 500 1986.514 132.918 2000 2000
max_pca 5 0.98 1.5 500 1855.238 489.799 162.475 2000
max_pca 10 0.98 1.5 500 89.302 93.66 29.475 78
max_pca 20 0.98 1.5 500 21.062 7.407 9 20
min_pca 1 0.98 1.5 500 4.432 6.683 2 2
min_pca 2 0.98 1.5 500 3.742 2.689 2 3
min_pca 3 0.98 1.5 500 4.296 2.784 2 3
min_pca 5 0.98 1.5 500 5.68 3.163 3 5
min_pca 10 0.98 1.5 500 8.062 3.331 4 7
min_pca 20 0.98 1.5 500 10.748 3.015 6 10
tpca 0.8 0.98 1.5 500 4.432 6.683 2 2
tpca 0.9 0.98 1.5 500 4.432 6.683 2 2
tpca 0.95 0.98 1.5 500 4.432 6.683 2 2
tpca 0.99 0.98 1.5 500 4.432 6.683 2 2
tpca 0.995 0.98 1.5 500 3.742 2.689 2 3
tpca 0.999 0.98 1.5 500 3.742 2.689 2 3
mix 0.03 0.98 1.5 500 4.568 1.079 3 4
mix 0.1 0.98 1.5 500 4.166 0.97 3 4
mix 0.3 0.98 1.5 500 3.974 0.909 3 4
mix 1 0.98 1.5 500 3.88 0.896 2.475 4
max_pca 1 0.98 2 500 511.68 767.141 31 123.025
max_pca 2 0.98 2 500 56.874 28.034 16.475 51
max_pca 3 0.98 2 500 36.29 16.074 12 33
max_pca 5 0.98 2 500 20.702 8.023 7.475 19
max_pca 10 0.98 2 500 10.334 3.408 5 10
max_pca 20 0.98 2 500 5.158 1.345 3 5
min_pca 1 0.98 2 500 2.514 1.262 2 2
min_pca 2 0.98 2 500 2.486 1.077 2 2
min_pca 3 0.98 2 500 2.636 1.089 2 2
min_pca 5 0.98 2 500 3.212 1.234 2 3
min_pca 10 0.98 2 500 4.11 1.283 3 4
min_pca 20 0.98 2 500 5.204 1.245 3 5
tpca 0.8 0.98 2 500 2.514 1.262 2 2
tpca 0.9 0.98 2 500 2.514 1.262 2 2
tpca 0.95 0.98 2 500 2.514 1.262 2 2
tpca 0.99 0.98 2 500 2.514 1.262 2 2
tpca 0.995 0.98 2 500 2.486 1.077 2 2
tpca 0.999 0.98 2 500 2.486 1.077 2 2
mix 0.03 0.98 2 500 2.308 0.462 2 2
mix 0.1 0.98 2 500 2.172 0.378 2 2
