method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 26.99 6.703 15 27
max_pca 2 0.98 0.5 500 17.344 3.862 10 17
max_pca 3 0.98 0.5 500 14.21 2.831 9 14
max_pca 5 0.98 0.5 500 10.736 1.96 7 10
max_pca 10 0.98 0.5 500 7.586 1.125 6 7.025
max_pca 20 0.98 0.5 500 5.292 0.817 4 5
min_pca 1 0.98 0.5 500 1713.858 682.178 35.475 2000
min_pca 2 0.98 0.5 500 1909.432 403.849 108.8 2000
min_pca 3 0.98 0.5 500 1963.104 258.569 2000 2000
min_pca 5 0.98 0.5 500 2000 0 2000 2000
min_pca 10 0.98 0.5 500 2000 0 2000 2000
min_pca 20 0.98 0.5 500 2000 0 2000 2000
tpca 0.8 0.98 0.5 500 1713.858 682.178 35.475 2000
tpca 0.9 0.98 0.5 500 1909.432 403.849 108.8 2000
tpca 0.95 0.98 0.5 500 1963.104 258.569 2000 2000
tpca 0.99 0.98 0.5 500 2000 0 2000 2000
tpca 0.995 0.98 0.5 500 2000 0 2000 2000
tpca 0.999 0.98 0.5 500 2000 0 2000 2000
mix 0.03 0.98 0.5 500 4.552 0.716 3 5
mix 0.1 0.98 0.5 500 3.806 0.624 3 4
mix 0.3 0.98 0.5 500 3.384 0.567 2 3
mix 1 0.98 0.5 500 3.048 0.488 2 3
max_pca 1 0.98 1.5 500 1947.736 285.607 836.8 2000
max_pca 2 0.98 1.5 500 1921.404 355.396 151.275 2000
max_pca 3 0.98 1.5 500 1918.228 376.555 163.95 2000
max_pca 5 0.98 1.5 500 1328.23 889.616 70.475 2000
max_pca 10 0.98 1.5 500 83.53 125.405 28 70
max_pca 20 0.98 1.5 500 21.238 6.821 10.475 20
min_pca 1 0.98 1.5 500 24.408 10.55 8 22
min_pca 2 0.98 1.5 500 26.294 7.977 12 25
min_pca 3 0.98 1.5 500 23.632 5.926 12 23
min_pca 5 0.98 1.5 500 22.71 4.687 14 22
min_pca 10 0.98 1.5 500 22.35 3.592 16 22
min_pca 20 0.98 1.5 500 20.468 2.444 16 20
tpca 0.8 0.98 1.5 500 24.408 10.55 8 22
tpca 0.9 0.98 1.5 500 26.294 7.977 12 25
tpca 0.95 0.98 1.5 500 23.632 5.926 12 23
tpca 0.99 0.98 1.5 500 22.052 4.736 13.475 21.025
tpca 0.995 0.98 1.5 500 21.436 4.306 14 21
tpca 0.999 0.98 1.5 500 21.126 3.809 14 21
mix 0.03 0.98 1.5 500 4.498 1.073 3 4
mix 0.1 0.98 1.5 500 4.124 0.985 3 4
mix 0.3 0.98 1.5 500 3.936 0.917 3 4
mix 1 0.98 1.5 500 3.848 0.898 2 4
max_pca 1 0.98 2 500 100.31 185.951 17 70
max_pca 2 0.98 2 500 36.904 17.971 12.475 33
max_pca 3 0.98 2 500 28.966 11.447 12 27
max_pca 5 0.98 2 500 18.766 6.919 8 18
max_pca 10 0.98 2 500 10.64 3.439 5 10
max_pca 20 0.98 2 500 5.258 1.428 3 5
min_pca 1 0.98 2 500 11.792 5.283 4 11
min_pca 2 0.98 2 500 11.734 3.627 5 11
min_pca 3 0.98 2 500 10.698 3.022 6 10
min_pca 5 0.98 2 500 10.36 2.4 7 10
min_pca 10 0.98 2 500 10.282 1.877 7 10
min_pca 20 0.98 2 500 9.612 1.309 7.475 9
tpca 0.8 0.98 2 500 11.792 5.283 4 11
tpca 0.9 0.98 2 500 11.734 3.627 5 11
tpca 0.95 0.98 2 500 10.698 3.022 6 10
tpca 0.99 0.98 2 500 10.23 2.451 6 10
tpca 0.995 0.98 2 500 10.068 2.29 6.475 10
tpca 0.999 0.98 2 500 9.864 1.951 7 10
mix 0.03 0.98 2 500 2.266 0.447 2 2
mix 0.1 0.98 2 500 2.154 0.361 2 2
mix 0.3 0.98 2 500 2.092 0.289 2 2
mix 1 0.98 2 500 2.082 0.275 2 2
max_pca 1 0.95 0.5 500 28.88 7.488 16 28
max_pca 2 0.95 0.5 500 18.558 4.208 11 18
max_pca 3 0.95 0.5 500 14.99 3.12 9 15
max_pca 5 0.95 0.5 500 11.32 2.115 7 11
max_pca 10 0.95 0.5 500 8.03 1.316 6 8
max_pca 20 0.95 0.5 500 5.61 0.899 4 6
min_pca 1 0.95 0.5 500 834.522 941.521 18 115.1
min_pca 2 0.95 0.5 500 1168.364 943.477 39.475 2000
min_pca 3 0.95 0.5 500 1286.93 915.986 54.475 2000
min_pca 5 0.95 0.5 500 1721.644 663.411 108.375 2000
min_pca 10 0.95 0.5 500 1996.284 83.092 2000 2000
min_pca 20 0.95 0.5 500 2000 0 2000 2000
tpca 0.8 0.95 0.5 500 834.522 941.521 18 115.1
tpca 0.9 0.95 0.5 500 1168.364 943.477 39.475 2000
tpca 0.95 0.95 0.5 500 1286.93 915.986 54.475 2000
tpca 0.99 0.95 0.5 500 1691.536 692.26 102.475 2000
tpca 0.995 0.95 0.5 500 1841.302 517.976 142.475 2000
tpca 0.999 0.95 0.5 500 1963.448 256.144 2000 2000
mix 0.03 0.95 0.5 500 4.616 0.717 3 5
mix 0.1 0.95 0.5 500 3.88 0.588 3 4
mix 0.3 0.95 0.5 500 3.418 0.586 2 3
mix 1 0.95 0.5 500 3.102 0.533 2 3
max_pca 1 0.95 1.5 500 1939.836 305.925 576 2000
max_pca 2 0.95 1.5 500 1931.192 330.05 349.225 2000
max_pca 3 0.95 1.5 500 1945.998 304.86 422.3 2000
max_pca 5 0.95 1.5 500 1562.078 781.989 89.475 2000
max_pca 10 0.95 1.5 500 90.67 93.872 30.475 79.025
max_pca 20 0.95 1.5 500 22.574 7.485 10 21
min_pca 1 0.95 1.5 500 21.078 9.864 7 19
min_pca 2 0.95 1.5 500 22.41 7.196 10.475 21
min_pca 3 0.95 1.5 500 20.212 5.051 11 20
min_pca 5 0.95 1.5 500 19.95 3.852 13 19
min_pca 10 0.95 1.5 500 20.39 3.033 15 20
min_pca 20 0.95 1.5 500 19.458 2.229 16 19
tpca 0.8 0.95 1.5 500 21.078 9.864 7 19
tpca 0.9 0.95 1.5 500 22.41 7.196 10.475 21
tpca 0.95 0.95 1.5 500 20.212 5.051 11 20
tpca 0.99 0.95 1.5 500 19.488 3.785 12 19
