method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 24.802 6.819 13 24
max_pca 2 0.98 0.5 500 16.56 4.054 10 16
max_pca 3 0.98 0.5 500 13.588 2.909 8.475 13
max_pca 5 0.98 0.5 500 10.98 2.003 7 11
max_pca 10 0.98 0.5 500 7.844 1.331 5.475 8
max_pca 20 0.98 0.5 500 5.488 0.867 4 5
min_pca 1 0.98 0.5 500 165.74 527.002 2 8
min_pca 2 0.98 0.5 500 49.49 265.036 3 8
min_pca 3 0.98 0.5 500 55.384 278.707 4 10
min_pca 5 0.98 0.5 500 105.568 387.958 6.475 17.025
min_pca 10 0.98 0.5 500 348.05 690.162 19 54
min_pca 20 0.98 0.5 500 1634.496 741.202 89.95 2000
tpca 0.8 0.98 0.5 500 165.74 527.002 2 8
tpca 0.9 0.98 0.5 500 165.74 527.002 2 8
tpca 0.95 0.98 0.5 500 49.49 265.036 3 8
tpca 0.99 0.98 0.5 500 49.49 265.036 3 8
tpca 0.995 0.98 0.5 500 49.49 265.036 3 8
tpca 0.999 0.98 0.5 500 55.384 278.707 4 10
mix 0.03 0.98 0.5 500 4.622 0.735 3 5
mix 0.1 0.98 0.5 500 3.85 0.636 3 4
mix 0.3 0.98 0.5 500 3.434 0.609 2 3
mix 1 0.98 0.5 500 3.108 0.534 2 3
max_pca 1 0.98 1.5 500 1912.478 326.745 679.75 2000
max_pca 2 0.98 1.5 500 1906.892 376.601 224.8 2000
max_pca 3 0.98 1.5 500 1876.484 443.138 169.9 2000
max_pca 5 0.98 1.5 500 1394.63 866.548 75.95 2000
max_pca 10 0.98 1.5 500 74.072 28.347 30.475 69
max_pca 20 0.98 1.5 500 19.456 6.356 9 19
min_pca 1 0.98 1.5 500 10.148 8.867 2 7
min_pca 2 0.98 1.5 500 8.49 5.283 3 7
min_pca 3 0.98 1.5 500 9.442 5.207 3 8
min_pca 5 0.98 1.5 500 11.774 4.87 5 11
min_pca 10 0.98 1.5 500 14.658 4.159 8 14
min_pca 20 0.98 1.5 500 16.138 2.995 11 16
tpca 0.8 0.98 1.5 500 10.148 8.867 2 7
tpca 0.9 0.98 1.5 500 10.148 8.867 2 7
tpca 0.95 0.98 1.5 500 8.49 5.283 3 7
tpca 0.99 0.98 1.5 500 8.49 5.283 3 7
tpca 0.995 0.98 1.5 500 8.49 5.283 3 7
tpca 0.999 0.98 1.5 500 9.442 5.207 3 8
mix 0.03 0.98 1.5 500 4.584 1.189 3 4
mix 0.1 0.98 1.5 500 4.142 1.016 3 4
mix 0.3 0.98 1.5 500 3.98 0.999 2 4
mix 1 0.98 1.5 500 3.886 0.971 2 4
max_pca 1 0.98 2 500 104.976 197.126 14 72
max_pca 2 0.98 2 500 37.996 19.224 11 35
max_pca 3 0.98 2 500 26.99 11.999 8 24
max_pca 5 0.98 2 500 18.428 7.13 7 17
max_pca 10 0.98 2 500 10.31 3.296 5 10
max_pca 20 0.98 2 500 5.15 1.305 3 5
min_pca 1 0.98 2 500 4.57 3.494 2 3
min_pca 2 0.98 2 500 3.786 1.756 2 3
min_pca 3 0.98 2 500 4.036 1.644 2 4
min_pca 5 0.98 2 500 4.84 1.667 3 5
min_pca 10 0.98 2 500 5.988 1.664 3 6
