method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 1317.19 861.801 84.425 2000
max_pca 2 0.98 0.5 500 86.286 33.299 35 79
max_pca 3 0.98 0.5 500 68.156 22.23 29.475 64
max_pca 5 0.98 0.5 500 53.016 15.911 25 51
max_pca 10 0.98 0.5 500 33.796 8.752 18 33
max_pca 20 0.98 0.5 500 30.03 8.381 16 29
min_pca 1 0.98 0.5 500 163.13 449.252 15 43
min_pca 2 0.98 0.5 500 35.964 17.679 15 31
min_pca 3 0.98 0.5 500 27.12 8.659 14.475 25
min_pca 5 0.98 0.5 500 20.936 4.613 13 20
min_pca 10 0.98 0.5 500 16.42 2.289 12 16
min_pca 20 0.98 0.5 500 16.666 1.833 13 16
tpca 0.8 0.98 0.5 500 19.112 3.347 14 19
tpca 0.9 0.98 0.5 500 16.294 2.384 12 16
tpca 0.95 0.98 0.5 500 17.382 2.194 14 17
tpca 0.99 0.98 0.5 500 16.144 1.843 13 16
tpca 0.995 0.98 0.5 500 16.722 1.824 13.475 17
tpca 0.999 0.98 0.5 500 16.722 1.824 13.475 17
mix 0.03 0.98 0.5 500 8.192 1.81 5 8
mix 0.1 0.98 0.5 500 7 1.515 4 7
mix 0.3 0.98 0.5 500 6.352 1.399 4 6
mix 1 0.98 0.5 500 5.93 1.387 3 6
max_pca 1 0.98 0.7 500 1274.164 867.975 73.475 2000
max_pca 2 0.98 0.7 500 57.436 19.241 25.475 55
max_pca 3 0.98 0.7 500 46.89 14.524 24 44
max_pca 5 0.98 0.7 500 37.42 10.056 21 35
max_pca 10 0.98 0.7 500 20.778 4.824 13 20
max_pca 20 0.98 0.7 500 18.216 4.412 11 17
min_pca 1 0.98 0.7 500 57.358 232.844 9 22
min_pca 2 0.98 0.7 500 20.102 8.993 9 18
min_pca 3 0.98 0.7 500 15.394 4.61 9 15
min_pca 5 0.98 0.7 500 12.138 2.531 8 12
min_pca 10 0.98 0.7 500 9.796 1.291 8 10
min_pca 20 0.98 0.7 500 10.03 1.004 8 10
tpca 0.8 0.98 0.7 500 11.344 1.881 8 11
tpca 0.9 0.98 0.7 500 9.73 1.379 8 10
tpca 0.95 0.98 0.7 500 10.37 1.231 8 10
tpca 0.99 0.98 0.7 500 9.676 0.984 8 10
tpca 0.995 0.98 0.7 500 10.046 0.991 8 10
tpca 0.999 0.98 0.7 500 10.046 0.991 8 10
mix 0.03 0.98 0.7 500 4.93 0.88 3 5
mix 0.1 0.98 0.7 500 4.282 0.78 3 4
mix 0.3 0.98 0.7 500 3.888 0.732 3 4
mix 1 0.98 0.7 500 3.66 0.705 2 4
max_pca 1 0.98 1 500 1224.3 881.203 78.95 2000
max_pca 2 0.98 1 500 33.318 10.239 16 32
max_pca 3 0.98 1 500 27.902 7.611 15 27
max_pca 5 0.98 1 500 22.93 5.704 13 22
max_pca 10 0.98 1 500 11.87 2.612 7 12
max_pca 20 0.98 1 500 10.286 2.296 6 10
min_pca 1 0.98 1 500 14.526 10.752 6 11
min_pca 2 0.98 1 500 10.694 4.062 6 10
min_pca 3 0.98 1 500 8.626 2.502 5 8
min_pca 5 0.98 1 500 6.986 1.24 5 7
min_pca 10 0.98 1 500 5.904 0.718 5 6
min_pca 20 0.98 1 500 6.046 0.58 5 6
tpca 0.8 0.98 1 500 6.638 0.982 5 6
tpca 0.9 0.98 1 500 5.83 0.742 5 6
tpca 0.95 0.98 1 500 6.202 0.674 5 6
tpca 0.99 0.98 1 500 5.866 0.587 5 6
tpca 0.995 0.98 1 500 6.05 0.573 5 6
tpca 0.999 0.98 1 500 6.05 0.573 5 6
mix 0.03 0.98 1 500 3.254 0.463 3 3
mix 0.1 0.98 1 500 2.936 0.39 2 3
mix 0.3 0.98 1 500 2.736 0.45 2 3
mix 1 0.98 1 500 2.544 0.499 2 3
max_pca 1 0.95 0.5 500 1279.936 872.068 84.9 2000
max_pca 2 0.95 0.5 500 92.952 44.232 36.475 88
max_pca 3 0.95 0.5 500 71.774 23.283 33 67.025
max_pca 5 0.95 0.5 500 56.72 16.858 27 54
max_pca 10 0.95 0.5 500 35.726 9.348 20 34.025
max_pca 20 0.95 0.5 500 32.066 8.355 18.475 31
min_pca 1 0.95 0.5 500 313.514 670.64 12 40
min_pca 2 0.95 0.5 500 44.958 126.383 13 30
min_pca 3 0.95 0.5 500 28.714 14.409 13 25
min_pca 5 0.95 0.5 500 21.54 6.216 12.475 20
min_pca 10 0.95 0.5 500 16.748 2.814 12 16
min_pca 20 0.95 0.5 500 16.912 2.016 13 17
tpca 0.8 0.95 0.5 500 19.612 4.436 13 19
tpca 0.9 0.95 0.5 500 16.71 3.081 11 16
tpca 0.95 0.95 0.5 500 17.622 2.612 13 17
tpca 0.99 0.95 0.5 500 16.402 2.088 13 16
tpca 0.995 0.95 0.5 500 16.934 2.02 13 17
tpca 0.999 0.95 0.5 500 16.934 2.02 13 17
mix 0.03 0.95 0.5 500 8.338 1.828 5 8
mix 0.1 0.95 0.5 500 7.12 1.546 4 7
mix 0.3 0.95 0.5 500 6.428 1.41 4 6
mix 1 0.95 0.5 500 6.072 1.414 3 6
max_pca 1 0.95 0.7 500 1264.064 874.717 76.425 2000
max_pca 2 0.95 0.7 500 60.096 22.418 25 55
max_pca 3 0.95 0.7 500 49.124 16.521 22.475 45
max_pca 5 0.95 0.7 500 38.848 11.485 19.475 37
max_pca 10 0.95 0.7 500 21.704 5.339 13 21
