method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 25.358 6.005 15 25
max_pca 2 0.98 0.5 500 18.226 3.809 12 18
max_pca 3 0.98 0.5 500 15.066 2.728 11 15
max_pca 5 0.98 0.5 500 11.656 1.904 8.475 11
max_pca 10 0.98 0.5 500 8.334 1.168 6 8
max_pca 20 0.98 0.5 500 5.93 0.841 4 6
min_pca 1 0.98 0.5 500 2000 0 2000 2000
min_pca 2 0.98 0.5 500 2000 0 2000 2000
min_pca 3 0.98 0.5 500 2000 0 2000 2000
min_pca 5 0.98 0.5 500 2000 0 2000 2000
min_pca 10 0.98 0.5 500 2000 0 2000 2000
min_pca 20 0.98 0.5 500 2000 0 2000 2000
tpca 0.8 0.98 0.5 500 2000 0 2000 2000
tpca 0.9 0.98 0.5 500 2000 0 2000 2000
tpca 0.95 0.98 0.5 500 2000 0 2000 2000
tpca 0.99 0.98 0.5 500 2000 0 2000 2000
tpca 0.995 0.98 0.5 500 2000 0 2000 2000
tpca 0.999 0.98 0.5 500 2000 0 2000 2000
mix 0.03 0.98 0.5 500 4.554 0.648 3 5
mix 0.1 0.98 0.5 500 3.862 0.596 3 4
mix 0.3 0.98 0.5 500 3.358 0.55 2 3
mix 1 0.98 0.5 500 3.058 0.468 2 3
max_pca 1 0.98 1.5 500 1979.6 168.624 2000 2000
max_pca 2 0.98 1.5 500 2000 0 2000 2000
max_pca 3 0.98 1.5 500 2000 0 2000 2000
max_pca 5 0.98 1.5 500 2000 0 2000 2000
max_pca 10 0.98 1.5 500 1878.998 455.787 170 2000
max_pca 20 0.98 1.5 500 38.798 11.881 19 37
min_pca 1 0.98 1.5 500 41.982 14.081 18 39
min_pca 2 0.98 1.5 500 28.718 7.625 16 27
min_pca 3 0.98 1.5 500 26.176 5.741 15 25
min_pca 5 0.98 1.5 500 23.858 4.105 16 24
min_pca 10 0.98 1.5 500 23.104 3.197 17 23
min_pca 20 0.98 1.5 500 23.296 2.446 18.475 23
tpca 0.8 0.98 1.5 500 28.718 7.625 16 27
tpca 0.9 0.98 1.5 500 25.908 6.002 15.475 25
tpca 0.95 0.98 1.5 500 24.676 4.919 15 24
tpca 0.99 0.98 1.5 500 23.92 3.585 17 23
tpca 0.995 0.98 1.5 500 24.088 3.341 18 24
tpca 0.999 0.98 1.5 500 24.208 3.094 18 24
mix 0.03 0.98 1.5 500 4.566 1.083 3 4
mix 0.1 0.98 1.5 500 4.184 0.959 3 4
mix 0.3 0.98 1.5 500 4.022 0.903 3 4
mix 1 0.98 1.5 500 3.934 0.914 2 4
max_pca 1 0.98 2 500 622.36 820.475 34.425 147.05
max_pca 2 0.98 2 500 62.684 29.809 19 55
max_pca 3 0.98 2 500 43.796 18.633 15 40
max_pca 5 0.98 2 500 31.108 11.39 12.475 29
max_pca 10 0.98 2 500 16.372 5.062 9 16
max_pca 20 0.98 2 500 6.994 1.801 4 7
min_pca 1 0.98 2 500 18.86 7.322 6 17
min_pca 2 0.98 2 500 13.414 3.873 7 13
min_pca 3 0.98 2 500 12.74 3.337 7 12
min_pca 5 0.98 2 500 11.796 2.474 7 11
min_pca 10 0.98 2 500 11.318 1.79 8 11
min_pca 20 0.98 2 500 11.068 1.355 9 11
tpca 0.8 0.98 2 500 13.414 3.873 7 13
tpca 0.9 0.98 2 500 12.47 3.1 7 12
tpca 0.95 0.98 2 500 12.126 2.807 7 12
tpca 0.99 0.98 2 500 11.67 2.015 8 12
tpca 0.995 0.98 2 500 11.606 1.85 8 11
tpca 0.999 0.98 2 500 11.518 1.675 8.475 11
mix 0.03 0.98 2 500 2.272 0.45 2 2
mix 0.1 0.98 2 500 2.158 0.365 2 2
mix 0.3 0.98 2 500 2.11 0.313 2 2
mix 1 0.98 2 500 2.082 0.275 2 2
max_pca 1 0.95 0.5 500 26.722 6.704 14 26
max_pca 2 0.95 0.5 500 19.13 4.281 11.475 19
max_pca 3 0.95 0.5 500 15.752 3.104 9.475 15
max_pca 5 0.95 0.5 500 12.154 2.073 8 12
max_pca 10 0.95 0.5 500 8.706 1.326 6 9
max_pca 20 0.95 0.5 500 6.186 0.919 4.475 6
min_pca 1 0.95 0.5 500 2000 0 2000 2000
min_pca 2 0.95 0.5 500 2000 0 2000 2000
min_pca 3 0.95 0.5 500 2000 0 2000 2000
min_pca 5 0.95 0.5 500 2000 0 2000 2000
min_pca 10 0.95 0.5 500 2000 0 2000 2000
min_pca 20 0.95 0.5 500 2000 0 2000 2000
tpca 0.8 0.95 0.5 500 2000 0 2000 2000
tpca 0.9 0.95 0.5 500 2000 0 2000 2000
tpca 0.95 0.95 0.5 500 2000 0 2000 2000
tpca 0.99 0.95 0.5 500 2000 0 2000 2000
tpca 0.995 0.95 0.5 500 2000 0 2000 2000
tpca 0.999 0.95 0.5 500 2000 0 2000 2000
mix 0.03 0.95 0.5 500 4.584 0.704 3 5
mix 0.1 0.95 0.5 500 3.848 0.598 3 4
mix 0.3 0.95 0.5 500 3.396 0.521 3 3
mix 1 0.95 0.5 500 3.088 0.47 2 3
max_pca 1 0.95 1.5 500 1975.946 173.575 1994.225 2000
max_pca 2 0.95 1.5 500 1994.486 88.927 2000 2000
max_pca 3 0.95 1.5 500 2000 0 2000 2000
max_pca 5 0.95 1.5 500 2000 0 2000 2000
max_pca 10 0.95 1.5 500 1974.212 216.67 2000 2000
max_pca 20 0.95 1.5 500 42.198 13.155 20 40
min_pca 1 0.95 1.5 500 41.094 14.822 19.475 39
min_pca 2 0.95 1.5 500 27.884 7.404 16 27
min_pca 3 0.95 1.5 500 25.754 5.694 16 25
min_pca 5 0.95 1.5 500 23.574 4.32 16 23
min_pca 10 0.95 1.5 500 23.032 3.196 17 23
min_pca 20 0.95 1.5 500 23.264 2.523 19 23
tpca 0.8 0.95 1.5 500 27.884 7.404 16 27
tpca 0.9 0.95 1.5 500 25.172 5.558 16 25
tpca 0.95 0.95 1.5 500 24.202 4.829 16 24
tpca 0.99 0.95 1.5 500 23.836 3.608 17 23
tpca 0.995 0.95 1.5 500 24.084 3.377 18 24
tpca 0.999 0.95 1.5 500 24.314 3.081 18 24
mix 0.03 0.95 1.5 500 4.604 1.049 3 4
mix 0.1 0.95 1.5 500 4.238 0.929 3 4
mix 0.3 0.95 1.5 500 4.056 0.878 3 4
mix 1 0.95 1.5 500 3.962 0.875 2 4
max_pca 1 0.95 2 500 840.97 902.977 32.95 177.025
max_pca 2 0.95 2 500 69.208 35.56 18.475 60
max_pca 3 0.95 2 500 46.896 21.074 16 43
max_pca 5 0.95 2 500 33.244 12.629 13 32
max_pca 10 0.95 2 500 17.804 5.576 8 17
max_pca 20 0.95 2 500 7.394 1.998 4 7
min_pca 1 0.95 2 500 17.504 7.021 7 16
min_pca 2 0.95 2 500 13.246 3.735 7 13
min_pca 3 0.95 2 500 12.41 2.957 8 12
