method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0 500 32.772 9.921 16 31
max_pca 2 0.98 0 500 22.702 5.961 12.475 22
max_pca 3 0.98 0 500 18.876 4.667 11 18
max_pca 5 0.98 0 500 14.822 3.107 9.475 14
max_pca 10 0.98 0 500 11.332 2.244 7 11
max_pca 20 0.98 0 500 9.114 1.782 6 9
min_pca 1 0.98 0 500 2.01 0.1 2 2
min_pca 2 0.98 0 500 2.004 0.063 2 2
min_pca 3 0.98 0 500 2.004 0.063 2 2
min_pca 5 0.98 0 500 2.004 0.063 2 2
min_pca 10 0.98 0 500 2.004 0.063 2 2
min_pca 20 0.98 0 500 2.042 0.201 2 2
tpca 0.8 0.98 0 500 2.01 0.1 2 2
tpca 0.9 0.98 0 500 2.01 0.1 2 2
tpca 0.95 0.98 0 500 2.01 0.1 2 2
tpca 0.99 0.98 0 500 2.01 0.1 2 2
tpca 0.995 0.98 0 500 2.01 0.1 2 2
tpca 0.999 0.98 0 500 2.01 0.1 2 2
max_pca 1 0.98 0.5 500 91.444 34.732 36.95 85
max_pca 2 0.98 0.5 500 66.296 22.154 29 62
max_pca 3 0.98 0.5 500 50.866 15.252 27 48
max_pca 5 0.98 0.5 500 39.952 10.484 21 39
max_pca 10 0.98 0.5 500 30.066 7.498 17.475 29
max_pca 20 0.98 0.5 500 24.448 5.711 14 24
min_pca 1 0.98 0.5 500 2.028 0.165 2 2
min_pca 2 0.98 0.5 500 2.006 0.077 2 2
min_pca 3 0.98 0.5 500 2.004 0.063 2 2
min_pca 5 0.98 0.5 500 2.008 0.089 2 2
min_pca 10 0.98 0.5 500 2.036 0.186 2 2
min_pca 20 0.98 0.5 500 2.66 0.474 2 3
tpca 0.8 0.98 0.5 500 2.028 0.165 2 2
tpca 0.9 0.98 0.5 500 2.028 0.165 2 2
tpca 0.95 0.98 0.5 500 2.028 0.165 2 2
tpca 0.99 0.98 0.5 500 2.028 0.165 2 2
