method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0 500 36.142 9.821 18 35
max_pca 2 0.98 0 500 25.402 6.301 14 25
max_pca 3 0.98 0 500 20.682 4.763 13 20
max_pca 5 0.98 0 500 16.342 3.321 11 16
max_pca 10 0.98 0 500 12.724 2.358 8 12
max_pca 20 0.98 0 500 10.496 1.999 6 10
min_pca 1 0.98 0 500 3.848 1.478 2 3
min_pca 2 0.98 0 500 3.482 1.004 2 3
min_pca 3 0.98 0 500 3.374 0.807 2 3
min_pca 5 0.98 0 500 3.542 0.694 3 3
min_pca 10 0.98 0 500 3.864 0.644 3 4
min_pca 20 0.98 0 500 4.694 0.621 4 5
tpca 0.8 0.98 0 500 3.848 1.478 2 3
tpca 0.9 0.98 0 500 3.482 1.004 2 3
tpca 0.95 0.98 0 500 3.374 0.807 2 3
tpca 0.99 0.98 0 500 3.522 0.697 3 3
tpca 0.995 0.98 0 500 3.668 0.662 3 4
tpca 0.999 0.98 0 500 3.7 0.662 3 4
max_pca 1 0.98 0.5 500 79.338 29.241 35 74
max_pca 2 0.98 0.5 500 58.004 17.818 29 56.025
max_pca 3 0.98 0.5 500 48.252 14.181 24 47
max_pca 5 0.98 0.5 500 37.984 10.145 20 37
max_pca 10 0.98 0.5 500 29.474 7.023 16 29
max_pca 20 0.98 0.5 500 25.894 6.34 13.475 25
min_pca 1 0.98 0.5 500 5.328 2.356 2 5
min_pca 2 0.98 0.5 500 4.918 1.553 3 5
min_pca 3 0.98 0.5 500 4.754 1.225 3 5
min_pca 5 0.98 0.5 500 5.082 1.044 3 5
min_pca 10 0.98 0.5 500 5.806 0.985 4 6
min_pca 20 0.98 0.5 500 7.416 0.964 6 7
tpca 0.8 0.98 0.5 500 5.328 2.356 2 5
tpca 0.9 0.98 0.5 500 4.918 1.553 3 5
tpca 0.95 0.98 0.5 500 4.754 1.225 3 5
tpca 0.99 0.98 0.5 500 5.106 1.072 3 5
tpca 0.995 0.98 0.5 500 5.392 0.994 4 5
tpca 0.999 0.98 0.5 500 5.518 1.002 4 5
max_pca 1 0.98 0.75 500 169.362 259.066 38.475 121
max_pca 2 0.98 0.75 500 99.134 36.68 35 95
max_pca 3 0.98 0.75 500 84.242 27.723 36.475 80
