method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 1202.552 891.781 75.9 2000
max_pca 2 0.98 0.5 500 660.936 818.811 63.475 172.025
max_pca 3 0.98 0.5 500 535.632 754.254 60.95 155
max_pca 5 0.98 0.5 500 79.936 28.389 39 74.025
max_pca 10 0.98 0.5 500 57.638 17.423 29 55
max_pca 20 0.98 0.5 500 43.128 12.305 22.475 41
min_pca 1 0.98 0.5 500 19.39 23.77 5 12
min_pca 2 0.98 0.5 500 7.834 2.319 5 7
min_pca 3 0.98 0.5 500 10.212 3.035 6 9
min_pca 5 0.98 0.5 500 14.242 3.714 8 14
min_pca 10 0.98 0.5 500 14.446 2.439 10 14
min_pca 20 0.98 0.5 500 14.436 1.603 12 14
tpca 0.8 0.98 0.5 500 14.286 3.775 8 13
tpca 0.9 0.98 0.5 500 15.7 3.574 10 15
tpca 0.95 0.98 0.5 500 17.582 3.924 11 17
tpca 0.99 0.98 0.5 500 15.284 2.325 11 15
tpca 0.995 0.98 0.5 500 14.398 1.846 11 14
tpca 0.999 0.98 0.5 500 14.412 1.746 11 14
mix 0.03 0.98 0.5 500 7.764 1.846 5 8
mix 0.1 0.98 0.5 500 6.634 1.583 4 6
mix 0.3 0.98 0.5 500 6.052 1.376 4 6
mix 1 0.98 0.5 500 5.704 1.304 3 6
max_pca 1 0.98 0.7 500 557.662 762.486 56 157.05
max_pca 2 0.98 0.7 500 213.384 392.823 40 116
max_pca 3 0.98 0.7 500 165.998 282.595 45 113
max_pca 5 0.98 0.7 500 47.36 14.356 21 45.025
max_pca 10 0.98 0.7 500 34.644 9.272 18 34
max_pca 20 0.98 0.7 500 25.03 6.585 14 24
min_pca 1 0.98 0.7 500 16.562 90.431 4 8
min_pca 2 0.98 0.7 500 5.042 1.311 3 5
min_pca 3 0.98 0.7 500 6.488 1.696 4 6
min_pca 5 0.98 0.7 500 9.032 2.259 6 8
min_pca 10 0.98 0.7 500 8.824 1.448 7 9
min_pca 20 0.98 0.7 500 8.782 0.923 7 9
tpca 0.8 0.98 0.7 500 9.202 2.393 6 9
tpca 0.9 0.98 0.7 500 9.736 2.141 7 9
tpca 0.95 0.98 0.7 500 10.886 2.419 7 10
tpca 0.99 0.98 0.7 500 9.34 1.42 7 9
tpca 0.995 0.98 0.7 500 8.76 1.118 7 9
tpca 0.999 0.98 0.7 500 8.812 1.054 7 9
mix 0.03 0.98 0.7 500 4.874 0.927 3 5
mix 0.1 0.98 0.7 500 4.246 0.797 3 4
mix 0.3 0.98 0.7 500 3.92 0.712 3 4
mix 1 0.98 0.7 500 3.688 0.69 2.475 4
max_pca 1 0.98 1 500 112.698 176.73 32 87.025
max_pca 2 0.98 1 500 74.358 31.236 29 69
max_pca 3 0.98 1 500 77.312 29.772 31.475 72
max_pca 5 0.98 1 500 25.794 7.235 12 25
max_pca 10 0.98 1 500 19.776 5.17 11 19
max_pca 20 0.98 1 500 13.648 3.465 7 13
min_pca 1 0.98 1 500 7.598 13.084 3 5
min_pca 2 0.98 1 500 3.384 0.658 2.475 3
min_pca 3 0.98 1 500 4.194 0.964 3 4
min_pca 5 0.98 1 500 5.556 1.256 4 5
min_pca 10 0.98 1 500 5.406 0.768 4 5
min_pca 20 0.98 1 500 5.326 0.514 5 5
tpca 0.8 0.98 1 500 5.632 1.277 4 5
tpca 0.9 0.98 1 500 5.916 1.142 4 6
tpca 0.95 0.98 1 500 6.572 1.298 5 6
tpca 0.99 0.98 1 500 5.646 0.733 5 6
tpca 0.995 0.98 1 500 5.372 0.615 4 5
tpca 0.999 0.98 1 500 5.36 0.575 5 5
mix 0.03 0.98 1 500 3.254 0.471 3 3
