method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0 500 40.66 11.826 19.475 39
max_pca 2 0.98 0 500 25.746 6.663 14 25
max_pca 3 0.98 0 500 21.45 4.889 13 21
max_pca 5 0.98 0 500 17.374 3.56 11 17
max_pca 10 0.98 0 500 12.99 2.419 9 13
max_pca 20 0.98 0 500 10.6 1.983 7 10.025
min_pca 1 0.98 0 500 4.682 1.934 2 4
min_pca 2 0.98 0 500 4.114 1.239 3 4
min_pca 3 0.98 0 500 4.154 1.039 3 4
min_pca 5 0.98 0 500 4.296 0.922 3 4
min_pca 10 0.98 0 500 4.686 0.775 4 5
min_pca 20 0.98 0 500 5.58 0.78 4 5
tpca 0.8 0.98 0 500 4.114 1.239 3 4
tpca 0.9 0.98 0 500 4.114 1.239 3 4
tpca 0.95 0.98 0 500 4.142 1.056 3 4
tpca 0.99 0.98 0 500 4.472 0.88 3 4
tpca 0.995 0.98 0 500 4.498 0.841 3 4
tpca 0.999 0.98 0 500 4.578 0.813 3 4
max_pca 1 0.98 0.5 500 148.52 230.201 40.475 110
max_pca 2 0.98 0.5 500 63.424 20.849 28.475 60.025
max_pca 3 0.98 0.5 500 55.81 16.394 28 53
max_pca 5 0.98 0.5 500 40.61 10.796 22 39.025
max_pca 10 0.98 0.5 500 30.526 7.779 17 30
max_pca 20 0.98 0.5 500 26.084 6.336 15 25.025
min_pca 1 0.98 0.5 500 6.822 2.748 3 6
min_pca 2 0.98 0.5 500 5.996 1.823 3 6
min_pca 3 0.98 0.5 500 6.11 1.545 3 6
min_pca 5 0.98 0.5 500 6.372 1.347 4 6
min_pca 10 0.98 0.5 500 7.318 1.154 5 7
min_pca 20 0.98 0.5 500 9.11 1.11 7 9
tpca 0.8 0.98 0.5 500 5.996 1.823 3 6
tpca 0.9 0.98 0.5 500 5.996 1.823 3 6
tpca 0.95 0.98 0.5 500 6.082 1.596 4 6
tpca 0.99 0.98 0.5 500 6.68 1.355 4 6
tpca 0.995 0.98 0.5 500 6.888 1.201 5 7
tpca 0.999 0.98 0.5 500 7.078 1.191 5 7
max_pca 1 0.98 0.75 500 1200.114 890.852 81.375 2000
max_pca 2 0.98 0.75 500 160.134 281.444 44 112
max_pca 3 0.98 0.75 500 125.858 194.487 42 99.025
max_pca 5 0.98 0.75 500 67.698 19.833 35.475 65.025
max_pca 10 0.98 0.75 500 52.768 14.084 27 52
max_pca 20 0.98 0.75 500 48.656 13.357 25 48
min_pca 1 0.98 0.75 500 11.678 4.853 4 11
min_pca 2 0.98 0.75 500 9.714 3.112 5 9
min_pca 3 0.98 0.75 500 10.218 2.698 6 10
min_pca 5 0.98 0.75 500 10.772 2.336 7 10
min_pca 10 0.98 0.75 500 12.574 2.003 9 12
min_pca 20 0.98 0.75 500 15.89 1.854 13 16
tpca 0.8 0.98 0.75 500 9.714 3.112 5 9
tpca 0.9 0.98 0.75 500 9.714 3.112 5 9
tpca 0.95 0.98 0.75 500 9.99 2.618 6 10
tpca 0.99 0.98 0.75 500 11.28 2.262 7.475 11
tpca 0.995 0.98 0.75 500 11.712 1.998 8 11
tpca 0.999 0.98 0.75 500 12.068 1.987 9 12
max_pca 1 0.95 0 500 46.43 15.85 21 43
max_pca 2 0.95 0 500 29.01 8.33 15 28
max_pca 3 0.95 0 500 24.16 5.958 13 23
max_pca 5 0.95 0 500 19.394 4.319 12 19
max_pca 10 0.95 0 500 14.348 2.855 9 14
max_pca 20 0.95 0 500 11.812 2.282 8 12
min_pca 1 0.95 0 500 4.93 2.075 2 4
min_pca 2 0.95 0 500 4.248 1.365 2.475 4
min_pca 3 0.95 0 500 4.278 1.129 3 4
min_pca 5 0.95 0 500 4.364 0.897 3 4
min_pca 10 0.95 0 500 4.844 0.806 4 5
min_pca 20 0.95 0 500 5.832 0.716 5 6
tpca 0.8 0.95 0 500 4.248 1.365 2.475 4
tpca 0.9 0.95 0 500 4.248 1.365 2.475 4
tpca 0.95 0.95 0 500 4.212 1.107 3 4
tpca 0.99 0.95 0 500 4.528 0.885 3 4
tpca 0.995 0.95 0 500 4.614 0.799 3 4
tpca 0.999 0.95 0 500 4.706 0.806 3 5
max_pca 1 0.95 0.5 500 187.002 307.767 41.95 121.025
max_pca 2 0.95 0.5 500 69.372 23.988 29.475 66
max_pca 3 0.95 0.5 500 59.936 18.652 29 57.025
max_pca 5 0.95 0.5 500 42.796 11.408 23.475 41.025
max_pca 10 0.95 0.5 500 32.35 7.998 18 31
max_pca 20 0.95 0.5 500 28.18 6.98 16 27
min_pca 1 0.95 0.5 500 7.844 3.285 3 7
min_pca 2 0.95 0.5 500 6.678 2.099 3 6
min_pca 3 0.95 0.5 500 6.776 1.831 4 7
min_pca 5 0.95 0.5 500 6.962 1.529 4 7
min_pca 10 0.95 0.5 500 7.802 1.23 6 8
min_pca 20 0.95 0.5 500 9.656 1.19 7 10
tpca 0.8 0.95 0.5 500 6.678 2.099 3 6
tpca 0.9 0.95 0.5 500 6.678 2.099 3 6
tpca 0.95 0.95 0.5 500 6.696 1.824 4 6
tpca 0.99 0.95 0.5 500 7.184 1.487 5 7
tpca 0.995 0.95 0.5 500 7.374 1.292 5 7
tpca 0.999 0.95 0.5 500 7.554 1.267 5 7
