method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 1140.852 895.865 82.85 1029.525
max_pca 2 0.98 0.5 500 318.294 549.597 59.475 135
max_pca 3 0.98 0.5 500 139.12 193.971 54.475 110
max_pca 5 0.98 0.5 500 70.088 21.177 35.475 66
max_pca 10 0.98 0.5 500 44.088 11.658 25 42
max_pca 20 0.98 0.5 500 24.974 5.621 15 24
min_pca 1 0.98 0.5 500 15.056 4.225 8 14
min_pca 2 0.98 0.5 500 26.992 6.452 17 26
min_pca 3 0.98 0.5 500 32.842 7.098 20 32
min_pca 5 0.98 0.5 500 45.992 8.379 30.475 45
min_pca 10 0.98 0.5 500 43.538 6.154 32 43
min_pca 20 0.98 0.5 500 28.316 2.669 23 28
tpca 0.8 0.98 0.5 500 39.788 5.824 29 39
tpca 0.9 0.98 0.5 500 40.398 5.457 30.475 40
tpca 0.95 0.98 0.5 500 28.168 2.986 23 28
tpca 0.99 0.98 0.5 500 27.092 2.531 22.475 27
tpca 0.995 0.98 0.5 500 27.092 2.531 22.475 27
tpca 0.999 0.98 0.5 500 27.092 2.531 22.475 27
mix 0.03 0.98 0.5 500 7.408 1.646 5 7
mix 0.1 0.98 0.5 500 6.35 1.378 4 6
mix 0.3 0.98 0.5 500 5.722 1.226 3.475 6
mix 1 0.98 0.5 500 5.378 1.15 3 5
max_pca 1 0.98 0.7 500 1201.114 891.994 81.95 2000
max_pca 2 0.98 0.7 500 280.832 499.399 50.475 130
max_pca 3 0.98 0.7 500 127.374 173.602 49 105
max_pca 5 0.98 0.7 500 55.272 16.041 29 53
max_pca 10 0.98 0.7 500 32.696 7.616 18.475 32
max_pca 20 0.98 0.7 500 16.46 3.668 10 16
min_pca 1 0.98 0.7 500 8.632 2.177 5 8
min_pca 2 0.98 0.7 500 15.628 3.591 10 15
min_pca 3 0.98 0.7 500 19.68 4.107 13 19
min_pca 5 0.98 0.7 500 28.828 5.368 20 28
min_pca 10 0.98 0.7 500 27.578 3.996 21 27
min_pca 20 0.98 0.7 500 17.454 1.727 14 17
tpca 0.8 0.98 0.7 500 24.492 3.713 18 24
tpca 0.9 0.98 0.7 500 25.484 3.507 19 25
tpca 0.95 0.98 0.7 500 17.266 1.915 14 17
tpca 0.99 0.98 0.7 500 16.512 1.572 14 16
tpca 0.995 0.98 0.7 500 16.512 1.572 14 16
tpca 0.999 0.98 0.7 500 16.512 1.572 14 16
mix 0.03 0.98 0.7 500 4.65 0.798 3 5
mix 0.1 0.98 0.7 500 4.082 0.699 3 4
mix 0.3 0.98 0.7 500 3.758 0.661 3 4
mix 1 0.98 0.7 500 3.54 0.649 2 3
max_pca 1 0.98 1 500 1208.744 890.547 61.95 2000
max_pca 2 0.98 1 500 219.524 397.74 48 123
max_pca 3 0.98 1 500 123.468 173.31 42.475 102
max_pca 5 0.98 1 500 40.202 11.581 22 38
max_pca 10 0.98 1 500 20.93 4.772 12 20
max_pca 20 0.98 1 500 9.986 2.065 6.475 10
min_pca 1 0.98 1 500 5.26 1.058 4 5
min_pca 2 0.98 1 500 9.258 1.909 6 9
min_pca 3 0.98 1 500 11.652 2.269 8 11
min_pca 5 0.98 1 500 17.576 3.382 11.475 17
min_pca 10 0.98 1 500 16.156 2.445 12 16
min_pca 20 0.98 1 500 10.25 0.956 9 10
tpca 0.8 0.98 1 500 14.18 2.156 10.475 14
tpca 0.9 0.98 1 500 14.882 2.026 11 15
tpca 0.95 0.98 1 500 10.136 1.047 8 10
tpca 0.99 0.98 1 500 9.692 0.894 8 10
tpca 0.995 0.98 1 500 9.692 0.894 8 10
tpca 0.999 0.98 1 500 9.692 0.894 8 10
mix 0.03 0.98 1 500 3.132 0.413 2 3
mix 0.1 0.98 1 500 2.87 0.387 2 3
mix 0.3 0.98 1 500 2.646 0.483 2 3
mix 1 0.98 1 500 2.444 0.497 2 2
max_pca 1 0.95 0.5 500 1218.51 886.124 72.475 2000
max_pca 2 0.95 0.5 500 277.024 497.547 52.475 131
max_pca 3 0.95 0.5 500 129.46 181.74 48 106
max_pca 5 0.95 0.5 500 69.036 20.503 34 66
