method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 26.496 7.365 13.475 26
max_pca 2 0.98 0.5 500 17.212 3.701 11 17
max_pca 3 0.98 0.5 500 14.198 2.669 9 14
max_pca 5 0.98 0.5 500 11.18 1.969 7 11
max_pca 10 0.98 0.5 500 7.808 1.28 5 8
max_pca 20 0.98 0.5 500 5.434 0.885 4 5
min_pca 1 0.98 0.5 500 2.15 1.562 2 2
min_pca 2 0.98 0.5 500 2.076 0.356 2 2
min_pca 3 0.98 0.5 500 2.178 0.558 2 2
min_pca 5 0.98 0.5 500 2.448 0.919 2 2
min_pca 10 0.98 0.5 500 3.792 1.99 2 3
min_pca 20 0.98 0.5 500 8.792 6.837 4 7
tpca 0.8 0.98 0.5 500 2.15 1.562 2 2
tpca 0.9 0.98 0.5 500 2.15 1.562 2 2
tpca 0.95 0.98 0.5 500 2.15 1.562 2 2
tpca 0.99 0.98 0.5 500 2.15 1.562 2 2
tpca 0.995 0.98 0.5 500 2.15 1.562 2 2
tpca 0.999 0.98 0.5 500 2.15 1.562 2 2
mix 0.03 0.98 0.5 500 4.622 0.732 3 5
mix 0.1 0.98 0.5 500 3.864 0.653 3 4
mix 0.3 0.98 0.5 500 3.404 0.57 2 3
mix 1 0.98 0.5 500 3.092 0.51 2 3
max_pca 1 0.98 1.5 500 1923.212 309.814 676.8 2000
max_pca 2 0.98 1.5 500 1964.688 227.493 1706.275 2000
max_pca 3 0.98 1.5 500 1971.798 216.386 2000 2000
max_pca 5 0.98 1.5 500 1155.86 923.638 67.85 2000
max_pca 10 0.98 1.5 500 77.832 30.453 31 71.025
max_pca 20 0.98 1.5 500 20.958 6.929 9 20
min_pca 1 0.98 1.5 500 2.086 0.481 2 2
min_pca 2 0.98 1.5 500 2.102 0.555 2 2
min_pca 3 0.98 1.5 500 2.16 0.575 2 2
min_pca 5 0.98 1.5 500 2.356 0.766 2 2
min_pca 10 0.98 1.5 500 3.322 1.204 2 3
min_pca 20 0.98 1.5 500 5.13 1.602 3 5
tpca 0.8 0.98 1.5 500 2.086 0.481 2 2
tpca 0.9 0.98 1.5 500 2.086 0.481 2 2
tpca 0.95 0.98 1.5 500 2.086 0.481 2 2
tpca 0.99 0.98 1.5 500 2.086 0.481 2 2
tpca 0.995 0.98 1.5 500 2.086 0.481 2 2
tpca 0.999 0.98 1.5 500 2.086 0.481 2 2
mix 0.03 0.98 1.5 500 4.536 1.111 3 4
mix 0.1 0.98 1.5 500 4.146 0.989 3 4
mix 0.3 0.98 1.5 500 3.926 0.9 2 4
mix 1 0.98 1.5 500 3.838 0.906 2 4
max_pca 1 0.98 2 500 74.072 95.856 15.475 60
max_pca 2 0.98 2 500 41.75 19.091 12 38
max_pca 3 0.98 2 500 29.548 12.076 10 27
max_pca 5 0.98 2 500 18.01 6.82 7 17
max_pca 10 0.98 2 500 10.27 3.409 5 10
max_pca 20 0.98 2 500 5.268 1.393 3 5
min_pca 1 0.98 2 500 2.016 0.141 2 2
min_pca 2 0.98 2 500 2.012 0.109 2 2
min_pca 3 0.98 2 500 2.028 0.177 2 2
min_pca 5 0.98 2 500 2.076 0.287 2 2
min_pca 10 0.98 2 500 2.45 0.583 2 2
min_pca 20 0.98 2 500 3.31 0.68 2 3
tpca 0.8 0.98 2 500 2.016 0.141 2 2
tpca 0.9 0.98 2 500 2.016 0.141 2 2
tpca 0.95 0.98 2 500 2.016 0.141 2 2
tpca 0.99 0.98 2 500 2.016 0.141 2 2
tpca 0.995 0.98 2 500 2.016 0.141 2 2
tpca 0.999 0.98 2 500 2.016 0.141 2 2
mix 0.03 0.98 2 500 2.266 0.447 2 2
mix 0.1 0.98 2 500 2.174 0.385 2 2
mix 0.3 0.98 2 500 2.128 0.34 2 2
mix 1 0.98 2 500 2.106 0.315 2 2
max_pca 1 0.95 0.5 500 28.598 7.182 16 28
max_pca 2 0.95 0.5 500 18.006 4.101 10.475 17
max_pca 3 0.95 0.5 500 14.78 3.008 9 15
max_pca 5 0.95 0.5 500 11.698 2.217 8 11
max_pca 10 0.95 0.5 500 8.066 1.444 5 8
max_pca 20 0.95 0.5 500 5.692 0.925 4 6
min_pca 1 0.95 0.5 500 2.004 0.063 2 2
min_pca 2 0.95 0.5 500 2.002 0.045 2 2
min_pca 3 0.95 0.5 500 2.016 0.126 2 2
min_pca 5 0.95 0.5 500 2.036 0.186 2 2
min_pca 10 0.95 0.5 500 2.638 0.623 2 3
min_pca 20 0.95 0.5 500 4.542 1.097 3 4
tpca 0.8 0.95 0.5 500 2.004 0.063 2 2
tpca 0.9 0.95 0.5 500 2.004 0.063 2 2
tpca 0.95 0.95 0.5 500 2.004 0.063 2 2
tpca 0.99 0.95 0.5 500 2.004 0.063 2 2
tpca 0.995 0.95 0.5 500 2.004 0.063 2 2
tpca 0.999 0.95 0.5 500 2.004 0.063 2 2
mix 0.03 0.95 0.5 500 4.676 0.718 3 5
mix 0.1 0.95 0.5 500 3.908 0.642 3 4
mix 0.3 0.95 0.5 500 3.456 0.566 3 3
mix 1 0.95 0.5 500 3.144 0.506 2 3
max_pca 1 0.95 1.5 500 1911.976 351.993 431.625 2000
max_pca 2 0.95 1.5 500 1954.368 253.77 1086.75 2000
max_pca 3 0.95 1.5 500 1960.888 253.548 1910.75 2000
max_pca 5 0.95 1.5 500 1367.64 878.57 69.95 2000
max_pca 10 0.95 1.5 500 95.97 125.724 32 83
max_pca 20 0.95 1.5 500 22 6.797 10 21
min_pca 1 0.95 1.5 500 2.004 0.063 2 2
min_pca 2 0.95 1.5 500 2.004 0.063 2 2
min_pca 3 0.95 1.5 500 2.008 0.089 2 2
min_pca 5 0.95 1.5 500 2.038 0.191 2 2
min_pca 10 0.95 1.5 500 2.536 0.542 2 2
min_pca 20 0.95 1.5 500 3.754 0.706 3 4
tpca 0.8 0.95 1.5 500 2.004 0.063 2 2
tpca 0.9 0.95 1.5 500 2.004 0.063 2 2
tpca 0.95 0.95 1.5 500 2.004 0.063 2 2
tpca 0.99 0.95 1.5 500 2.004 0.063 2 2
tpca 0.995 0.95 1.5 500 2.004 0.063 2 2
tpca 0.999 0.95 1.5 500 2.004 0.063 2 2
mix 0.03 0.95 1.5 500 4.604 1.198 3 4
mix 0.1 0.95 1.5 500 4.216 1.066 3 4
mix 0.3 0.95 1.5 500 4.034 1.019 2 4
mix 1 0.95 1.5 500 3.936 0.993 2 4
max_pca 1 0.95 2 500 87.022 155.678 14 63
max_pca 2 0.95 2 500 43.474 21.845 11 38.025
max_pca 3 0.95 2 500 30.844 13.193 10 29
max_pca 5 0.95 2 500 18.678 7.332 7 17
max_pca 10 0.95 2 500 10.9 3.634 5.475 10
max_pca 20 0.95 2 500 5.386 1.363 3 5
min_pca 1 0.95 2 500 2.002 0.045 2 2
min_pca 2 0.95 2 500 2 0 2 2
min_pca 3 0.95 2 500 2 0 2 2
min_pca 5 0.95 2 500 2 0 2 2
min_pca 10 0.95 2 500 2.048 0.214 2 2
min_pca 20 0.95 2 500 2.692 0.496 2 3
tpca 0.8 0.95 2 500 2.002 0.045 2 2
tpca 0.9 0.95 2 500 2.002 0.045 2 2
tpca 0.95 0.95 2 500 2.002 0.045 2 2
tpca 0.99 0.95 2 500 2.002 0.045 2 2
tpca 0.995 0.95 2 500 2.002 0.045 2 2
tpca 0.999 0.95 2 500 2.002 0.045 2 2
mix 0.03 0.95 2 500 2.292 0.464 2 2
mix 0.1 0.95 2 500 2.16 0.367 2 2
mix 0.3 0.95 2 500 2.106 0.308 2 2
mix 1 0.95 2 500 2.074 0.262 2 2
max_pca 1 0.9 0.5 500 32.066 9.992 15.475 31
max_pca 2 0.9 0.5 500 19.95 4.442 12 20
max_pca 3 0.9 0.5 500 16.476 3.534 10.475 16
max_pca 5 0.9 0.5 500 12.804 2.51 8 13
max_pca 10 0.9 0.5 500 8.81 1.583 6 9
max_pca 20 0.9 0.5 500 6.25 1.087 4 6
min_pca 1 0.9 0.5 500 2.002 0.045 2 2
min_pca 2 0.9 0.5 500 2.002 0.045 2 2
min_pca 3 0.9 0.5 500 2.002 0.045 2 2
min_pca 5 0.9 0.5 500 2.01 0.1 2 2
min_pca 10 0.9 0.5 500 2.26 0.448 2 2
min_pca 20 0.9 0.5 500 3.48 0.585 3 3
tpca 0.8 0.9 0.5 500 2.002 0.045 2 2
tpca 0.9 0.9 0.5 500 2.002 0.045 2 2
tpca 0.95 0.9 0.5 500 2.002 0.045 2 2
tpca 0.99 0.9 0.5 500 2.002 0.045 2 2
tpca 0.995 0.9 0.5 500 2.002 0.045 2 2
tpca 0.999 0.9 0.5 500 2.002 0.045 2 2
mix 0.03 0.9 0.5 500 4.776 0.782 3 5
mix 0.1 0.9 0.5 500 3.99 0.659 3 4
mix 0.3 0.9 0.5 500 3.546 0.614 3 3
mix 1 0.9 0.5 500 3.232 0.539 2 3
max_pca 1 0.9 1.5 500 1946.354 233.932 1149.875 2000
max_pca 2 0.9 1.5 500 1985.238 134.734 2000 2000
max_pca 3 0.9 1.5 500 1989.18 120.169 2000 2000
max_pca 5 0.9 1.5 500 1715.692 665.455 100.475 2000
max_pca 10 0.9 1.5 500 198.352 398.754 44 107
max_pca 20 0.9 1.5 500 25.384 8.947 10 24
min_pca 1 0.9 1.5 500 2.004 0.063 2 2
min_pca 2 0.9 1.5 500 2.002 0.045 2 2
min_pca 3 0.9 1.5 500 2.004 0.063 2 2
min_pca 5 0.9 1.5 500 2.016 0.126 2 2
min_pca 10 0.9 1.5 500 2.176 0.392 2 2
min_pca 20 0.9 1.5 500 3.19 0.436 3 3
tpca 0.8 0.9 1.5 500 2.004 0.063 2 2
tpca 0.9 0.9 1.5 500 2.004 0.063 2 2
tpca 0.95 0.9 1.5 500 2.004 0.063 2 2
tpca 0.99 0.9 1.5 500 2.004 0.063 2 2
tpca 0.995 0.9 1.5 500 2.004 0.063 2 2
tpca 0.999 0.9 1.5 500 2.004 0.063 2 2
mix 0.03 0.9 1.5 500 4.66 1.164 3 4
mix 0.1 0.9 1.5 500 4.276 1.025 3 4
mix 0.3 0.9 1.5 500 4.068 1.005 2 4
mix 1 0.9 1.5 500 4.01 1.006 2 4
max_pca 1 0.9 2 500 148.774 330.949 20.475 79
max_pca 2 0.9 2 500 53.396 27.147 15 47
max_pca 3 0.9 2 500 37.194 16.338 12 34
max_pca 5 0.9 2 500 21.56 8.075 8 20
max_pca 10 0.9 2 500 12.016 4.051 5.475 11
max_pca 20 0.9 2 500 5.87 1.612 3 6
min_pca 1 0.9 2 500 2.004 0.063 2 2
min_pca 2 0.9 2 500 2.002 0.045 2 2
min_pca 3 0.9 2 500 2.002 0.045 2 2
min_pca 5 0.9 2 500 2.002 0.045 2 2
min_pca 10 0.9 2 500 2.008 0.089 2 2
min_pca 20 0.9 2 500 2.332 0.476 2 2
tpca 0.8 0.9 2 500 2.004 0.063 2 2
tpca 0.9 0.9 2 500 2.004 0.063 2 2
tpca 0.95 0.9 2 500 2.004 0.063 2 2
tpca 0.99 0.9 2 500 2.004 0.063 2 2
tpca 0.995 0.9 2 500 2.004 0.063 2 2
tpca 0.999 0.9 2 500 2.004 0.063 2 2
mix 0.03 0.9 2 500 2.328 0.483 2 2
mix 0.1 0.9 2 500 2.232 0.432 2 2
mix 0.3 0.9 2 500 2.172 0.388 2 2
mix 1 0.9 2 500 2.154 0.372 2 2
max_pca 1 0.7 0.5 500 46.882 16.719 20 43
max_pca 2 0.7 0.5 500 29.02 8.396 15 28
max_pca 3 0.7 0.5 500 23.518 5.848 13.475 23
max_pca 5 0.7 0.5 500 18.616 4.041 12 18
max_pca 10 0.7 0.5 500 12.756 2.529 8 12
max_pca 20 0.7 0.5 500 9.028 1.763 6 9
min_pca 1 0.7 0.5 500 2.002 0.045 2 2
min_pca 2 0.7 0.5 500 2.002 0.045 2 2
min_pca 3 0.7 0.5 500 2.002 0.045 2 2
min_pca 5 0.7 0.5 500 2.002 0.045 2 2
min_pca 10 0.7 0.5 500 2.028 0.165 2 2
min_pca 20 0.7 0.5 500 2.886 0.392 2 3
tpca 0.8 0.7 0.5 500 2.002 0.045 2 2
tpca 0.9 0.7 0.5 500 2.002 0.045 2 2
tpca 0.95 0.7 0.5 500 2.002 0.045 2 2
tpca 0.99 0.7 0.5 500 2.002 0.045 2 2
tpca 0.995 0.7 0.5 500 2.002 0.045 2 2
tpca 0.999 0.7 0.5 500 2.002 0.045 2 2
mix 0.03 0.7 0.5 500 5.348 0.874 4 5
mix 0.1 0.7 0.5 500 4.538 0.809 3 4
mix 0.3 0.7 0.5 500 4.05 0.719 3 4
mix 1 0.7 0.5 500 3.734 0.675 3 4
max_pca 1 0.7 1.5 500 1900.878 352.636 597.225 2000
max_pca 2 0.7 1.5 500 1967.308 207.001 1608.425 2000
max_pca 3 0.7 1.5 500 1995.184 68.385 2000 2000
max_pca 5 0.7 1.5 500 1993.71 89.792 2000 2000
max_pca 10 0.7 1.5 500 1934.798 338.527 206.8 2000
max_pca 20 0.7 1.5 500 51.574 19.624 22 48
min_pca 1 0.7 1.5 500 2 0 2 2
min_pca 2 0.7 1.5 500 2 0 2 2
min_pca 3 0.7 1.5 500 2 0 2 2
min_pca 5 0.7 1.5 500 2 0 2 2
min_pca 10 0.7 1.5 500 2.02 0.14 2 2
min_pca 20 0.7 1.5 500 2.798 0.426 2 3
tpca 0.8 0.7 1.5 500 2 0 2 2
tpca 0.9 0.7 1.5 500 2 0 2 2
tpca 0.95 0.7 1.5 500 2 0 2 2
tpca 0.99 0.7 1.5 500 2 0 2 2
tpca 0.995 0.7 1.5 500 2 0 2 2
tpca 0.999 0.7 1.5 500 2 0 2 2
mix 0.03 0.7 1.5 500 5.404 1.412 3 5
mix 0.1 0.7 1.5 500 4.966 1.336 3 5
mix 0.3 0.7 1.5 500 4.77 1.274 3 5
mix 1 0.7 1.5 500 4.73 1.279 3 4
max_pca 1 0.7 2 500 1006.556 916.985 35.425 279.075
max_pca 2 0.7 2 500 432.578 705.49 31.425 118
max_pca 3 0.7 2 500 104.362 196.685 27.475 74
max_pca 5 0.7 2 500 41.24 17.207 15 38
max_pca 10 0.7 2 500 21.172 7.179 10 20
max_pca 20 0.7 2 500 8.722 2.576 5 8
min_pca 1 0.7 2 500 2 0 2 2
min_pca 2 0.7 2 500 2 0 2 2
min_pca 3 0.7 2 500 2 0 2 2
min_pca 5 0.7 2 500 2 0 2 2
min_pca 10 0.7 2 500 2 0 2 2
min_pca 20 0.7 2 500 2.016 0.126 2 2
tpca 0.8 0.7 2 500 2 0 2 2
tpca 0.9 0.7 2 500 2 0 2 2
tpca 0.95 0.7 2 500 2 0 2 2
tpca 0.99 0.7 2 500 2 0 2 2
tpca 0.995 0.7 2 500 2 0 2 2
tpca 0.999 0.7 2 500 2 0 2 2
mix 0.03 0.7 2 500 2.606 0.532 2 3
mix 0.1 0.7 2 500 2.464 0.53 2 2
mix 0.3 0.7 2 500 2.394 0.513 2 2
mix 1 0.7 2 500 2.386 0.507 2 2
max_pca 1 0.5 0.5 500 84.288 93.064 29 73
max_pca 2 0.5 0.5 500 44.68 14.83 21 42
max_pca 3 0.5 0.5 500 37.182 10.759 18.475 36
max_pca 5 0.5 0.5 500 29.194 7.93 15 29
max_pca 10 0.5 0.5 500 19.81 4.83 11 19
max_pca 20 0.5 0.5 500 14.396 3.37 8 14
min_pca 1 0.5 0.5 500 2.006 0.077 2 2
min_pca 2 0.5 0.5 500 2 0 2 2
min_pca 3 0.5 0.5 500 2 0 2 2
min_pca 5 0.5 0.5 500 2 0 2 2
min_pca 10 0.5 0.5 500 2.018 0.133 2 2
min_pca 20 0.5 0.5 500 2.772 0.448 2 3
tpca 0.8 0.5 0.5 500 2.006 0.077 2 2
tpca 0.9 0.5 0.5 500 2.006 0.077 2 2
tpca 0.95 0.5 0.5 500 2.006 0.077 2 2
tpca 0.99 0.5 0.5 500 2.006 0.077 2 2
tpca 0.995 0.5 0.5 500 2.006 0.077 2 2
tpca 0.999 0.5 0.5 500 2.006 0.077 2 2
mix 0.03 0.5 0.5 500 6.418 1.111 4 6
mix 0.1 0.5 0.5 500 5.544 1.027 3 5
mix 0.3 0.5 0.5 500 5.042 0.941 3 5
mix 1 0.5 0.5 500 4.66 0.962 3 5
max_pca 1 0.5 1.5 500 1944.272 265.429 1020.5 2000
max_pca 2 0.5 1.5 500 1983.026 158.599 2000 2000
max_pca 3 0.5 1.5 500 1986.744 137.601 2000 2000
max_pca 5 0.5 1.5 500 2000 0 2000 2000
max_pca 10 0.5 1.5 500 1997.596 53.755 2000 2000
max_pca 20 0.5 1.5 500 1075.472 925.655 63.95 243.025
min_pca 1 0.5 1.5 500 2 0 2 2
min_pca 2 0.5 1.5 500 2 0 2 2
min_pca 3 0.5 1.5 500 2 0 2 2
min_pca 5 0.5 1.5 500 2 0 2 2
min_pca 10 0.5 1.5 500 2.012 0.109 2 2
min_pca 20 0.5 1.5 500 2.662 0.49 2 3
tpca 0.8 0.5 1.5 500 2 0 2 2
tpca 0.9 0.5 1.5 500 2 0 2 2
tpca 0.95 0.5 1.5 500 2 0 2 2
tpca 0.99 0.5 1.5 500 2 0 2 2
tpca 0.995 0.5 1.5 500 2 0 2 2
tpca 0.999 0.5 1.5 500 2 0 2 2
mix 0.03 0.5 1.5 500 6.572 1.816 4 6
mix 0.1 0.5 1.5 500 6.102 1.703 3 6
mix 0.3 0.5 1.5 500 5.98 1.672 3 6
mix 1 0.5 1.5 500 5.966 1.733 3 6
max_pca 1 0.5 2 500 1837.736 486.921 166.9 2000
max_pca 2 0.5 2 500 1872.57 450.105 135.75 2000
max_pca 3 0.5 2 500 1722.136 660.328 96.475 2000
max_pca 5 0.5 2 500 515.206 767.89 35.475 128
max_pca 10 0.5 2 500 53.844 21.941 21 50
max_pca 20 0.5 2 500 16.676 5.989 7 16
min_pca 1 0.5 2 500 2 0 2 2
min_pca 2 0.5 2 500 2 0 2 2
min_pca 3 0.5 2 500 2 0 2 2
min_pca 5 0.5 2 500 2 0 2 2
min_pca 10 0.5 2 500 2 0 2 2
min_pca 20 0.5 2 500 2.012 0.109 2 2
tpca 0.8 0.5 2 500 2 0 2 2
tpca 0.9 0.5 2 500 2 0 2 2
tpca 0.95 0.5 2 500 2 0 2 2
tpca 0.99 0.5 2 500 2 0 2 2
tpca 0.995 0.5 2 500 2 0 2 2
tpca 0.999 0.5 2 500 2 0 2 2
mix 0.03 0.5 2 500 2.948 0.574 2 3
mix 0.1 0.5 2 500 2.86 0.556 2 3
mix 0.3 0.5 2 500 2.818 0.571 2 3
mix 1 0.5 2 500 2.824 0.588 2 3
max_pca 1 0.3 0.5 500 369.692 614.882 41 128.025
max_pca 2 0.3 0.5 500 79.272 36.234 33.95 71
max_pca 3 0.3 0.5 500 63.95 22.554 29 60
max_pca 5 0.3 0.5 500 50.12 15.825 25 48
max_pca 10 0.3 0.5 500 34.894 9.466 19 33
max_pca 20 0.3 0.5 500 26.812 6.98 14 26
min_pca 1 0.3 0.5 500 2.002 0.045 2 2
min_pca 2 0.3 0.5 500 2 0 2 2
min_pca 3 0.3 0.5 500 2 0 2 2
min_pca 5 0.3 0.5 500 2 0 2 2
min_pca 10 0.3 0.5 500 2.032 0.176 2 2
min_pca 20 0.3 0.5 500 2.892 0.364 2 3
tpca 0.8 0.3 0.5 500 2.002 0.045 2 2
tpca 0.9 0.3 0.5 500 2.002 0.045 2 2
tpca 0.95 0.3 0.5 500 2.002 0.045 2 2
tpca 0.99 0.3 0.5 500 2.002 0.045 2 2
tpca 0.995 0.3 0.5 500 2.002 0.045 2 2
tpca 0.999 0.3 0.5 500 2.002 0.045 2 2
mix 0.03 0.3 0.5 500 8.318 1.494 5 8
mix 0.1 0.3 0.5 500 7.326 1.489 4 7
mix 0.3 0.3 0.5 500 6.822 1.475 4 7
mix 1 0.3 0.5 500 6.588 1.495 4 6
max_pca 1 0.3 1.5 500 1942.1 272.279 876.8 2000
max_pca 2 0.3 1.5 500 1970.576 218.872 2000 2000
max_pca 3 0.3 1.5 500 1992.308 114.459 2000 2000
max_pca 5 0.3 1.5 500 1997.778 49.685 2000 2000
max_pca 10 0.3 1.5 500 1998.458 34.48 2000 2000
max_pca 20 0.3 1.5 500 1990.23 114.728 2000 2000
min_pca 1 0.3 1.5 500 2.004 0.063 2 2
min_pca 2 0.3 1.5 500 2 0 2 2
min_pca 3 0.3 1.5 500 2 0 2 2
min_pca 5 0.3 1.5 500 2.004 0.063 2 2
min_pca 10 0.3 1.5 500 2.034 0.181 2 2
min_pca 20 0.3 1.5 500 2.824 0.412 2 3
tpca 0.8 0.3 1.5 500 2.004 0.063 2 2
tpca 0.9 0.3 1.5 500 2.004 0.063 2 2
tpca 0.95 0.3 1.5 500 2.004 0.063 2 2
tpca 0.99 0.3 1.5 500 2.004 0.063 2 2
tpca 0.995 0.3 1.5 500 2.004 0.063 2 2
tpca 0.999 0.3 1.5 500 2.004 0.063 2 2
mix 0.03 0.3 1.5 500 9.376 2.941 5 9
mix 0.1 0.3 1.5 500 8.864 2.796 4 8.025
mix 0.3 0.3 1.5 500 8.768 2.756 4 8
mix 1 0.3 1.5 500 9.022 2.842 4 9
max_pca 1 0.3 2 500 1926.56 298.512 734.025 2000
max_pca 2 0.3 2 500 1971.768 176.315 1594.4 2000
max_pca 3 0.3 2 500 1995.608 53.05 2000 2000
max_pca 5 0.3 2 500 1996.314 70.271 2000 2000
max_pca 10 0.3 2 500 1963.794 253.876 2000 2000
max_pca 20 0.3 2 500 63.364 26.238 24 59
min_pca 1 0.3 2 500 2.002 0.045 2 2
min_pca 2 0.3 2 500 2 0 2 2
min_pca 3 0.3 2 500 2 0 2 2
min_pca 5 0.3 2 500 2 0 2 2
min_pca 10 0.3 2 500 2 0 2 2
min_pca 20 0.3 2 500 2.028 0.165 2 2
tpca 0.8 0.3 2 500 2.002 0.045 2 2
tpca 0.9 0.3 2 500 2.002 0.045 2 2
tpca 0.95 0.3 2 500 2.002 0.045 2 2
tpca 0.99 0.3 2 500 2.002 0.045 2 2
tpca 0.995 0.3 2 500 2.002 0.045 2 2
tpca 0.999 0.3 2 500 2.002 0.045 2 2
mix 0.03 0.3 2 500 3.622 0.813 2 3
mix 0.1 0.3 2 500 3.552 0.772 2 3
mix 0.3 0.3 2 500 3.588 0.785 2 3
mix 1 0.3 2 500 3.692 0.836 2 4
max_pca 1 0.1 0.5 500 1339.114 851.557 75.95 2000
max_pca 2 0.1 0.5 500 481.784 705.779 55 158.025
max_pca 3 0.1 0.5 500 275.554 485.167 64 135
max_pca 5 0.1 0.5 500 151.026 254.481 54.425 108
max_pca 10 0.1 0.5 500 79.98 26.853 38 76
max_pca 20 0.1 0.5 500 68.538 23.835 28 64
min_pca 1 0.1 0.5 500 2.006 0.077 2 2
min_pca 2 0.1 0.5 500 2.002 0.045 2 2
min_pca 3 0.1 0.5 500 2.002 0.045 2 2
min_pca 5 0.1 0.5 500 2.01 0.1 2 2
min_pca 10 0.1 0.5 500 2.2 0.405 2 2
min_pca 20 0.1 0.5 500 3.34 0.53 3 3
tpca 0.8 0.1 0.5 500 2.006 0.077 2 2
tpca 0.9 0.1 0.5 500 2.006 0.077 2 2
tpca 0.95 0.1 0.5 500 2.006 0.077 2 2
tpca 0.99 0.1 0.5 500 2.006 0.077 2 2
tpca 0.995 0.1 0.5 500 2.006 0.077 2 2
tpca 0.999 0.1 0.5 500 2.006 0.077 2 2
mix 0.03 0.1 0.5 500 14.856 2.917 9 15
mix 0.1 0.1 0.5 500 14.58 3.234 8 14
mix 0.3 0.1 0.5 500 15.006 3.769 8 15
mix 1 0.1 0.5 500 16.214 4.745 7.475 16
max_pca 1 0.1 1.5 500 1892.174 385.715 367.075 2000
max_pca 2 0.1 1.5 500 1888.266 423.725 176.95 2000
max_pca 3 0.1 1.5 500 1907.748 395.163 179.9 2000
max_pca 5 0.1 1.5 500 1911.008 389.923 183.95 2000
max_pca 10 0.1 1.5 500 1883.098 447.689 160.475 2000
max_pca 20 0.1 1.5 500 1835.546 515.916 154.475 2000
min_pca 1 0.1 1.5 500 2.004 0.063 2 2
min_pca 2 0.1 1.5 500 2.002 0.045 2 2
min_pca 3 0.1 1.5 500 2.002 0.045 2 2
min_pca 5 0.1 1.5 500 2.008 0.089 2 2
min_pca 10 0.1 1.5 500 2.224 0.432 2 2
min_pca 20 0.1 1.5 500 3.392 0.589 3 3
tpca 0.8 0.1 1.5 500 2.004 0.063 2 2
tpca 0.9 0.1 1.5 500 2.004 0.063 2 2
tpca 0.95 0.1 1.5 500 2.004 0.063 2 2
tpca 0.99 0.1 1.5 500 2.004 0.063 2 2
tpca 0.995 0.1 1.5 500 2.004 0.063 2 2
tpca 0.999 0.1 1.5 500 2.004 0.063 2 2
mix 0.03 0.1 1.5 500 20.784 8.289 8 19
mix 0.1 0.1 1.5 500 21.686 8.721 9 20
mix 0.3 0.1 1.5 500 23.526 9.856 9 21
mix 1 0.1 1.5 500 26.788 11.826 9 24
max_pca 1 0.1 2 500 1915.882 324.539 601.825 2000
max_pca 2 0.1 2 500 1937.442 310.445 482.925 2000
max_pca 3 0.1 2 500 1974.092 199.026 2000 2000
max_pca 5 0.1 2 500 1988.06 125.458 2000 2000
max_pca 10 0.1 2 500 1983.204 156.564 2000 2000
max_pca 20 0.1 2 500 1957.08 265.077 1547.275 2000
min_pca 1 0.1 2 500 2 0 2 2
min_pca 2 0.1 2 500 2 0 2 2
min_pca 3 0.1 2 500 2 0 2 2
min_pca 5 0.1 2 500 2 0 2 2
min_pca 10 0.1 2 500 2.016 0.126 2 2
min_pca 20 0.1 2 500 2.464 0.515 2 2
tpca 0.8 0.1 2 500 2 0 2 2
tpca 0.9 0.1 2 500 2 0 2 2
tpca 0.95 0.1 2 500 2 0 2 2
tpca 0.99 0.1 2 500 2 0 2 2
tpca 0.995 0.1 2 500 2 0 2 2
tpca 0.999 0.1 2 500 2 0 2 2
mix 0.03 0.1 2 500 6.408 2.043 3 6
mix 0.1 0.1 2 500 6.734 2.104 3 6
mix 0.3 0.1 2 500 7.284 2.353 4 7
mix 1 0.1 2 500 8.108 2.684 4 8
max_pca 1 0.05 0.5 500 1606.664 713.45 106.475 2000
max_pca 2 0.05 0.5 500 947.398 903.95 64.85 225.025
max_pca 3 0.05 0.5 500 695.552 837.955 61 179
max_pca 5 0.05 0.5 500 401.77 643.159 54 142.025
max_pca 10 0.05 0.5 500 120.1 151.415 46 104.025
max_pca 20 0.05 0.5 500 96.956 35.134 44 91
min_pca 1 0.05 0.5 500 2.008 0.089 2 2
min_pca 2 0.05 0.5 500 2.004 0.063 2 2
