method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.98 0.5 500 1710.284 645.019 126.95 2000
max_pca 2 0.98 0.5 500 837.378 879.856 62.95 193
max_pca 3 0.98 0.5 500 876.49 898.091 72.475 195
max_pca 5 0.98 0.5 500 78.998 24.56 40 75
max_pca 10 0.98 0.5 500 49.11 13.819 26 46
max_pca 20 0.98 0.5 500 28.504 7.272 16 27
min_pca 1 0.98 0.5 500 1679.498 709.114 70.475 2000
min_pca 2 0.98 0.5 500 1394.74 875.472 70.475 2000
min_pca 3 0.98 0.5 500 35.318 10.534 20 33
min_pca 5 0.98 0.5 500 24.536 5.022 17 24
min_pca 10 0.98 0.5 500 29.136 4.618 21 28
min_pca 20 0.98 0.5 500 27.928 3.245 22 27
tpca 0.8 0.98 0.5 500 26.878 5.198 19 26
tpca 0.9 0.98 0.5 500 28.212 4.888 20 27
tpca 0.95 0.98 0.5 500 30.374 4.72 22 30
tpca 0.99 0.98 0.5 500 29.212 3.701 23 29
tpca 0.995 0.98 0.5 500 27.692 3.26 22 27
tpca 0.999 0.98 0.5 500 27.928 3.245 22 27
mix 0.03 0.98 0.5 500 7.062 1.569 5 7
mix 0.1 0.98 0.5 500 6.046 1.381 4 6
mix 0.3 0.98 0.5 500 5.542 1.269 3 5
mix 1 0.98 0.5 500 5.242 1.203 3 5
max_pca 1 0.98 0.7 500 1446.664 818.253 75.475 2000
max_pca 2 0.98 0.7 500 542.13 745.971 54.95 164.025
max_pca 3 0.98 0.7 500 666.624 822.425 64.475 176.025
max_pca 5 0.98 0.7 500 61.256 18.794 27.475 59
max_pca 10 0.98 0.7 500 33.376 8.866 19 32
max_pca 20 0.98 0.7 500 17.806 4.525 9.475 17
min_pca 1 0.98 0.7 500 1321.508 913.954 35.95 2000
min_pca 2 0.98 0.7 500 906.83 939.456 38 155
min_pca 3 0.98 0.7 500 20.462 5.928 13 19
min_pca 5 0.98 0.7 500 14.344 3.025 10 14
min_pca 10 0.98 0.7 500 17.424 2.843 13 17
min_pca 20 0.98 0.7 500 17.096 1.965 14 17
tpca 0.8 0.98 0.7 500 15.754 3.239 11 15
tpca 0.9 0.98 0.7 500 16.884 2.963 12 16.025
tpca 0.95 0.98 0.7 500 18.344 2.949 14 18
tpca 0.99 0.98 0.7 500 17.958 2.229 14 18
tpca 0.995 0.98 0.7 500 16.936 1.969 13 17
tpca 0.999 0.98 0.7 500 17.096 1.965 14 17
