method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.9 0.5 500 1559.582 738.797 52.475 2000
max_pca 2 0.9 0.5 500 1513.966 760.846 52 2000
max_pca 3 0.9 0.5 500 1557.224 719.614 57.8 2000
max_pca 5 0.9 0.5 500 1524.666 743.601 43.475 2000
min_pca 1 0.9 0.5 500 2.008 0.089 2 2
min_pca 2 0.9 0.5 500 2.55 0.498 2 3
min_pca 3 0.9 0.5 500 2.822 0.383 2 3
min_pca 5 0.9 0.5 500 3.21 0.408 3 3
tpca 0.8 0.9 0.5 500 2.55 0.498 2 3
tpca 0.9 0.9 0.5 500 2.55 0.498 2 3
tpca 0.95 0.9 0.5 500 2.822 0.383 2 3
tpca 0.99 0.9 0.5 500 2.994 0.148 3 3
mix 0.03 0.9 0.5 500 24.556 10.109 9 22
mix 0.1 0.9 0.5 500 18.852 7.275 7 18
mix 0.3 0.9 0.5 500 16.752 6.203 6 16
mix 1 0.9 0.5 500 15.32 5.628 6 14
max_pca 1 0.9 0.7 500 1114.168 908.068 25.475 1059
max_pca 2 0.9 0.7 500 980.86 914.364 24 205.325
max_pca 3 0.9 0.7 500 844.966 892.579 24 169
max_pca 5 0.9 0.7 500 738.772 868.329 21 130.075
min_pca 1 0.9 0.7 500 2 0 2 2
min_pca 2 0.9 0.7 500 2.046 0.21 2 2
min_pca 3 0.9 0.7 500 2.036 0.186 2 2
min_pca 5 0.9 0.7 500 2.898 0.303 2 3
tpca 0.8 0.9 0.7 500 2.046 0.21 2 2
tpca 0.9 0.9 0.7 500 2.046 0.21 2 2
tpca 0.95 0.9 0.7 500 2.036 0.186 2 2
tpca 0.99 0.9 0.7 500 2.42 0.494 2 2
mix 0.03 0.9 0.7 500 11.348 3.12 6 11
mix 0.1 0.9 0.7 500 9.378 2.508 5 9
mix 0.3 0.9 0.7 500 8.448 2.173 5 8
mix 1 0.9 0.7 500 7.822 1.969 4 8
max_pca 1 0.9 1 500 751.482 899.042 22 108
max_pca 2 0.9 1 500 443.262 739.578 18.475 72
max_pca 3 0.9 1 500 167.748 445.133 14 42.025
max_pca 5 0.9 1 500 91.972 292.247 11 32
min_pca 1 0.9 1 500 2 0 2 2
min_pca 2 0.9 1 500 2 0 2 2
min_pca 3 0.9 1 500 2 0 2 2
min_pca 5 0.9 1 500 2.086 0.281 2 2
tpca 0.8 0.9 1 500 2 0 2 2
tpca 0.9 0.9 1 500 2 0 2 2
tpca 0.95 0.9 1 500 2 0 2 2
tpca 0.99 0.9 1 500 2 0 2 2
mix 0.03 0.9 1 500 6.096 1.225 4 6
mix 0.1 0.9 1 500 5.234 1.051 3 5
mix 0.3 0.9 1 500 4.812 0.946 3 5
mix 1 0.9 1 500 4.52 0.91 3 4
max_pca 1 0.7 0.5 500 1642.122 669.836 68.85 2000
max_pca 2 0.7 0.5 500 1591.418 709.83 43.475 2000
max_pca 3 0.7 0.5 500 1642.642 650.284 77.425 2000
max_pca 5 0.7 0.5 500 1647.184 646.833 71 2000
min_pca 1 0.7 0.5 500 6.314 89.342 2 2
min_pca 2 0.7 0.5 500 3.058 0.962 2 3
min_pca 3 0.7 0.5 500 3.202 0.523 3 3
min_pca 5 0.7 0.5 500 4.044 0.865 3 4
tpca 0.8 0.7 0.5 500 3.058 0.962 2 3
tpca 0.9 0.7 0.5 500 3.058 0.962 2 3
tpca 0.95 0.7 0.5 500 3.202 0.523 3 3
tpca 0.99 0.7 0.5 500 3.546 0.713 3 3
mix 0.03 0.7 0.5 500 33.978 16.85 10 31
mix 0.1 0.7 0.5 500 26.308 12.096 8 24
mix 0.3 0.7 0.5 500 23.452 10.152 7 22
mix 1 0.7 0.5 500 21.68 9.342 6.475 20
