method method_param p change_param n_sim edd sd_edd edd_lower edd_upper
max_pca 1 0.9 0.5 500 1302.812 875.697 25.425 2000
max_pca 2 0.9 0.5 500 1446 808.484 37.475 2000
max_pca 3 0.9 0.5 500 585.612 814.65 23.475 114
max_pca 5 0.9 0.5 500 833.218 890.255 26.475 166.025
min_pca 1 0.9 0.5 500 247.27 642.214 3 5
min_pca 2 0.9 0.5 500 5.436 2.683 3 5
min_pca 3 0.9 0.5 500 5.732 2.68 3 5
min_pca 5 0.9 0.5 500 6.322 2.226 3 6
tpca 0.8 0.9 0.5 500 5.436 2.683 3 5
tpca 0.9 0.9 0.5 500 5.436 2.683 3 5
tpca 0.95 0.9 0.5 500 5.732 2.68 3 5
tpca 0.99 0.9 0.5 500 6.302 2.597 3 6
mix 0.03 0.9 0.5 500 20.676 9.89 7 18
mix 0.1 0.9 0.5 500 16.186 6.84 6 15
mix 0.3 0.9 0.5 500 14.702 6.136 5 13.025
mix 1 0.9 0.5 500 13.486 5.36 5 13
max_pca 1 0.9 0.7 500 272.832 555.363 17 75
max_pca 2 0.9 0.7 500 445.97 729.003 20 92.025
max_pca 3 0.9 0.7 500 59.738 166.835 13 37
max_pca 5 0.9 0.7 500 64.52 176.742 14 40
min_pca 1 0.9 0.7 500 281.56 688.35 2 4
min_pca 2 0.9 0.7 500 3.974 1.755 2 3
min_pca 3 0.9 0.7 500 4.134 1.702 2 4
min_pca 5 0.9 0.7 500 4.246 1.187 3 4
tpca 0.8 0.9 0.7 500 3.974 1.755 2 3
tpca 0.9 0.9 0.7 500 3.974 1.755 2 3
tpca 0.95 0.9 0.7 500 4.134 1.702 2 4
tpca 0.99 0.9 0.7 500 4.356 1.563 3 4
mix 0.03 0.9 0.7 500 10.666 3.316 5 10
mix 0.1 0.9 0.7 500 8.942 2.703 4.475 9
mix 0.3 0.9 0.7 500 8.026 2.433 4 8
mix 1 0.9 0.7 500 7.362 2.295 4 7
max_pca 1 0.9 1 500 34.748 20.611 11 29
max_pca 2 0.9 1 500 45.416 91.824 13 32
max_pca 3 0.9 1 500 19.462 8.617 8.475 17
max_pca 5 0.9 1 500 19.924 8.871 9 17
min_pca 1 0.9 1 500 145.756 509.448 2 3
min_pca 2 0.9 1 500 2.888 0.897 2 3
min_pca 3 0.9 1 500 2.99 0.771 2 3
min_pca 5 0.9 1 500 3.08 0.55 2 3
tpca 0.8 0.9 1 500 2.888 0.897 2 3
tpca 0.9 0.9 1 500 2.888 0.897 2 3
tpca 0.95 0.9 1 500 2.99 0.771 2 3
tpca 0.99 0.9 1 500 3.124 0.731 2 3
mix 0.03 0.9 1 500 5.902 1.399 3.475 6
