data_dim p0 n_training window_size n_sim threshold arl_est arl_lower arl_upper
500 0.1 1000 200 96 65 100 80 120
500 0.1 1000 200 96 66.287 100 80 120
500 0.1 1000 200 96 67.59948 100 80 120
500 0.1 1000 200 96 68.93795 100 80 120
500 0.1 1000 200 96 70.30292 100 80 120
500 0.1 1000 200 96 71.69492 100 80 120
500 0.1 1000 200 96 73.11448 100 80 120
500 0.1 1000 200 96 74.56215 100 80 120
500 0.1 1000 200 96 76.03848 100 80 120
500 0.1 1000 200 96 77.54404 100 80 120
500 0.1 1000 200 96 79.07941 100 80 120
500 0.1 1000 200 96 80.64518 100 80 120
500 0.1 1000 200 96 82.24196 100 80 120
500 0.1 1000 200 96 83.87035 100 80 120
500 0.1 1000 200 96 85.53098 100 80 120
500 0.1 1000 200 96 87.2245 100 80 120
500 0.1 1000 200 96 88.95154 100 80 120
500 0.1 1000 200 96 90.71278 100 80 120
500 0.1 1000 200 96 92.5089 100 80 120
500 0.1 1000 200 96 94.34057 100 80 120
500 0.1 1000 200 96 96.20851 100 80 120
500 0.1 1000 200 96 98.11344 100 80 120
500 0.1 1000 200 96 100.0561 100 80 120
500 0.1 1000 200 96 102.0372 100 80 120
500 0.1 1000 200 96 104.0575 100 80 120
500 0.1 1000 200 96 106.1179 100 80 120
500 0.1 1000 200 96 108.219 100 80 120
500 0.1 1000 200 96 110.3618 100 80 120
500 0.1 1000 200 96 112.5469 100 80 120
500 0.1 1000 200 96 114.7753 100 80 120
500 0.1 1000 200 96 117.0479 100 80 120
500 0.1 1000 200 96 119.3654 100 80 120
500 0.1 1000 200 96 121.7289 100 80 120
500 0.1 1000 200 96 124.1391 100 80 120
500 0.1 1000 200 96 126.5971 100 80 120
500 0.1 1000 200 96 129.1037 100 80 120
500 0.1 1000 200 96 131.6599 100 80 120
500 0.1 1000 200 96 134.2668 100 80 120
500 0.1 1000 200 96 136.9253 100 80 120
500 0.1 1000 200 96 139.6364 100 80 120
500 0.1 1000 200 96 142.4012 100 80 120
500 0.1 1000 200 96 145.2208 100 80 120
500 0.1 1000 200 96 148.0961 100 80 120
500 0.1 1000 200 96 151.0284 100 80 120
500 0.1 1000 200 96 154.0188 102 81 123
500 0.1 1000 200 96 157.0677 105 84 126
500 0.1 1000 200 96 160.1761 117 93 141
500 0.1 1000 200 96 163.3422 181 144 218
500 0.1 1000 200 96 166.5499 267 213 321
500 0.1 1000 200 96 169.7919 505 404 606
500 0.1 1000 200 96 173.0163 960 768 1152
500 0.1 1000 200 96 176.1444 1920 1536 2304
500 0.1 1000 200 96 178.9909 9600 7679 11521
500 0.1 1000 200 384 178.9909 12800 11519 14081
500 0.1 1000 200 384 178.4897 12800 11519 14081
500 0.1 1000 200 384 177.99 3200 2879 3521
500 0.1 1000 200 384 179.2003 3200 2879 3521
500 0.1 1000 200 384 180.4188 12800 11519 14081
500 0.1 1000 200 384 179.9137 9600 8639 10561
500 0.1 1000 200 1537 179.9137 6683 6348 7018
500 0.1 1000 200 1537 180.2121 11823 11231 12415
500 0.1 1000 200 1537 180.0478 10247 9734 10760
500 0.1 1000 200 6146 180.0478 8195 7990 8400
500 0.1 1000 200 6146 180.1291 10243 9986 10500
