data_dim p0 n_training window_size n_sim threshold arl_est arl_lower arl_upper
20 0.3 40 200 96 33 19200 15359 23041
20 0.3 40 200 384 33 38400 34559 42241
20 0.3 40 200 384 31.988 12800 11519 14081
20 0.3 40 200 384 32.37186 76800 69118 84482
20 0.3 40 200 384 29.30732 4800 4319 5281
20 0.3 40 200 384 30.04977 8533 7679 9387
20 0.3 40 200 384 30.62407 76800 69118 84482
20 0.3 40 200 384 27.72499 2021 1818 2224
20 0.3 40 200 384 28.55577 1600 1440 1760
20 0.3 40 200 384 29.43148 5908 5317 6499
20 0.3 40 200 384 30.12273 6982 6283 7681
20 0.3 40 200 384 30.77629 10971 9873 12069
20 0.3 40 200 384 31.23943 38400 34559 42241
20 0.3 40 200 384 30.28142 6400 5759 7041
20 0.3 40 200 384 30.9678 9600 8639 10561
20 0.3 40 200 384 31.50457 10971 9873 12069
20 0.3 40 200 384 31.97866 8533 7679 9387
20 0.3 40 200 384 32.58983 25600 23039 28161
20 0.3 40 200 384 32.28566 19200 17279 21121
20 0.3 40 200 1537 32.28566 34156 32448 35864
20 0.3 40 200 1537 31.90479 38425 36504 40346
20 0.3 40 200 1537 31.41492 19212 18251 20173
20 0.3 40 200 6146 31.41492 19511 19023 19999
20 0.3 40 200 6146 31.42132 13217 12886 13548
20 0.3 40 200 6146 31.51013 19206 18725 19687
20 0.3 40 200 6146 31.52055 14990 14615 15365
20 0.3 40 200 6146 31.58635 15559 15170 15948
20 0.3 40 200 6146 31.6448 11381 11096 11666
20 0.3 40 200 6146 31.75844 22349 21790 22908
20 0.3 40 200 6146 31.72736 20151 19647 20655
