data_dim p0 n_training window_size n_sim threshold arl_est arl_lower arl_upper
132 0.03 497 200 96 40 47712 38167 57257
132 0.03 497 200 384 40 95424 85879 104969
132 0.03 497 200 384 39.632 95424 85879 104969
132 0.03 497 200 384 39.26739 63616 57253 69979
132 0.03 497 200 384 39.15744 190848 171759 209937
132 0.03 497 200 384 38.04537 38170 34352 41988
132 0.03 497 200 384 38.13363 63616 57253 69979
132 0.03 497 200 384 38.02685 13632 12268 14996
132 0.03 497 200 384 38.30282 38170 34352 41988
132 0.03 497 200 384 38.39168 95424 85879 104969
132 0.03 497 200 384 38.03848 47712 42939 52485
132 0.03 497 200 1537 38.03848 28292 26877 29707
132 0.03 497 200 1537 38.1204 33213 31552 34874
132 0.03 497 200 1537 38.18363 21825 20733 22917
132 0.03 497 200 1537 38.29071 33213 31552 34874
132 0.03 497 200 1537 38.35422 34722 32986 36458
132 0.03 497 200 1537 38.41201 31829 30237 33421
132 0.03 497 200 1537 38.48107 36376 34557 38195
132 0.03 497 200 1537 38.53266 42438 40316 44560
132 0.03 497 200 1537 38.56081 31829 30237 33421
132 0.03 497 200 1537 38.63013 50926 48380 53472
132 0.03 497 200 6146 38.63013 50909 49636 52182
