data_dim p0 n_training window_size n_sim threshold arl_est arl_lower arl_upper
20 0.1 40 200 96 33 48000 38398 57602
20 0.1 40 200 96 24.64 48000 38398 57602
20 0.1 40 200 96 18.39787 1067 853 1281
20 0.1 40 200 96 19.49352 48000 38398 57602
20 0.1 40 200 96 14.55516 132 105 159
20 0.1 40 200 96 15.5127 223 178 268
20 0.1 40 200 96 16.52382 331 264 398
20 0.1 40 200 96 17.58894 800 640 960
20 0.1 40 200 96 18.66773 1371 1096 1646
20 0.1 40 200 96 19.74162 1920 1536 2304
20 0.1 40 200 96 20.80504 9600 7679 11521
20 0.1 40 200 384 20.80504 4800 4319 5281
20 0.1 40 200 384 21.16566 9600 8639 10561
20 0.1 40 200 1537 21.16566 6683 6348 7018
20 0.1 40 200 1537 21.28267 21957 20859 23055
20 0.1 40 200 1537 20.85854 9606 9125 10087
20 0.1 40 200 6146 20.85854 4656 4539 4773
20 0.1 40 200 6146 20.95143 7064 6887 7241
20 0.1 40 200 6146 21.00269 9173 8943 9403
20 0.1 40 200 6146 21.01717 7780 7585 7975
20 0.1 40 200 6146 21.05605 13968 13618 14318
20 0.1 40 200 6146 20.98642 10782 10512 11052
20 0.1 40 200 6146 20.97275 8419 8208 8630
20 0.1 40 200 6146 21.00038 6402 6241 6563
20 0.1 40 200 6146 21.06334 11596 11306 11886
20 0.1 40 200 6146 21.03533 9756 9512 10000
