data_dim p0 n_training window_size n_sim threshold arl_est arl_lower arl_upper
20 0.3 40 200 96 33 48000 38398 57602
20 0.3 40 200 96 24.64 384 307 461
20 0.3 40 200 96 26.21959 1200 960 1440
20 0.3 40 200 96 27.7578 686 548 824
20 0.3 40 200 96 29.48138 4800 3839 5761
20 0.3 40 200 96 30.5034 9600 7679 11521
20 0.3 40 200 384 30.5034 12800 11519 14081
20 0.3 40 200 384 30.2187 9600 8639 10561
20 0.3 40 200 1537 30.2187 9041 8589 9493
20 0.3 40 200 1537 30.267 10247 9734 10760
20 0.3 40 200 6146 30.267 7780 7585 7975
20 0.3 40 200 6146 30.32299 11175 10895 11455
20 0.3 40 200 6146 30.2933 6146 5992 6300
20 0.3 40 200 6146 30.3906 7780 7585 7975
20 0.3 40 200 6146 30.44682 11819 11523 12115
20 0.3 40 200 6146 30.40067 9173 8943 9403
20 0.3 40 200 6146 30.42162 10782 10512 11052
20 0.3 40 200 6146 30.40179 8780 8560 9000
20 0.3 40 200 6146 30.4327 9312 9079 9545
20 0.3 40 200 6146 30.45015 9455 9218 9692
20 0.3 40 200 6146 30.46398 9312 9079 9545
20 0.3 40 200 6146 30.48144 11819 11523 12115
20 0.3 40 200 6146 30.43524 5910 5762 6058
20 0.3 40 200 6146 30.53897 13361 13026 13696
20 0.3 40 200 6146 30.45344 7064 6887 7241
