data_dim p0 n_training window_size n_sim threshold arl_est arl_lower arl_upper
20 1 40 200 96 33 202 161 243
20 1 40 200 96 35.17778 226 180 272
20 1 40 200 96 37.49646 349 279 419
20 1 40 200 96 39.95261 533 426 640
20 1 40 200 96 42.54513 2133 1706 2560
20 1 40 200 96 45.07898 19200 15359 23041
20 1 40 200 384 45.07898 10971 9873 12069
20 1 40 200 384 45.75734 12800 11519 14081
20 1 40 200 384 46.30643 15360 13823 16897
20 1 40 200 384 46.66453 38400 34559 42241
20 1 40 200 384 45.23349 8533 7679 9387
20 1 40 200 384 46.09798 10971 9873 12069
20 1 40 200 384 46.79167 76800 69118 84482
20 1 40 200 384 42.36206 2021 1818 2224
20 1 40 200 384 43.63144 3840 3455 4225
20 1 40 200 384 44.80658 9600 8639 10561
20 1 40 200 384 45.58323 15360 13823 16897
20 1 40 200 384 45.93574 76800 69118 84482
20 1 40 200 384 41.58716 1786 1607 1965
20 1 40 200 384 42.8496 4267 3840 4694
20 1 40 200 384 43.97319 10971 9873 12069
20 1 40 200 384 44.63491 6400 5759 7041
20 1 40 200 384 45.64664 9600 8639 10561
20 1 40 200 384 46.43785 25600 23039 28161
20 1 40 200 384 46.00443 10971 9873 12069
20 1 40 200 384 46.69672 384000 345592 422408
20 1 40 200 384 18.36738 200 180 220
20 1 40 200 384 18.9735 200 180 220
20 1 40 200 384 19.59962 200 180 220
20 1 40 200 384 20.24641 200 180 220
20 1 40 200 384 20.91454 200 180 220
20 1 40 200 384 21.60472 200 180 220
20 1 40 200 384 22.31768 200 180 220
20 1 40 200 384 23.05416 200 180 220
20 1 40 200 384 23.81495 200 180 220
20 1 40 200 384 24.60084 200 180 220
20 1 40 200 384 25.41267 200 180 220
20 1 40 200 384 26.25129 200 180 220
20 1 40 200 384 27.11758 200 180 220
20 1 40 200 384 28.01246 200 180 220
20 1 40 200 384 28.93687 200 180 220
20 1 40 200 384 29.89179 200 180 220
20 1 40 200 384 30.87822 200 180 220
20 1 40 200 384 31.8972 201 180 222
20 1 40 200 384 32.94975 202 181 223
20 1 40 200 384 34.03699 208 187 229
20 1 40 200 384 35.15975 219 197 241
20 1 40 200 384 36.31891 279 251 307
20 1 40 200 384 37.51265 402 361 443
20 1 40 200 384 38.73794 561 504 618
20 1 40 200 384 39.99299 863 776 950
20 1 40 200 384 41.26856 1567 1410 1724
20 1 40 200 384 42.5364 2844 2559 3129
20 1 40 200 384 43.75266 6982 6283 7681
20 1 40 200 384 44.70195 9600 8639 10561
20 1 40 200 384 45.47678 15360 13823 16897
20 1 40 200 384 45.82847 10971 9873 12069
20 1 40 200 384 46.51811 38400 34559 42241
20 1 40 200 384 45.09155 10971 9873 12069
20 1 40 200 384 45.77011 15360 13823 16897
20 1 40 200 384 46.12406 12800 11519 14081
20 1 40 200 384 46.67755 10971 9873 12069
20 1 40 200 384 47.37997 8533 7679 9387
20 1 40 200 384 48.28548 384000 345592 422408
20 1 40 200 384 18.99229 200 180 220
20 1 40 200 384 19.61903 200 180 220
20 1 40 200 384 20.26646 200 180 220
20 1 40 200 384 20.93526 200 180 220
20 1 40 200 384 21.62612 200 180 220
20 1 40 200 384 22.33978 200 180 220
20 1 40 200 384 23.07699 200 180 220
20 1 40 200 384 23.83854 200 180 220
20 1 40 200 384 24.62521 200 180 220
20 1 40 200 384 25.43784 200 180 220
20 1 40 200 384 26.27729 200 180 220
20 1 40 200 384 27.14444 200 180 220
20 1 40 200 384 28.0402 200 180 220
20 1 40 200 384 28.96553 200 180 220
20 1 40 200 384 29.92139 200 180 220
20 1 40 200 384 30.9088 200 180 220
20 1 40 200 384 31.92879 200 180 220
20 1 40 200 384 32.98244 200 180 220
20 1 40 200 384 34.07086 203 182 224
20 1 40 200 384 35.19503 219 197 241
20 1 40 200 384 36.35535 268 241 295
20 1 40 200 384 37.55096 398 358 438
20 1 40 200 384 38.77775 463 416 510
20 1 40 200 384 40.04041 1011 909 1113
20 1 40 200 384 41.30763 1786 1607 1965
20 1 40 200 384 42.56159 2259 2033 2485
20 1 40 200 384 43.82006 3339 3005 3673
20 1 40 200 384 45.03687 10971 9873 12069
20 1 40 200 384 45.7146 9600 8639 10561
20 1 40 200 384 46.50699 25600 23039 28161
20 1 40 200 384 46.07293 19200 17279 21121
20 1 40 200 1537 46.07293 16179 15370 16988
20 1 40 200 1537 46.21963 14638 13906 15370
20 1 40 200 1537 46.42615 18082 17178 18986
20 1 40 200 1537 46.50036 25617 24336 26898
20 1 40 200 1537 46.2827 19212 18251 20173
20 1 40 200 6146 46.2827 13508 13170 13846
20 1 40 200 6146 46.40789 26153 25499 26807
20 1 40 200 6146 46.28891 22763 22193 23333
20 1 40 200 6146 46.23562 24102 23499 24705
20 1 40 200 6146 46.1566 13968 13618 14318
20 1 40 200 6146 46.27261 21950 21401 22499
20 1 40 200 6146 46.23501 17313 16880 17746
20 1 40 200 6146 46.28677 19826 19330 20322
