data_dim p0 n_training window_size n_sim threshold arl_est arl_lower arl_upper
500 0.3 1000 200 96 100 100 80 120
500 0.3 1000 200 96 101.98 100 80 120
500 0.3 1000 200 96 103.9992 100 80 120
500 0.3 1000 200 96 106.0584 100 80 120
500 0.3 1000 200 96 108.1583 100 80 120
500 0.3 1000 200 96 110.2999 100 80 120
500 0.3 1000 200 96 112.4838 100 80 120
500 0.3 1000 200 96 114.711 100 80 120
500 0.3 1000 200 96 116.9823 100 80 120
500 0.3 1000 200 96 119.2985 100 80 120
500 0.3 1000 200 96 121.6606 100 80 120
500 0.3 1000 200 96 124.0695 100 80 120
500 0.3 1000 200 96 126.5261 100 80 120
500 0.3 1000 200 96 129.0313 100 80 120
500 0.3 1000 200 96 131.5861 100 80 120
500 0.3 1000 200 96 134.1915 100 80 120
500 0.3 1000 200 96 136.8485 100 80 120
500 0.3 1000 200 96 139.5581 100 80 120
500 0.3 1000 200 96 142.3214 100 80 120
500 0.3 1000 200 96 145.1393 100 80 120
500 0.3 1000 200 96 148.0131 100 80 120
500 0.3 1000 200 96 150.9438 100 80 120
500 0.3 1000 200 96 153.9324 100 80 120
500 0.3 1000 200 96 156.9803 100 80 120
500 0.3 1000 200 96 160.0885 100 80 120
500 0.3 1000 200 96 163.2583 100 80 120
500 0.3 1000 200 96 166.4908 100 80 120
500 0.3 1000 200 96 169.7873 100 80 120
500 0.3 1000 200 96 173.1491 100 80 120
500 0.3 1000 200 96 176.5774 100 80 120
500 0.3 1000 200 96 180.0737 100 80 120
500 0.3 1000 200 96 183.6391 100 80 120
500 0.3 1000 200 96 187.2752 100 80 120
500 0.3 1000 200 96 190.9832 100 80 120
500 0.3 1000 200 96 194.7647 100 80 120
500 0.3 1000 200 96 198.621 100 80 120
500 0.3 1000 200 96 202.5537 100 80 120
500 0.3 1000 200 96 206.5643 100 80 120
500 0.3 1000 200 96 210.6543 100 80 120
500 0.3 1000 200 96 214.8252 100 80 120
500 0.3 1000 200 96 219.0788 100 80 120
500 0.3 1000 200 96 223.4165 100 80 120
500 0.3 1000 200 96 227.8402 100 80 120
500 0.3 1000 200 96 232.3514 100 80 120
500 0.3 1000 200 96 236.952 100 80 120
500 0.3 1000 200 96 241.6436 100 80 120
500 0.3 1000 200 96 246.4282 100 80 120
500 0.3 1000 200 96 251.3074 100 80 120
500 0.3 1000 200 96 256.2833 100 80 120
500 0.3 1000 200 96 261.3577 100 80 120
500 0.3 1000 200 96 266.5326 100 80 120
500 0.3 1000 200 96 271.81 100 80 120
500 0.3 1000 200 96 277.1918 100 80 120
500 0.3 1000 200 96 282.6802 100 80 120
500 0.3 1000 200 96 288.2773 100 80 120
500 0.3 1000 200 96 293.9852 100 80 120
500 0.3 1000 200 96 299.8061 105 84 126
500 0.3 1000 200 96 305.7392 137 109 165
500 0.3 1000 200 96 311.7702 282 225 339
500 0.3 1000 200 96 317.8298 873 698 1048
500 0.3 1000 200 96 323.6315 1371 1096 1646
500 0.3 1000 200 96 329.2167 1920 1536 2304
500 0.3 1000 200 96 334.5369 48000 38398 57602
500 0.3 1000 200 96 309.1121 152 121 183
500 0.3 1000 200 96 315.2003 384 307 461
500 0.3 1000 200 96 321.2623 1067 853 1281
500 0.3 1000 200 96 327.0019 9600 7679 11521
500 0.3 1000 200 384 327.0019 3840 3455 4225
500 0.3 1000 200 384 329.0163 4267 3840 4694
500 0.3 1000 200 384 330.9025 12800 11519 14081
500 0.3 1000 200 384 329.976 19200 17279 21121
500 0.3 1000 200 384 326.9402 3840 3455 4225
500 0.3 1000 200 384 328.9542 5486 4937 6035
500 0.3 1000 200 384 330.4391 5486 4937 6035
500 0.3 1000 200 384 331.9307 12800 11519 14081
500 0.3 1000 200 384 331.0013 6400 5759 7041
500 0.3 1000 200 384 332.1929 19200 17279 21121
500 0.3 1000 200 384 329.1367 6400 5759 7041
500 0.3 1000 200 384 330.3216 5486 4937 6035
500 0.3 1000 200 384 331.8127 7680 6911 8449
500 0.3 1000 200 384 332.5824 38400 34559 42241
500 0.3 1000 200 384 323.1371 1670 1503 1837
500 0.3 1000 200 384 325.8288 2954 2658 3250
500 0.3 1000 200 384 328.1246 3840 3455 4225
500 0.3 1000 200 384 330.1459 6400 5759 7041
500 0.3 1000 200 384 331.3344 6400 5759 7041
500 0.3 1000 200 384 332.5272 12800 11519 14081
500 0.3 1000 200 384 331.5961 5486 4937 6035
500 0.3 1000 200 384 333.093 7680 6911 8449
500 0.3 1000 200 384 333.8657 9600 8639 10561
500 0.3 1000 200 1537 333.8657 25617 24336 26898
500 0.3 1000 200 1537 331.2587 6148 5840 6456
500 0.3 1000 200 1537 331.8967 11823 11231 12415
500 0.3 1000 200 1537 331.5942 7319 6953 7685
500 0.3 1000 200 1537 332.0387 8539 8112 8966
500 0.3 1000 200 1537 332.2813 9041 8589 9493
500 0.3 1000 200 1537 332.4406 9041 8589 9493
500 0.3 1000 200 1537 332.6 9606 9125 10087
500 0.3 1000 200 6146 332.6 8780 8560 9000
500 0.3 1000 200 6146 332.7015 10417 10156 10678
500 0.3 1000 200 6146 332.6668 10417 10156 10678
500 0.3 1000 200 6146 332.6321 9913 9665 10161
