data_dim p0 n_training window_size n_sim threshold arl_est arl_lower arl_upper
132 1 497 200 96 160 497 397 597
132 1 497 200 96 163.168 497 397 597
132 1 497 200 96 166.3987 497 397 597
132 1 497 200 96 169.6934 524 419 629
132 1 497 200 96 173.0515 612 489 735
132 1 497 200 96 176.4699 936 748 1124
132 1 497 200 96 179.9329 1539 1231 1847
132 1 497 200 96 183.4201 2272 1817 2727
132 1 497 200 96 186.9208 9542 7633 11451
132 1 497 200 96 189.9414 238560 190839 286281
132 1 497 200 96 175.5059 746 596 896
132 1 497 200 96 178.9633 1223 978 1468
132 1 497 200 96 182.4545 3976 3180 4772
132 1 497 200 96 185.8117 3976 3180 4772
132 1 497 200 96 189.2306 15904 12722 19086
132 1 497 200 96 191.8041 15904 12722 19086
132 1 497 200 96 194.4127 238560 190839 286281
132 1 497 200 96 179.6373 1704 1363 2045
132 1 497 200 96 183.1069 3181 2544 3818
132 1 497 200 96 186.5346 15904 12722 19086
132 1 497 200 96 189.0715 23856 19083 28629
132 1 497 200 96 191.0378 23856 19083 28629
132 1 497 200 96 193.0246 47712 38167 57257
132 1 497 200 384 193.0246 47712 42939 52485
132 1 497 200 1537 193.0246 63657 60474 66840
132 1 497 200 1537 192.7536 38194 36284 40104
132 1 497 200 1537 192.9767 38194 36284 40104
132 1 497 200 1537 193.2001 47743 45356 50130
132 1 497 200 6146 193.2001 58742 57273 60211
132 1 497 200 6146 193.1122 42424 41363 43485
132 1 497 200 6146 193.1829 39670 38678 40662
132 1 497 200 6146 193.2804 61091 59563 62619
132 1 497 200 6146 193.1696 66404 64743 68065
132 1 497 200 6146 193.0073 54546 53182 55910
132 1 497 200 6146 192.9603 45590 44450 46730
132 1 497 200 6146 193.0002 40727 39708 41746
