axes threshold
1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20 51.14474
1-2-3-4-5-6-7-8-9-10 37.7188
1-2-3-4-5 27.39349
1-2-3 21.40208
1-2 18.02736
1 13.39794
100 65.8073
81-82-83-84-85-86-87-88-89-90-91-92-93-94-95-96-97-98-99-100 742.44222
91-92-93-94-95-96-97-98-99-100 429.53815
96-97-98-99-100 239.70633
98-99-100 156.6559
99-100-97-98-96-95-94-91-93-92-90 457.08229
99-100-97-98-96-95-94 318.92669
99-100-97-98-96-95 282.78096
99-100 111.08053
